P	k	t	s_t	alpha_t_1	alpha_t_2	v_t_1	v_t_2	d_t	a_t	rt_t	r_t
14	0	0	+0.64	1	2	+0.50	+0.50	0	0	NaN	0
14	0	1	+0.64	1	3	+0.33	+0.67	1	1	NaN	1
14	0	2	+0.64	1	4	+0.25	+0.75	1	1	NaN	1
14	0	3	+0.64	1	5	+0.20	+0.80	1	1	NaN	1
14	0	4	+0.64	1	6	+0.17	+0.83	1	1	NaN	1
14	0	5	+0.64	1	7	+0.14	+0.86	1	1	NaN	1
14	0	6	+0.64	1	8	+0.12	+0.88	1	1	NaN	1
14	0	7	+0.64	2	8	+0.11	+0.89	1	1	NaN	0
14	0	8	+0.64	2	9	+0.20	+0.80	1	1	NaN	1
14	0	9	+0.64	2	10	+0.18	+0.82	1	1	NaN	1
14	0	10	+0.64	2	11	+0.17	+0.83	1	1	NaN	1
14	0	11	+0.64	2	12	+0.15	+0.85	1	1	NaN	1
14	0	12	+0.64	2	13	+0.14	+0.86	1	1	NaN	1
14	0	13	+0.64	2	14	+0.13	+0.87	1	1	NaN	1
14	0	14	+0.64	3	14	+0.12	+0.88	1	1	NaN	0
14	0	15	+0.64	3	15	+0.18	+0.82	1	1	NaN	1
14	0	16	+0.64	3	16	+0.17	+0.83	1	1	NaN	1
14	0	17	+0.64	3	17	+0.16	+0.84	1	1	NaN	1
14	0	18	+0.64	3	18	+0.15	+0.85	1	1	NaN	1
14	0	19	+0.64	4	18	+0.14	+0.86	1	1	NaN	0
14	0	20	+0.64	5	18	+0.18	+0.82	1	1	NaN	0
14	0	21	+0.64	6	18	+0.22	+0.78	1	1	NaN	0
14	0	22	+0.64	7	18	+0.25	+0.75	1	1	NaN	0
14	0	23	+0.64	7	19	+0.28	+0.72	1	1	NaN	1
14	0	24	+0.64	8	19	+0.27	+0.73	1	1	NaN	0
14	0	25	+0.64	8	20	+0.30	+0.70	1	1	NaN	1
14	0	26	+0.64	9	20	+0.29	+0.71	1	1	NaN	0
14	0	27	+0.64	9	21	+0.31	+0.69	1	1	NaN	1
14	0	28	+0.64	9	22	+0.30	+0.70	1	1	NaN	1
14	0	29	+0.64	9	23	+0.29	+0.71	1	1	NaN	1
14	1	0	+0.30	2	1	+0.50	+0.50	0	1	NaN	0
14	1	1	+0.30	3	1	+0.67	+0.33	0	0	NaN	1
14	1	2	+0.30	4	1	+0.75	+0.25	0	0	NaN	1
14	1	3	+0.30	4	2	+0.80	+0.20	0	1	NaN	1
14	1	4	+0.30	5	2	+0.67	+0.33	0	0	NaN	1
14	1	5	+0.30	6	2	+0.71	+0.29	0	0	NaN	1
14	1	6	+0.30	7	2	+0.75	+0.25	0	0	NaN	1
14	1	7	+0.30	7	3	+0.78	+0.22	0	0	NaN	0
14	1	8	+0.30	8	3	+0.70	+0.30	0	0	NaN	1
14	1	9	+0.30	9	3	+0.73	+0.27	0	0	NaN	1
14	1	10	+0.30	10	3	+0.75	+0.25	0	0	NaN	1
14	1	11	+0.30	11	3	+0.77	+0.23	0	0	NaN	1
14	1	12	+0.30	12	3	+0.79	+0.21	0	0	NaN	1
14	1	13	+0.30	12	4	+0.80	+0.20	0	0	NaN	0
14	1	14	+0.30	13	4	+0.75	+0.25	0	0	NaN	1
14	1	15	+0.30	14	4	+0.76	+0.24	0	0	NaN	1
14	1	16	+0.30	15	4	+0.78	+0.22	0	0	NaN	1
14	1	17	+0.30	15	5	+0.79	+0.21	0	0	NaN	0
14	1	18	+0.30	15	6	+0.75	+0.25	0	1	NaN	1
14	1	19	+0.30	16	6	+0.71	+0.29	0	0	NaN	1
14	1	20	+0.30	17	6	+0.73	+0.27	0	0	NaN	1
14	1	21	+0.30	17	7	+0.74	+0.26	0	0	NaN	0
14	1	22	+0.30	18	7	+0.71	+0.29	0	0	NaN	1
14	1	23	+0.30	19	7	+0.72	+0.28	0	0	NaN	1
14	1	24	+0.30	19	8	+0.73	+0.27	0	0	NaN	0
14	1	25	+0.30	20	8	+0.70	+0.30	0	0	NaN	1
14	1	26	+0.30	21	8	+0.71	+0.29	0	0	NaN	1
14	1	27	+0.30	22	8	+0.72	+0.28	0	0	NaN	1
14	1	28	+0.30	23	8	+0.73	+0.27	0	0	NaN	1
14	1	29	+0.30	23	9	+0.74	+0.26	0	0	NaN	0
14	2	0	+0.80	1	2	+0.50	+0.50	0	0	NaN	0
14	2	1	+0.80	1	3	+0.33	+0.67	1	1	NaN	1
14	2	2	+0.80	1	4	+0.25	+0.75	1	1	NaN	1
14	2	3	+0.80	2	4	+0.20	+0.80	1	1	NaN	0
14	2	4	+0.80	2	5	+0.33	+0.67	1	1	NaN	1
14	2	5	+0.80	3	5	+0.29	+0.71	1	1	NaN	0
14	2	6	+0.80	3	6	+0.38	+0.62	1	1	NaN	1
14	2	7	+0.80	3	7	+0.33	+0.67	1	1	NaN	1
14	2	8	+0.80	3	8	+0.30	+0.70	1	1	NaN	1
14	2	9	+0.80	3	9	+0.27	+0.73	1	1	NaN	1
14	2	10	+0.80	4	9	+0.25	+0.75	1	1	NaN	0
14	2	11	+0.80	4	10	+0.31	+0.69	1	1	NaN	1
14	2	12	+0.80	5	10	+0.29	+0.71	1	1	NaN	0
14	2	13	+0.80	5	11	+0.33	+0.67	1	1	NaN	1
14	2	14	+0.80	5	12	+0.31	+0.69	1	1	NaN	1
14	2	15	+0.80	5	13	+0.29	+0.71	1	1	NaN	1
14	2	16	+0.80	6	13	+0.28	+0.72	1	1	NaN	0
14	2	17	+0.80	7	13	+0.32	+0.68	1	1	NaN	0
14	2	18	+0.80	7	14	+0.35	+0.65	1	1	NaN	1
14	2	19	+0.80	8	14	+0.33	+0.67	1	1	NaN	0
14	2	20	+0.80	8	15	+0.36	+0.64	1	1	NaN	1
14	2	21	+0.80	8	16	+0.35	+0.65	1	1	NaN	1
14	2	22	+0.80	8	17	+0.33	+0.67	1	1	NaN	1
14	2	23	+0.80	8	18	+0.32	+0.68	1	1	NaN	1
14	2	24	+0.80	8	19	+0.31	+0.69	1	1	NaN	1
14	2	25	+0.80	8	20	+0.30	+0.70	1	1	NaN	1
14	2	26	+0.80	8	21	+0.29	+0.71	1	1	NaN	1
14	2	27	+0.80	8	22	+0.28	+0.72	1	1	NaN	1
