P	k	t	s_t	alpha_t_1	alpha_t_2	v_t_1	v_t_2	d_t	a_t	rt_t	r_t
30	0	0	+0.59	2	1	+0.50	+0.50	0	0	NaN	1
30	0	1	+0.59	2	2	+0.67	+0.33	0	0	NaN	0
30	0	2	+0.59	2	3	+0.50	+0.50	0	0	NaN	0
30	0	3	+0.59	2	4	+0.40	+0.60	1	1	NaN	1
30	0	4	+0.59	3	4	+0.33	+0.67	1	1	NaN	0
30	0	5	+0.59	3	5	+0.43	+0.57	1	1	NaN	1
30	0	6	+0.59	4	5	+0.38	+0.62	1	1	NaN	0
30	0	7	+0.59	4	6	+0.44	+0.56	1	1	NaN	1
30	0	8	+0.59	4	7	+0.40	+0.60	1	0	NaN	0
30	0	9	+0.59	4	8	+0.36	+0.64	1	1	NaN	1
30	0	10	+0.59	4	9	+0.33	+0.67	1	1	NaN	1
30	0	11	+0.59	5	9	+0.31	+0.69	1	1	NaN	0
30	0	12	+0.59	5	10	+0.36	+0.64	1	1	NaN	1
30	0	13	+0.59	5	11	+0.33	+0.67	1	1	NaN	1
30	0	14	+0.59	5	12	+0.31	+0.69	1	1	NaN	1
30	0	15	+0.59	5	13	+0.29	+0.71	1	1	NaN	1
30	0	16	+0.59	5	14	+0.28	+0.72	1	1	NaN	1
30	0	17	+0.59	5	15	+0.26	+0.74	1	1	NaN	1
30	0	18	+0.59	5	16	+0.25	+0.75	1	1	NaN	1
30	0	19	+0.59	5	17	+0.24	+0.76	1	1	NaN	1
30	0	20	+0.59	5	18	+0.23	+0.77	1	1	NaN	1
30	0	21	+0.59	6	18	+0.22	+0.78	1	1	NaN	0
30	0	22	+0.59	6	19	+0.25	+0.75	1	1	NaN	1
30	0	23	+0.59	7	19	+0.24	+0.76	1	0	NaN	1
30	0	24	+0.59	7	20	+0.27	+0.73	1	1	NaN	1
30	0	25	+0.59	7	21	+0.26	+0.74	1	1	NaN	1
30	0	26	+0.59	7	22	+0.25	+0.75	1	1	NaN	1
30	0	27	+0.59	8	22	+0.24	+0.76	1	1	NaN	0
30	0	28	+0.59	8	23	+0.27	+0.73	1	1	NaN	1
30	0	29	+0.59	9	23	+0.26	+0.74	1	0	NaN	1
30	1	0	+0.44	2	1	+0.50	+0.50	0	0	NaN	1
30	1	1	+0.44	3	1	+0.67	+0.33	0	0	NaN	1
30	1	2	+0.44	3	2	+0.75	+0.25	0	0	NaN	0
30	1	3	+0.44	4	2	+0.60	+0.40	0	0	NaN	1
30	1	4	+0.44	5	2	+0.67	+0.33	0	1	NaN	0
30	1	5	+0.44	5	3	+0.71	+0.29	0	0	NaN	0
30	1	6	+0.44	6	3	+0.62	+0.38	0	0	NaN	1
30	1	7	+0.44	6	4	+0.67	+0.33	0	0	NaN	0
30	1	8	+0.44	6	5	+0.60	+0.40	0	0	NaN	0
30	1	9	+0.44	6	6	+0.55	+0.45	0	0	NaN	0
30	1	10	+0.44	6	7	+0.50	+0.50	0	0	NaN	0
30	1	11	+0.44	7	7	+0.46	+0.54	1	1	NaN	0
30	1	12	+0.44	7	8	+0.50	+0.50	0	0	NaN	0
30	1	13	+0.44	7	9	+0.47	+0.53	1	1	NaN	1
30	1	14	+0.44	7	10	+0.44	+0.56	1	1	NaN	1
30	1	15	+0.44	7	11	+0.41	+0.59	1	1	NaN	1
30	1	16	+0.44	8	11	+0.39	+0.61	1	1	NaN	0
30	1	17	+0.44	9	11	+0.42	+0.58	1	1	NaN	0
30	1	18	+0.44	9	12	+0.45	+0.55	1	1	NaN	1
30	1	19	+0.44	9	13	+0.43	+0.57	1	1	NaN	1
30	1	20	+0.44	9	14	+0.41	+0.59	1	1	NaN	1
30	1	21	+0.44	10	14	+0.39	+0.61	1	1	NaN	0
30	1	22	+0.44	11	14	+0.42	+0.58	1	1	NaN	0
30	1	23	+0.44	12	14	+0.44	+0.56	1	1	NaN	0
30	1	24	+0.44	12	15	+0.46	+0.54	1	1	NaN	1
30	1	25	+0.44	13	15	+0.44	+0.56	1	1	NaN	0
30	1	26	+0.44	14	15	+0.46	+0.54	1	1	NaN	0
30	1	27	+0.44	14	16	+0.48	+0.52	1	1	NaN	1
30	1	28	+0.44	15	16	+0.47	+0.53	1	1	NaN	0
30	1	29	+0.44	16	16	+0.48	+0.52	1	1	NaN	0
30	2	0	+0.21	2	1	+0.50	+0.50	0	0	NaN	1
30	2	1	+0.21	3	1	+0.67	+0.33	0	0	NaN	1
30	2	2	+0.21	4	1	+0.75	+0.25	0	0	NaN	1
30	2	3	+0.21	5	1	+0.80	+0.20	0	0	NaN	1
30	2	4	+0.21	6	1	+0.83	+0.17	0	0	NaN	1
30	2	5	+0.21	7	1	+0.86	+0.14	0	1	NaN	0
30	2	6	+0.21	8	1	+0.88	+0.12	0	0	NaN	1
30	2	7	+0.21	9	1	+0.89	+0.11	0	0	NaN	1
30	2	8	+0.21	9	2	+0.90	+0.10	0	0	NaN	0
30	2	9	+0.21	10	2	+0.82	+0.18	0	0	NaN	1
30	2	10	+0.21	11	2	+0.83	+0.17	0	0	NaN	1
30	2	11	+0.21	12	2	+0.85	+0.15	0	0	NaN	1
30	2	12	+0.21	12	3	+0.86	+0.14	0	0	NaN	0
30	2	13	+0.21	13	3	+0.80	+0.20	0	0	NaN	1
30	2	14	+0.21	13	4	+0.81	+0.19	0	0	NaN	0
30	2	15	+0.21	13	5	+0.76	+0.24	0	0	NaN	0
30	2	16	+0.21	14	5	+0.72	+0.28	0	0	NaN	1
30	2	17	+0.21	15	5	+0.74	+0.26	0	0	NaN	1
30	2	18	+0.21	16	5	+0.75	+0.25	0	0	NaN	1
30	2	19	+0.21	17	5	+0.76	+0.24	0	0	NaN	1
30	2	20	+0.21	18	5	+0.77	+0.23	0	0	NaN	1
30	2	21	+0.21	19	5	+0.78	+0.22	0	0	NaN	1
30	2	22	+0.21	19	6	+0.79	+0.21	0	0	NaN	0
30	2	23	+0.21	20	6	+0.76	+0.24	0	0	NaN	1
30	2	24	+0.21	21	6	+0.77	+0.23	0	1	NaN	0
30	2	25	+0.21	21	7	+0.78	+0.22	0	0	NaN	0
30	2	26	+0.21	22	7	+0.75	+0.25	0	0	NaN	1
30	2	27	+0.21	23	7	+0.76	+0.24	0	0	NaN	1
30	2	28	+0.21	24	7	+0.77	+0.23	0	0	NaN	1
30	2	29	+0.21	25	7	+0.77	+0.23	0	0	NaN	1
30	3	0	+0.23	2	1	+0.50	+0.50	0	0	NaN	1
30	3	1	+0.23	3	1	+0.67	+0.33	0	0	NaN	1
30	3	2	+0.23	4	1	+0.75	+0.25	0	0	NaN	1
30	3	3	+0.23	5	1	+0.80	+0.20	0	0	NaN	1
30	3	4	+0.23	6	1	+0.83	+0.17	0	0	NaN	1
30	3	5	+0.23	6	2	+0.86	+0.14	0	0	NaN	0
30	3	6	+0.23	7	2	+0.75	+0.25	0	0	NaN	1
30	3	7	+0.23	8	2	+0.78	+0.22	0	0	NaN	1
