P	k	t	s_t	alpha_t_1	alpha_t_2	v_t_1	v_t_2	d_t	a_t	rt_t	r_t
17	0	0	+0.03	2	1	+0.50	+0.50	0	0	NaN	1
17	0	1	+0.03	3	1	+0.67	+0.33	0	0	NaN	1
17	0	2	+0.03	4	1	+0.75	+0.25	0	1	NaN	0
17	0	3	+0.03	5	1	+0.80	+0.20	0	0	NaN	1
17	0	4	+0.03	6	1	+0.83	+0.17	0	1	NaN	0
17	0	5	+0.03	7	1	+0.86	+0.14	0	0	NaN	1
17	0	6	+0.03	8	1	+0.88	+0.12	0	0	NaN	1
17	0	7	+0.03	9	1	+0.89	+0.11	0	0	NaN	1
17	0	8	+0.03	10	1	+0.90	+0.10	0	0	NaN	1
17	0	9	+0.03	11	1	+0.91	+0.09	0	0	NaN	1
17	0	10	+0.03	12	1	+0.92	+0.08	0	0	NaN	1
17	0	11	+0.03	13	1	+0.92	+0.08	0	0	NaN	1
17	0	12	+0.03	14	1	+0.93	+0.07	0	0	NaN	1
17	0	13	+0.03	15	1	+0.93	+0.07	0	0	NaN	1
17	0	14	+0.03	16	1	+0.94	+0.06	0	0	NaN	1
17	0	15	+0.03	17	1	+0.94	+0.06	0	0	NaN	1
17	0	16	+0.03	18	1	+0.94	+0.06	0	0	NaN	1
17	0	17	+0.03	19	1	+0.95	+0.05	0	0	NaN	1
17	0	18	+0.03	20	1	+0.95	+0.05	0	0	NaN	1
17	0	19	+0.03	21	1	+0.95	+0.05	0	0	NaN	1
17	0	20	+0.03	22	1	+0.95	+0.05	0	0	NaN	1
17	0	21	+0.03	23	1	+0.96	+0.04	0	0	NaN	1
17	0	22	+0.03	24	1	+0.96	+0.04	0	0	NaN	1
17	0	23	+0.03	25	1	+0.96	+0.04	0	0	NaN	1
17	0	24	+0.03	26	1	+0.96	+0.04	0	0	NaN	1
17	0	25	+0.03	27	1	+0.96	+0.04	0	0	NaN	1
17	0	26	+0.03	28	1	+0.96	+0.04	0	0	NaN	1
17	0	27	+0.03	29	1	+0.97	+0.03	0	0	NaN	1
17	0	28	+0.03	30	1	+0.97	+0.03	0	0	NaN	1
17	0	29	+0.03	31	1	+0.97	+0.03	0	0	NaN	1
17	1	0	+0.56	2	1	+0.50	+0.50	0	1	NaN	0
17	1	1	+0.56	2	2	+0.67	+0.33	0	0	NaN	0
17	1	2	+0.56	2	3	+0.50	+0.50	0	0	NaN	0
17	1	3	+0.56	2	4	+0.40	+0.60	1	1	NaN	1
17	1	4	+0.56	2	5	+0.33	+0.67	1	1	NaN	1
17	1	5	+0.56	3	5	+0.29	+0.71	1	1	NaN	0
17	1	6	+0.56	4	5	+0.38	+0.62	1	1	NaN	0
17	1	7	+0.56	5	5	+0.44	+0.56	1	1	NaN	0
17	1	8	+0.56	6	5	+0.50	+0.50	0	0	NaN	1
17	1	9	+0.56	7	5	+0.55	+0.45	0	0	NaN	1
17	1	10	+0.56	7	6	+0.58	+0.42	0	0	NaN	0
17	1	11	+0.56	7	7	+0.54	+0.46	0	0	NaN	0
17	1	12	+0.56	8	7	+0.50	+0.50	0	0	NaN	1
17	1	13	+0.56	8	8	+0.53	+0.47	0	0	NaN	0
17	1	14	+0.56	9	8	+0.50	+0.50	0	0	NaN	1
17	1	15	+0.56	10	8	+0.53	+0.47	0	0	NaN	1
17	1	16	+0.56	10	9	+0.56	+0.44	0	0	NaN	0
17	1	17	+0.56	11	9	+0.53	+0.47	0	0	NaN	1
17	1	18	+0.56	11	10	+0.55	+0.45	0	0	NaN	0
17	1	19	+0.56	11	11	+0.52	+0.48	0	0	NaN	0
17	1	20	+0.56	11	12	+0.50	+0.50	0	0	NaN	0
17	1	21	+0.56	11	13	+0.48	+0.52	1	1	NaN	1
17	1	22	+0.56	11	14	+0.46	+0.54	1	1	NaN	1
17	1	23	+0.56	12	14	+0.44	+0.56	1	1	NaN	0
17	1	24	+0.56	13	14	+0.46	+0.54	1	1	NaN	0
17	1	25	+0.56	13	15	+0.48	+0.52	1	1	NaN	1
17	1	26	+0.56	14	15	+0.46	+0.54	1	1	NaN	0
17	1	27	+0.56	14	16	+0.48	+0.52	1	1	NaN	1
17	1	28	+0.56	15	16	+0.47	+0.53	1	1	NaN	0
17	1	29	+0.56	16	16	+0.48	+0.52	1	1	NaN	0
17	2	0	+0.27	2	1	+0.50	+0.50	0	0	NaN	1
17	2	1	+0.27	3	1	+0.67	+0.33	0	0	NaN	1
17	2	2	+0.27	3	2	+0.75	+0.25	0	0	NaN	0
17	2	3	+0.27	4	2	+0.60	+0.40	0	0	NaN	1
17	2	4	+0.27	5	2	+0.67	+0.33	0	0	NaN	1
17	2	5	+0.27	5	3	+0.71	+0.29	0	1	NaN	1
17	2	6	+0.27	6	3	+0.62	+0.38	0	0	NaN	1
17	2	7	+0.27	7	3	+0.67	+0.33	0	0	NaN	1
17	2	8	+0.27	8	3	+0.70	+0.30	0	0	NaN	1
17	2	9	+0.27	8	4	+0.73	+0.27	0	0	NaN	0
17	2	10	+0.27	8	5	+0.67	+0.33	0	0	NaN	0
17	2	11	+0.27	9	5	+0.62	+0.38	0	0	NaN	1
17	2	12	+0.27	10	5	+0.64	+0.36	0	0	NaN	1
17	2	13	+0.27	10	6	+0.67	+0.33	0	0	NaN	0
17	2	14	+0.27	11	6	+0.62	+0.38	0	0	NaN	1
17	2	15	+0.27	11	7	+0.65	+0.35	0	0	NaN	0
17	2	16	+0.27	12	7	+0.61	+0.39	0	0	NaN	1
17	2	17	+0.27	13	7	+0.63	+0.37	0	0	NaN	1
17	2	18	+0.27	13	8	+0.65	+0.35	0	0	NaN	0
17	2	19	+0.27	14	8	+0.62	+0.38	0	0	NaN	1
17	2	20	+0.27	15	8	+0.64	+0.36	0	0	NaN	1
