P	k	t	s_t	alpha_t_1	alpha_t_2	v_t_1	v_t_2	d_t	a_t	rt_t	r_t
2	0	0	+0.22	2	1	+0.50	+0.50	0	0	NaN	1
2	0	1	+0.22	3	1	+0.67	+0.33	0	0	NaN	1
2	0	2	+0.22	4	1	+0.75	+0.25	0	0	NaN	1
2	0	3	+0.22	5	1	+0.80	+0.20	0	0	NaN	1
2	0	4	+0.22	6	1	+0.83	+0.17	0	0	NaN	1
2	0	5	+0.22	7	1	+0.86	+0.14	0	0	NaN	1
2	0	6	+0.22	8	1	+0.88	+0.12	0	0	NaN	1
2	0	7	+0.22	9	1	+0.89	+0.11	0	0	NaN	1
2	0	8	+0.22	10	1	+0.90	+0.10	0	0	NaN	1
2	0	9	+0.22	11	1	+0.91	+0.09	0	1	NaN	0
2	0	10	+0.22	12	1	+0.92	+0.08	0	0	NaN	1
2	0	11	+0.22	13	1	+0.92	+0.08	0	0	NaN	1
2	0	12	+0.22	13	2	+0.93	+0.07	0	0	NaN	0
2	0	13	+0.22	14	2	+0.87	+0.13	0	0	NaN	1
2	0	14	+0.22	15	2	+0.88	+0.12	0	0	NaN	1
2	0	15	+0.22	16	2	+0.88	+0.12	0	0	NaN	1
2	0	16	+0.22	17	2	+0.89	+0.11	0	0	NaN	1
2	0	17	+0.22	18	2	+0.89	+0.11	0	0	NaN	1
2	0	18	+0.22	19	2	+0.90	+0.10	0	0	NaN	1
2	0	19	+0.22	20	2	+0.90	+0.10	0	0	NaN	1
2	0	20	+0.22	21	2	+0.91	+0.09	0	0	NaN	1
2	0	21	+0.22	22	2	+0.91	+0.09	0	0	NaN	1
2	0	22	+0.22	23	2	+0.92	+0.08	0	0	NaN	1
2	0	23	+0.22	24	2	+0.92	+0.08	0	0	NaN	1
2	0	24	+0.22	25	2	+0.92	+0.08	0	0	NaN	1
2	0	25	+0.22	26	2	+0.93	+0.07	0	0	NaN	1
2	0	26	+0.22	27	2	+0.93	+0.07	0	0	NaN	1
2	0	27	+0.22	28	2	+0.93	+0.07	0	1	NaN	0
2	0	28	+0.22	29	2	+0.93	+0.07	0	0	NaN	1
2	0	29	+0.22	30	2	+0.94	+0.06	0	0	NaN	1
2	1	0	+0.86	1	2	+0.50	+0.50	0	0	NaN	0
2	1	1	+0.86	1	3	+0.33	+0.67	1	1	NaN	1
2	1	2	+0.86	2	3	+0.25	+0.75	1	1	NaN	0
2	1	3	+0.86	2	4	+0.40	+0.60	1	1	NaN	1
2	1	4	+0.86	2	5	+0.33	+0.67	1	1	NaN	1
2	1	5	+0.86	2	6	+0.29	+0.71	1	1	NaN	1
2	1	6	+0.86	3	6	+0.25	+0.75	1	0	NaN	1
2	1	7	+0.86	3	7	+0.33	+0.67	1	1	NaN	1
2	1	8	+0.86	3	8	+0.30	+0.70	1	1	NaN	1
2	1	9	+0.86	3	9	+0.27	+0.73	1	1	NaN	1
