P	k	t	s_t	alpha_t_1	alpha_t_2	v_t_1	v_t_2	d_t	a_t	rt_t	r_t
20	0	0	+0.67	1	2	+0.50	+0.50	0	0	NaN	0
20	0	1	+0.67	1	3	+0.33	+0.67	1	1	NaN	1
20	0	2	+0.67	2	3	+0.25	+0.75	1	1	NaN	0
20	0	3	+0.67	2	4	+0.40	+0.60	1	1	NaN	1
20	0	4	+0.67	3	4	+0.33	+0.67	1	0	NaN	1
20	0	5	+0.67	4	4	+0.43	+0.57	1	1	NaN	0
20	0	6	+0.67	4	5	+0.50	+0.50	0	0	NaN	0
20	0	7	+0.67	4	6	+0.44	+0.56	1	1	NaN	1
20	0	8	+0.67	5	6	+0.40	+0.60	1	1	NaN	0
20	0	9	+0.67	6	6	+0.45	+0.55	1	1	NaN	0
20	0	10	+0.67	6	7	+0.50	+0.50	0	0	NaN	0
20	0	11	+0.67	7	7	+0.46	+0.54	1	1	NaN	0
20	0	12	+0.67	8	7	+0.50	+0.50	0	0	NaN	1
20	0	13	+0.67	8	8	+0.53	+0.47	0	0	NaN	0
20	0	14	+0.67	9	8	+0.50	+0.50	0	0	NaN	1
20	0	15	+0.67	9	9	+0.53	+0.47	0	0	NaN	0
20	0	16	+0.67	9	10	+0.50	+0.50	0	0	NaN	0
20	0	17	+0.67	9	11	+0.47	+0.53	1	1	NaN	1
20	0	18	+0.67	9	12	+0.45	+0.55	1	1	NaN	1
20	0	19	+0.67	9	13	+0.43	+0.57	1	1	NaN	1
20	0	20	+0.67	10	13	+0.41	+0.59	1	0	NaN	1
20	0	21	+0.67	11	13	+0.43	+0.57	1	1	NaN	0
20	0	22	+0.67	12	13	+0.46	+0.54	1	1	NaN	0
20	0	23	+0.67	13	13	+0.48	+0.52	1	1	NaN	0
20	0	24	+0.67	13	14	+0.50	+0.50	0	0	NaN	0
20	0	25	+0.67	13	15	+0.48	+0.52	1	1	NaN	1
20	0	26	+0.67	13	16	+0.46	+0.54	1	1	NaN	1
20	0	27	+0.67	13	17	+0.45	+0.55	1	1	NaN	1
20	0	28	+0.67	13	18	+0.43	+0.57	1	1	NaN	1
20	0	29	+0.67	14	18	+0.42	+0.58	1	1	NaN	0
20	1	0	+0.70	1	2	+0.50	+0.50	0	0	NaN	0
20	1	1	+0.70	1	3	+0.33	+0.67	1	1	NaN	1
20	1	2	+0.70	2	3	+0.25	+0.75	1	1	NaN	0
20	1	3	+0.70	3	3	+0.40	+0.60	1	1	NaN	0
20	1	4	+0.70	3	4	+0.50	+0.50	0	0	NaN	0
20	1	5	+0.70	3	5	+0.43	+0.57	1	1	NaN	1
20	1	6	+0.70	3	6	+0.38	+0.62	1	1	NaN	1
20	1	7	+0.70	4	6	+0.33	+0.67	1	1	NaN	0
20	1	8	+0.70	4	7	+0.40	+0.60	1	1	NaN	1
20	1	9	+0.70	5	7	+0.36	+0.64	1	1	NaN	0
20	1	10	+0.70	5	8	+0.42	+0.58	1	1	NaN	1
20	1	11	+0.70	5	9	+0.38	+0.62	1	1	NaN	1
20	1	12	+0.70	5	10	+0.36	+0.64	1	1	NaN	1
20	1	13	+0.70	5	11	+0.33	+0.67	1	1	NaN	1
20	1	14	+0.70	5	12	+0.31	+0.69	1	1	NaN	1
20	1	15	+0.70	5	13	+0.29	+0.71	1	1	NaN	1
20	1	16	+0.70	5	14	+0.28	+0.72	1	1	NaN	1
20	1	17	+0.70	5	15	+0.26	+0.74	1	1	NaN	1
20	1	18	+0.70	5	16	+0.25	+0.75	1	1	NaN	1
20	1	19	+0.70	5	17	+0.24	+0.76	1	1	NaN	1
20	1	20	+0.70	5	18	+0.23	+0.77	1	1	NaN	1
20	1	21	+0.70	5	19	+0.22	+0.78	1	1	NaN	1
20	1	22	+0.70	6	19	+0.21	+0.79	1	1	NaN	0
20	1	23	+0.70	7	19	+0.24	+0.76	1	1	NaN	0
20	1	24	+0.70	7	20	+0.27	+0.73	1	1	NaN	1
20	1	25	+0.70	7	21	+0.26	+0.74	1	1	NaN	1
20	1	26	+0.70	7	22	+0.25	+0.75	1	1	NaN	1
20	1	27	+0.70	8	22	+0.24	+0.76	1	1	NaN	0
20	1	28	+0.70	8	23	+0.27	+0.73	1	1	NaN	1
20	1	29	+0.70	8	24	+0.26	+0.74	1	1	NaN	1
20	2	0	+0.79	1	2	+0.50	+0.50	0	0	NaN	0
20	2	1	+0.79	2	2	+0.33	+0.67	1	1	NaN	0
20	2	2	+0.79	2	3	+0.50	+0.50	0	0	NaN	0
20	2	3	+0.79	2	4	+0.40	+0.60	1	1	NaN	1
20	2	4	+0.79	2	5	+0.33	+0.67	1	1	NaN	1
20	2	5	+0.79	2	6	+0.29	+0.71	1	0	NaN	0
20	2	6	+0.79	2	7	+0.25	+0.75	1	1	NaN	1
20	2	7	+0.79	3	7	+0.22	+0.78	1	0	NaN	1
20	2	8	+0.79	4	7	+0.30	+0.70	1	1	NaN	0
20	2	9	+0.79	4	8	+0.36	+0.64	1	1	NaN	1
20	2	10	+0.79	4	9	+0.33	+0.67	1	1	NaN	1
20	2	11	+0.79	4	10	+0.31	+0.69	1	1	NaN	1
20	2	12	+0.79	4	11	+0.29	+0.71	1	1	NaN	1
20	2	13	+0.79	4	12	+0.27	+0.73	1	1	NaN	1
20	2	14	+0.79	4	13	+0.25	+0.75	1	1	NaN	1
20	2	15	+0.79	4	14	+0.24	+0.76	1	1	NaN	1
20	2	16	+0.79	4	15	+0.22	+0.78	1	1	NaN	1
20	2	17	+0.79	5	15	+0.21	+0.79	1	1	NaN	0
20	2	18	+0.79	5	16	+0.25	+0.75	1	1	NaN	1
20	2	19	+0.79	6	16	+0.24	+0.76	1	1	NaN	0
20	2	20	+0.79	6	17	+0.27	+0.73	1	1	NaN	1
20	2	21	+0.79	6	18	+0.26	+0.74	1	1	NaN	1
20	2	22	+0.79	6	19	+0.25	+0.75	1	1	NaN	1
20	2	23	+0.79	6	20	+0.24	+0.76	1	1	NaN	1
20	2	24	+0.79	6	21	+0.23	+0.77	1	1	NaN	1
20	2	25	+0.79	6	22	+0.22	+0.78	1	1	NaN	1
20	2	26	+0.79	6	23	+0.21	+0.79	1	1	NaN	1
20	2	27	+0.79	6	24	+0.21	+0.79	1	1	NaN	1
20	2	28	+0.79	6	25	+0.20	+0.80	1	1	NaN	1
20	2	29	+0.79	7	25	+0.19	+0.81	1	1	NaN	0
20	3	0	+0.54	1	2	+0.50	+0.50	0	0	NaN	0
20	3	1	+0.54	2	2	+0.33	+0.67	1	1	NaN	0
20	3	2	+0.54	2	3	+0.50	+0.50	0	0	NaN	0
20	3	3	+0.54	3	3	+0.40	+0.60	1	1	NaN	0
20	3	4	+0.54	3	4	+0.50	+0.50	0	0	NaN	0
20	3	5	+0.54	3	5	+0.43	+0.57	1	1	NaN	1
20	3	6	+0.54	4	5	+0.38	+0.62	1	1	NaN	0
20	3	7	+0.54	4	6	+0.44	+0.56	1	1	NaN	1
20	3	8	+0.54	4	7	+0.40	+0.60	1	1	NaN	1
20	3	9	+0.54	5	7	+0.36	+0.64	1	1	NaN	0
20	3	10	+0.54	6	7	+0.42	+0.58	1	1	NaN	0
20	3	11	+0.54	7	7	+0.46	+0.54	1	1	NaN	0
20	3	12	+0.54	7	8	+0.50	+0.50	0	0	NaN	0
20	3	13	+0.54	7	9	+0.47	+0.53	1	1	NaN	1
20	3	14	+0.54	7	10	+0.44	+0.56	1	1	NaN	1
20	3	15	+0.54	8	10	+0.41	+0.59	1	1	NaN	0
20	3	16	+0.54	8	11	+0.44	+0.56	1	0	NaN	0
20	3	17	+0.54	9	11	+0.42	+0.58	1	1	NaN	0
20	3	18	+0.54	10	11	+0.45	+0.55	1	1	NaN	0
20	3	19	+0.54	10	12	+0.48	+0.52	1	1	NaN	1
20	3	20	+0.54	10	13	+0.45	+0.55	1	1	NaN	1
20	3	21	+0.54	10	14	+0.43	+0.57	1	1	NaN	1
20	3	22	+0.54	10	15	+0.42	+0.58	1	1	NaN	1
20	3	23	+0.54	11	15	+0.40	+0.60	1	1	NaN	0
20	3	24	+0.54	12	15	+0.42	+0.58	1	1	NaN	0
20	3	25	+0.54	13	15	+0.44	+0.56	1	1	NaN	0
20	3	26	+0.54	14	15	+0.46	+0.54	1	1	NaN	0
20	3	27	+0.54	14	16	+0.48	+0.52	1	1	NaN	1
20	3	28	+0.54	14	17	+0.47	+0.53	1	1	NaN	1
20	3	29	+0.54	15	17	+0.45	+0.55	1	1	NaN	0
20	4	0	+0.72	1	2	+0.50	+0.50	0	0	NaN	0
20	4	1	+0.72	2	2	+0.33	+0.67	1	0	NaN	1
