P	k	t	s_t	alpha_t_1	alpha_t_2	v_t_1	v_t_2	d_t	a_t	rt_t	r_t
1	0	0	+0.58	2	1	+0.50	+0.50	0	0	NaN	1
1	0	1	+0.58	2	2	+0.67	+0.33	0	0	NaN	0
1	0	2	+0.58	2	3	+0.50	+0.50	0	0	NaN	0
1	0	3	+0.58	2	4	+0.40	+0.60	1	1	NaN	1
1	0	4	+0.58	2	5	+0.33	+0.67	1	1	NaN	1
1	0	5	+0.58	2	6	+0.29	+0.71	1	1	NaN	1
1	0	6	+0.58	2	7	+0.25	+0.75	1	1	NaN	1
1	0	7	+0.58	2	8	+0.22	+0.78	1	1	NaN	1
1	0	8	+0.58	2	9	+0.20	+0.80	1	1	NaN	1
1	0	9	+0.58	3	9	+0.18	+0.82	1	1	NaN	0
1	0	10	+0.58	3	10	+0.25	+0.75	1	1	NaN	1
1	0	11	+0.58	3	11	+0.23	+0.77	1	1	NaN	1
1	0	12	+0.58	3	12	+0.21	+0.79	1	1	NaN	1
1	0	13	+0.58	3	13	+0.20	+0.80	1	1	NaN	1
1	0	14	+0.58	3	14	+0.19	+0.81	1	1	NaN	1
1	0	15	+0.58	3	15	+0.18	+0.82	1	1	NaN	1
1	0	16	+0.58	3	16	+0.17	+0.83	1	1	NaN	1
1	0	17	+0.58	3	17	+0.16	+0.84	1	1	NaN	1
1	0	18	+0.58	3	18	+0.15	+0.85	1	1	NaN	1
1	0	19	+0.58	3	19	+0.14	+0.86	1	1	NaN	1
1	0	20	+0.58	3	20	+0.14	+0.86	1	1	NaN	1
1	0	21	+0.58	4	20	+0.13	+0.87	1	1	NaN	0
1	0	22	+0.58	4	21	+0.17	+0.83	1	1	NaN	1
1	0	23	+0.58	4	22	+0.16	+0.84	1	1	NaN	1
1	0	24	+0.58	5	22	+0.15	+0.85	1	1	NaN	0
1	0	25	+0.58	5	23	+0.19	+0.81	1	1	NaN	1
1	0	26	+0.58	5	24	+0.18	+0.82	1	1	NaN	1
1	0	27	+0.58	6	24	+0.17	+0.83	1	1	NaN	0
1	0	28	+0.58	7	24	+0.20	+0.80	1	1	NaN	0
1	0	29	+0.58	8	24	+0.23	+0.77	1	1	NaN	0
1	1	0	+0.06	2	1	+0.50	+0.50	0	0	NaN	1
1	1	1	+0.06	2	2	+0.67	+0.33	0	0	NaN	0
