P	k	t	s_t	alpha_t_1	alpha_t_2	v_t_1	v_t_2	d_t	a_t	rt_t	r_t
15	0	0	+0.18	2	1	+0.50	+0.50	0	0	NaN	1
15	0	1	+0.18	3	1	+0.67	+0.33	0	0	NaN	1
15	0	2	+0.18	4	1	+0.75	+0.25	0	0	NaN	1
15	0	3	+0.18	5	1	+0.80	+0.20	0	0	NaN	1
15	0	4	+0.18	6	1	+0.83	+0.17	0	0	NaN	1
15	0	5	+0.18	7	1	+0.86	+0.14	0	0	NaN	1
15	0	6	+0.18	8	1	+0.88	+0.12	0	0	NaN	1
15	0	7	+0.18	9	1	+0.89	+0.11	0	0	NaN	1
15	0	8	+0.18	10	1	+0.90	+0.10	0	0	NaN	1
15	0	9	+0.18	11	1	+0.91	+0.09	0	0	NaN	1
15	0	10	+0.18	12	1	+0.92	+0.08	0	0	NaN	1
15	0	11	+0.18	13	1	+0.92	+0.08	0	0	NaN	1
15	0	12	+0.18	13	2	+0.93	+0.07	0	0	NaN	0
15	0	13	+0.18	14	2	+0.87	+0.13	0	0	NaN	1
15	0	14	+0.18	15	2	+0.88	+0.12	0	0	NaN	1
15	0	15	+0.18	15	3	+0.88	+0.12	0	0	NaN	0
15	0	16	+0.18	16	3	+0.83	+0.17	0	0	NaN	1
15	0	17	+0.18	17	3	+0.84	+0.16	0	0	NaN	1
15	0	18	+0.18	18	3	+0.85	+0.15	0	0	NaN	1
15	0	19	+0.18	19	3	+0.86	+0.14	0	0	NaN	1
15	0	20	+0.18	20	3	+0.86	+0.14	0	0	NaN	1
15	0	21	+0.18	21	3	+0.87	+0.13	0	0	NaN	1
15	0	22	+0.18	22	3	+0.88	+0.12	0	0	NaN	1
15	0	23	+0.18	22	4	+0.88	+0.12	0	0	NaN	0
15	0	24	+0.18	23	4	+0.85	+0.15	0	0	NaN	1
15	0	25	+0.18	24	4	+0.85	+0.15	0	0	NaN	1
15	0	26	+0.18	24	5	+0.86	+0.14	0	0	NaN	0
15	0	27	+0.18	25	5	+0.83	+0.17	0	0	NaN	1
15	0	28	+0.18	26	5	+0.83	+0.17	0	0	NaN	1
15	0	29	+0.18	27	5	+0.84	+0.16	0	0	NaN	1
15	1	0	+0.53	2	1	+0.50	+0.50	0	0	NaN	1
15	1	1	+0.53	2	2	+0.67	+0.33	0	0	NaN	0
15	1	2	+0.53	2	3	+0.50	+0.50	0	0	NaN	0
15	1	3	+0.53	3	3	+0.40	+0.60	1	1	NaN	0
15	1	4	+0.53	4	3	+0.50	+0.50	0	0	NaN	1
15	1	5	+0.53	4	4	+0.57	+0.43	0	0	NaN	0
15	1	6	+0.53	4	5	+0.50	+0.50	0	0	NaN	0
15	1	7	+0.53	4	6	+0.44	+0.56	1	1	NaN	1
15	1	8	+0.53	4	7	+0.40	+0.60	1	1	NaN	1
15	1	9	+0.53	4	8	+0.36	+0.64	1	1	NaN	1
15	1	10	+0.53	4	9	+0.33	+0.67	1	1	NaN	1
15	1	11	+0.53	4	10	+0.31	+0.69	1	1	NaN	1
15	1	12	+0.53	4	11	+0.29	+0.71	1	1	NaN	1
15	1	13	+0.53	5	11	+0.27	+0.73	1	1	NaN	0
15	1	14	+0.53	5	12	+0.31	+0.69	1	1	NaN	1
15	1	15	+0.53	5	13	+0.29	+0.71	1	1	NaN	1
15	1	16	+0.53	6	13	+0.28	+0.72	1	1	NaN	0
15	1	17	+0.53	6	14	+0.32	+0.68	1	1	NaN	1
15	1	18	+0.53	6	15	+0.30	+0.70	1	1	NaN	1
15	1	19	+0.53	6	16	+0.29	+0.71	1	1	NaN	1
