P	k	t	s_t	alpha_t_1	alpha_t_2	v_t_1	v_t_2	d_t	a_t	rt_t	r_t
44	0	0	+0.36	2	1	+0.50	+0.50	0	0	NaN	1
44	0	1	+0.36	3	1	+0.67	+0.33	0	0	NaN	1
44	0	2	+0.36	4	1	+0.75	+0.25	0	0	NaN	1
44	0	3	+0.36	5	1	+0.80	+0.20	0	0	NaN	1
44	0	4	+0.36	6	1	+0.83	+0.17	0	0	NaN	1
44	0	5	+0.36	7	1	+0.86	+0.14	0	0	NaN	1
44	0	6	+0.36	8	1	+0.88	+0.12	0	0	NaN	1
44	0	7	+0.36	8	2	+0.89	+0.11	0	0	NaN	0
44	0	8	+0.36	9	2	+0.80	+0.20	0	0	NaN	1
44	0	9	+0.36	10	2	+0.82	+0.18	0	0	NaN	1
44	0	10	+0.36	11	2	+0.83	+0.17	0	0	NaN	1
44	0	11	+0.36	11	3	+0.85	+0.15	0	0	NaN	0
44	0	12	+0.36	12	3	+0.79	+0.21	0	0	NaN	1
44	0	13	+0.36	13	3	+0.80	+0.20	0	0	NaN	1
44	0	14	+0.36	13	4	+0.81	+0.19	0	0	NaN	0
44	0	15	+0.36	14	4	+0.76	+0.24	0	0	NaN	1
44	0	16	+0.36	14	5	+0.78	+0.22	0	0	NaN	0
44	0	17	+0.36	15	5	+0.74	+0.26	0	0	NaN	1
44	0	18	+0.36	16	5	+0.75	+0.25	0	0	NaN	1
44	0	19	+0.36	17	5	+0.76	+0.24	0	0	NaN	1
44	0	20	+0.36	18	5	+0.77	+0.23	0	0	NaN	1
44	0	21	+0.36	19	5	+0.78	+0.22	0	0	NaN	1
44	0	22	+0.36	20	5	+0.79	+0.21	0	0	NaN	1
44	0	23	+0.36	21	5	+0.80	+0.20	0	0	NaN	1
44	0	24	+0.36	22	5	+0.81	+0.19	0	0	NaN	1
44	0	25	+0.36	23	5	+0.81	+0.19	0	0	NaN	1
44	0	26	+0.36	24	5	+0.82	+0.18	0	0	NaN	1
44	0	27	+0.36	24	6	+0.83	+0.17	0	0	NaN	0
44	0	28	+0.36	24	7	+0.80	+0.20	0	0	NaN	0
44	0	29	+0.36	24	8	+0.77	+0.23	0	0	NaN	0
44	1	0	+0.74	2	1	+0.50	+0.50	0	0	NaN	1
44	1	1	+0.74	3	1	+0.67	+0.33	0	0	NaN	1
44	1	2	+0.74	3	2	+0.75	+0.25	0	0	NaN	0
44	1	3	+0.74	4	2	+0.60	+0.40	0	1	NaN	0
