P	k	t	s_t	alpha_t_1	alpha_t_2	v_t_1	v_t_2	d_t	a_t	rt_t	r_t
12	0	0	+0.43	1	2	+0.50	+0.50	0	0	NaN	0
12	0	1	+0.43	1	3	+0.33	+0.67	1	1	NaN	1
12	0	2	+0.43	2	3	+0.25	+0.75	1	1	NaN	0
12	0	3	+0.43	3	3	+0.40	+0.60	1	1	NaN	0
12	0	4	+0.43	3	4	+0.50	+0.50	0	0	NaN	0
12	0	5	+0.43	3	5	+0.43	+0.57	1	1	NaN	1
12	0	6	+0.43	4	5	+0.38	+0.62	1	1	NaN	0
12	0	7	+0.43	5	5	+0.44	+0.56	1	1	NaN	0
12	0	8	+0.43	5	6	+0.50	+0.50	0	0	NaN	0
12	0	9	+0.43	5	7	+0.45	+0.55	1	1	NaN	1
12	0	10	+0.43	6	7	+0.42	+0.58	1	1	NaN	0
12	0	11	+0.43	7	7	+0.46	+0.54	1	1	NaN	0
12	0	12	+0.43	8	7	+0.50	+0.50	0	0	NaN	1
12	0	13	+0.43	9	7	+0.53	+0.47	0	0	NaN	1
12	0	14	+0.43	9	8	+0.56	+0.44	0	0	NaN	0
12	0	15	+0.43	10	8	+0.53	+0.47	0	0	NaN	1
12	0	16	+0.43	11	8	+0.56	+0.44	0	0	NaN	1
12	0	17	+0.43	12	8	+0.58	+0.42	0	0	NaN	1
12	0	18	+0.43	13	8	+0.60	+0.40	0	0	NaN	1
12	0	19	+0.43	13	9	+0.62	+0.38	0	0	NaN	0
12	0	20	+0.43	14	9	+0.59	+0.41	0	0	NaN	1
12	0	21	+0.43	14	10	+0.61	+0.39	0	0	NaN	0
12	0	22	+0.43	15	10	+0.58	+0.42	0	0	NaN	1
12	0	23	+0.43	15	11	+0.60	+0.40	0	0	NaN	0
12	0	24	+0.43	16	11	+0.58	+0.42	0	0	NaN	1
12	0	25	+0.43	16	12	+0.59	+0.41	0	0	NaN	0
12	0	26	+0.43	16	13	+0.57	+0.43	0	0	NaN	0
12	0	27	+0.43	16	14	+0.55	+0.45	0	0	NaN	0
12	0	28	+0.43	17	14	+0.53	+0.47	0	0	NaN	1
12	0	29	+0.43	18	14	+0.55	+0.45	0	1	NaN	0
12	1	0	+0.99	1	2	+0.50	+0.50	0	0	NaN	0
12	1	1	+0.99	1	3	+0.33	+0.67	1	1	NaN	1
12	1	2	+0.99	2	3	+0.25	+0.75	1	1	NaN	0
12	1	3	+0.99	2	4	+0.40	+0.60	1	1	NaN	1
12	1	4	+0.99	2	5	+0.33	+0.67	1	1	NaN	1
12	1	5	+0.99	2	6	+0.29	+0.71	1	1	NaN	1
12	1	6	+0.99	2	7	+0.25	+0.75	1	1	NaN	1
12	1	7	+0.99	2	8	+0.22	+0.78	1	1	NaN	1
12	1	8	+0.99	2	9	+0.20	+0.80	1	1	NaN	1
12	1	9	+0.99	2	10	+0.18	+0.82	1	1	NaN	1
12	1	10	+0.99	2	11	+0.17	+0.83	1	1	NaN	1
12	1	11	+0.99	2	12	+0.15	+0.85	1	1	NaN	1
12	1	12	+0.99	2	13	+0.14	+0.86	1	1	NaN	1
12	1	13	+0.99	2	14	+0.13	+0.87	1	1	NaN	1
12	1	14	+0.99	2	15	+0.12	+0.88	1	1	NaN	1
12	1	15	+0.99	2	16	+0.12	+0.88	1	1	NaN	1
12	1	16	+0.99	2	17	+0.11	+0.89	1	1	NaN	1
12	1	17	+0.99	2	18	+0.11	+0.89	1	1	NaN	1
12	1	18	+0.99	2	19	+0.10	+0.90	1	0	NaN	0
12	1	19	+0.99	2	20	+0.10	+0.90	1	1	NaN	1
