P	k	t	s_t	alpha_t_1	alpha_t_2	v_t_1	v_t_2	d_t	a_t	rt_t	r_t
46	0	0	+0.07	2	1	+0.50	+0.50	0	0	NaN	1
46	0	1	+0.07	3	1	+0.67	+0.33	0	0	NaN	1
46	0	2	+0.07	4	1	+0.75	+0.25	0	0	NaN	1
46	0	3	+0.07	5	1	+0.80	+0.20	0	0	NaN	1
46	0	4	+0.07	6	1	+0.83	+0.17	0	1	NaN	0
46	0	5	+0.07	7	1	+0.86	+0.14	0	0	NaN	1
46	0	6	+0.07	8	1	+0.88	+0.12	0	0	NaN	1
46	0	7	+0.07	9	1	+0.89	+0.11	0	0	NaN	1
46	0	8	+0.07	10	1	+0.90	+0.10	0	0	NaN	1
46	0	9	+0.07	11	1	+0.91	+0.09	0	0	NaN	1
46	0	10	+0.07	12	1	+0.92	+0.08	0	0	NaN	1
46	0	11	+0.07	12	2	+0.92	+0.08	0	0	NaN	0
46	0	12	+0.07	13	2	+0.86	+0.14	0	0	NaN	1
46	0	13	+0.07	14	2	+0.87	+0.13	0	0	NaN	1
46	0	14	+0.07	15	2	+0.88	+0.12	0	0	NaN	1
46	0	15	+0.07	16	2	+0.88	+0.12	0	0	NaN	1
46	0	16	+0.07	17	2	+0.89	+0.11	0	0	NaN	1
46	0	17	+0.07	18	2	+0.89	+0.11	0	0	NaN	1
46	0	18	+0.07	19	2	+0.90	+0.10	0	0	NaN	1
46	0	19	+0.07	20	2	+0.90	+0.10	0	0	NaN	1
46	0	20	+0.07	21	2	+0.91	+0.09	0	0	NaN	1
46	0	21	+0.07	22	2	+0.91	+0.09	0	0	NaN	1
46	0	22	+0.07	23	2	+0.92	+0.08	0	0	NaN	1
46	0	23	+0.07	24	2	+0.92	+0.08	0	0	NaN	1
46	0	24	+0.07	25	2	+0.92	+0.08	0	0	NaN	1
46	0	25	+0.07	26	2	+0.93	+0.07	0	0	NaN	1
46	0	26	+0.07	27	2	+0.93	+0.07	0	0	NaN	1
46	0	27	+0.07	28	2	+0.93	+0.07	0	0	NaN	1
46	0	28	+0.07	29	2	+0.93	+0.07	0	0	NaN	1
46	0	29	+0.07	30	2	+0.94	+0.06	0	0	NaN	1
46	1	0	+0.60	1	2	+0.50	+0.50	0	0	NaN	0
46	1	1	+0.60	2	2	+0.33	+0.67	1	1	NaN	0
46	1	2	+0.60	3	2	+0.50	+0.50	0	1	NaN	0
46	1	3	+0.60	3	3	+0.60	+0.40	0	0	NaN	0
46	1	4	+0.60	3	4	+0.50	+0.50	0	0	NaN	0
46	1	5	+0.60	4	4	+0.43	+0.57	1	1	NaN	0
46	1	6	+0.60	4	5	+0.50	+0.50	0	0	NaN	0
46	1	7	+0.60	4	6	+0.44	+0.56	1	1	NaN	1
46	1	8	+0.60	4	7	+0.40	+0.60	1	1	NaN	1
46	1	9	+0.60	4	8	+0.36	+0.64	1	1	NaN	1
46	1	10	+0.60	5	8	+0.33	+0.67	1	1	NaN	0
46	1	11	+0.60	6	8	+0.38	+0.62	1	1	NaN	0
46	1	12	+0.60	6	9	+0.43	+0.57	1	1	NaN	1
46	1	13	+0.60	6	10	+0.40	+0.60	1	0	NaN	0
46	1	14	+0.60	7	10	+0.38	+0.62	1	1	NaN	0
46	1	15	+0.60	7	11	+0.41	+0.59	1	1	NaN	1
46	1	16	+0.60	8	11	+0.39	+0.61	1	1	NaN	0
46	1	17	+0.60	8	12	+0.42	+0.58	1	0	NaN	0
46	1	18	+0.60	8	13	+0.40	+0.60	1	1	NaN	1
46	1	19	+0.60	8	14	+0.38	+0.62	1	1	NaN	1
46	1	20	+0.60	9	14	+0.36	+0.64	1	1	NaN	0
46	1	21	+0.60	10	14	+0.39	+0.61	1	1	NaN	0
46	1	22	+0.60	10	15	+0.42	+0.58	1	1	NaN	1
46	1	23	+0.60	10	16	+0.40	+0.60	1	1	NaN	1
46	1	24	+0.60	10	17	+0.38	+0.62	1	1	NaN	1
46	1	25	+0.60	10	18	+0.37	+0.63	1	1	NaN	1
46	1	26	+0.60	10	19	+0.36	+0.64	1	1	NaN	1
46	1	27	+0.60	11	19	+0.34	+0.66	1	1	NaN	0
46	1	28	+0.60	12	19	+0.37	+0.63	1	1	NaN	0
46	1	29	+0.60	13	19	+0.39	+0.61	1	1	NaN	0
46	2	0	+0.37	2	1	+0.50	+0.50	0	0	NaN	1
46	2	1	+0.37	2	2	+0.67	+0.33	0	0	NaN	0
46	2	2	+0.37	2	3	+0.50	+0.50	0	0	NaN	0
46	2	3	+0.37	3	3	+0.40	+0.60	1	1	NaN	0
46	2	4	+0.37	4	3	+0.50	+0.50	0	0	NaN	1
46	2	5	+0.37	5	3	+0.57	+0.43	0	0	NaN	1
46	2	6	+0.37	5	4	+0.62	+0.38	0	0	NaN	0
46	2	7	+0.37	5	5	+0.56	+0.44	0	0	NaN	0
46	2	8	+0.37	5	6	+0.50	+0.50	0	0	NaN	0
46	2	9	+0.37	6	6	+0.45	+0.55	1	1	NaN	0
46	2	10	+0.37	7	6	+0.50	+0.50	0	0	NaN	1
46	2	11	+0.37	8	6	+0.54	+0.46	0	0	NaN	1
46	2	12	+0.37	9	6	+0.57	+0.43	0	0	NaN	1
46	2	13	+0.37	9	7	+0.60	+0.40	0	0	NaN	0
46	2	14	+0.37	10	7	+0.56	+0.44	0	0	NaN	1
46	2	15	+0.37	10	8	+0.59	+0.41	0	0	NaN	0
46	2	16	+0.37	10	9	+0.56	+0.44	0	0	NaN	0
46	2	17	+0.37	10	10	+0.53	+0.47	0	0	NaN	0
46	2	18	+0.37	11	10	+0.50	+0.50	0	1	NaN	0
46	2	19	+0.37	12	10	+0.52	+0.48	0	0	NaN	1
46	2	20	+0.37	13	10	+0.55	+0.45	0	0	NaN	1
46	2	21	+0.37	13	11	+0.57	+0.43	0	1	NaN	1
46	2	22	+0.37	13	12	+0.54	+0.46	0	0	NaN	0
46	2	23	+0.37	14	12	+0.52	+0.48	0	0	NaN	1
46	2	24	+0.37	15	12	+0.54	+0.46	0	0	NaN	1
46	2	25	+0.37	16	12	+0.56	+0.44	0	0	NaN	1
46	2	26	+0.37	17	12	+0.57	+0.43	0	0	NaN	1
46	2	27	+0.37	18	12	+0.59	+0.41	0	0	NaN	1
