P	k	t	s_t	alpha_t_1	alpha_t_2	v_t_1	v_t_2	d_t	a_t	rt_t	r_t
16	0	0	+0.29	2	1	+0.50	+0.50	0	0	NaN	1
16	0	1	+0.29	2	2	+0.67	+0.33	0	0	NaN	0
16	0	2	+0.29	3	2	+0.50	+0.50	0	0	NaN	1
16	0	3	+0.29	4	2	+0.60	+0.40	0	0	NaN	1
16	0	4	+0.29	5	2	+0.67	+0.33	0	0	NaN	1
16	0	5	+0.29	6	2	+0.71	+0.29	0	0	NaN	1
16	0	6	+0.29	6	3	+0.75	+0.25	0	0	NaN	0
16	0	7	+0.29	7	3	+0.67	+0.33	0	1	NaN	0
16	0	8	+0.29	8	3	+0.70	+0.30	0	0	NaN	1
16	0	9	+0.29	9	3	+0.73	+0.27	0	0	NaN	1
16	0	10	+0.29	9	4	+0.75	+0.25	0	0	NaN	0
16	0	11	+0.29	9	5	+0.69	+0.31	0	0	NaN	0
16	0	12	+0.29	9	6	+0.64	+0.36	0	0	NaN	0
16	0	13	+0.29	9	7	+0.60	+0.40	0	0	NaN	0
16	0	14	+0.29	10	7	+0.56	+0.44	0	0	NaN	1
16	0	15	+0.29	10	8	+0.59	+0.41	0	0	NaN	0
16	0	16	+0.29	11	8	+0.56	+0.44	0	0	NaN	1
16	0	17	+0.29	11	9	+0.58	+0.42	0	0	NaN	0
16	0	18	+0.29	11	10	+0.55	+0.45	0	0	NaN	0
16	0	19	+0.29	11	11	+0.52	+0.48	0	0	NaN	0
16	0	20	+0.29	11	12	+0.50	+0.50	0	0	NaN	0
16	0	21	+0.29	12	12	+0.48	+0.52	1	1	NaN	0
16	0	22	+0.29	13	12	+0.50	+0.50	0	0	NaN	1
16	0	23	+0.29	14	12	+0.52	+0.48	0	0	NaN	1
16	0	24	+0.29	15	12	+0.54	+0.46	0	0	NaN	1
16	0	25	+0.29	15	13	+0.56	+0.44	0	0	NaN	0
16	0	26	+0.29	16	13	+0.54	+0.46	0	0	NaN	1
16	0	27	+0.29	16	14	+0.55	+0.45	0	0	NaN	0
16	0	28	+0.29	17	14	+0.53	+0.47	0	0	NaN	1
16	0	29	+0.29	18	14	+0.55	+0.45	0	0	NaN	1
16	1	0	+0.31	2	1	+0.50	+0.50	0	0	NaN	1
16	1	1	+0.31	2	2	+0.67	+0.33	0	0	NaN	0
16	1	2	+0.31	3	2	+0.50	+0.50	0	0	NaN	1
16	1	3	+0.31	3	3	+0.60	+0.40	0	0	NaN	0
16	1	4	+0.31	3	4	+0.50	+0.50	0	0	NaN	0
16	1	5	+0.31	4	4	+0.43	+0.57	1	1	NaN	0
16	1	6	+0.31	5	4	+0.50	+0.50	0	0	NaN	1
16	1	7	+0.31	6	4	+0.56	+0.44	0	0	NaN	1
16	1	8	+0.31	7	4	+0.60	+0.40	0	0	NaN	1
16	1	9	+0.31	7	5	+0.64	+0.36	0	0	NaN	0
16	1	10	+0.31	7	6	+0.58	+0.42	0	1	NaN	1
16	1	11	+0.31	7	7	+0.54	+0.46	0	0	NaN	0
16	1	12	+0.31	8	7	+0.50	+0.50	0	1	NaN	0
16	1	13	+0.31	9	7	+0.53	+0.47	0	0	NaN	1
16	1	14	+0.31	10	7	+0.56	+0.44	0	0	NaN	1
16	1	15	+0.31	10	8	+0.59	+0.41	0	0	NaN	0
16	1	16	+0.31	11	8	+0.56	+0.44	0	0	NaN	1
16	1	17	+0.31	11	9	+0.58	+0.42	0	0	NaN	0
16	1	18	+0.31	12	9	+0.55	+0.45	0	0	NaN	1
16	1	19	+0.31	13	9	+0.57	+0.43	0	0	NaN	1
16	1	20	+0.31	14	9	+0.59	+0.41	0	0	NaN	1
