P	k	t	s_t	alpha_t_1	alpha_t_2	v_t_1	v_t_2	d_t	a_t	rt_t	r_t
37	0	0	+0.12	1	2	+0.50	+0.50	0	0	NaN	0
37	0	1	+0.12	2	2	+0.33	+0.67	1	1	NaN	0
37	0	2	+0.12	3	2	+0.50	+0.50	0	0	NaN	1
37	0	3	+0.12	4	2	+0.60	+0.40	0	0	NaN	1
37	0	4	+0.12	5	2	+0.67	+0.33	0	0	NaN	1
37	0	5	+0.12	5	3	+0.71	+0.29	0	0	NaN	0
37	0	6	+0.12	6	3	+0.62	+0.38	0	0	NaN	1
37	0	7	+0.12	7	3	+0.67	+0.33	0	0	NaN	1
37	0	8	+0.12	8	3	+0.70	+0.30	0	0	NaN	1
37	0	9	+0.12	9	3	+0.73	+0.27	0	0	NaN	1
37	0	10	+0.12	10	3	+0.75	+0.25	0	0	NaN	1
37	0	11	+0.12	10	4	+0.77	+0.23	0	0	NaN	0
37	0	12	+0.12	11	4	+0.71	+0.29	0	1	NaN	0
37	0	13	+0.12	12	4	+0.73	+0.27	0	0	NaN	1
37	0	14	+0.12	13	4	+0.75	+0.25	0	0	NaN	1
37	0	15	+0.12	14	4	+0.76	+0.24	0	0	NaN	1
37	0	16	+0.12	15	4	+0.78	+0.22	0	0	NaN	1
37	0	17	+0.12	16	4	+0.79	+0.21	0	0	NaN	1
37	0	18	+0.12	16	5	+0.80	+0.20	0	0	NaN	0
37	0	19	+0.12	16	6	+0.76	+0.24	0	0	NaN	0
37	0	20	+0.12	16	7	+0.73	+0.27	0	0	NaN	0
37	0	21	+0.12	17	7	+0.70	+0.30	0	0	NaN	1
37	0	22	+0.12	17	8	+0.71	+0.29	0	0	NaN	0
37	0	23	+0.12	18	8	+0.68	+0.32	0	0	NaN	1
37	0	24	+0.12	19	8	+0.69	+0.31	0	0	NaN	1
37	0	25	+0.12	19	9	+0.70	+0.30	0	0	NaN	0
37	0	26	+0.12	20	9	+0.68	+0.32	0	1	NaN	0
37	0	27	+0.12	21	9	+0.69	+0.31	0	0	NaN	1
37	0	28	+0.12	22	9	+0.70	+0.30	0	0	NaN	1
37	0	29	+0.12	23	9	+0.71	+0.29	0	0	NaN	1
37	1	0	+0.88	2	1	+0.50	+0.50	0	0	NaN	1
37	1	1	+0.88	2	2	+0.67	+0.33	0	0	NaN	0
37	1	2	+0.88	2	3	+0.50	+0.50	0	0	NaN	0
37	1	3	+0.88	2	4	+0.40	+0.60	1	1	NaN	1
37	1	4	+0.88	2	5	+0.33	+0.67	1	1	NaN	1
37	1	5	+0.88	2	6	+0.29	+0.71	1	1	NaN	1
37	1	6	+0.88	2	7	+0.25	+0.75	1	1	NaN	1
37	1	7	+0.88	2	8	+0.22	+0.78	1	1	NaN	1
37	1	8	+0.88	2	9	+0.20	+0.80	1	0	NaN	0
37	1	9	+0.88	2	10	+0.18	+0.82	1	1	NaN	1
37	1	10	+0.88	2	11	+0.17	+0.83	1	1	NaN	1
37	1	11	+0.88	2	12	+0.15	+0.85	1	0	NaN	0
37	1	12	+0.88	2	13	+0.14	+0.86	1	1	NaN	1
37	1	13	+0.88	2	14	+0.13	+0.87	1	1	NaN	1
37	1	14	+0.88	2	15	+0.12	+0.88	1	1	NaN	1
37	1	15	+0.88	2	16	+0.12	+0.88	1	1	NaN	1
37	1	16	+0.88	2	17	+0.11	+0.89	1	1	NaN	1
37	1	17	+0.88	2	18	+0.11	+0.89	1	1	NaN	1
37	1	18	+0.88	2	19	+0.10	+0.90	1	1	NaN	1
37	1	19	+0.88	3	19	+0.10	+0.90	1	1	NaN	0
37	1	20	+0.88	3	20	+0.14	+0.86	1	1	NaN	1
37	1	21	+0.88	3	21	+0.13	+0.87	1	1	NaN	1
37	1	22	+0.88	3	22	+0.12	+0.88	1	1	NaN	1
37	1	23	+0.88	4	22	+0.12	+0.88	1	1	NaN	0
37	1	24	+0.88	5	22	+0.15	+0.85	1	1	NaN	0
37	1	25	+0.88	6	22	+0.19	+0.81	1	0	NaN	1
37	1	26	+0.88	6	23	+0.21	+0.79	1	1	NaN	1
37	1	27	+0.88	7	23	+0.21	+0.79	1	1	NaN	0
37	1	28	+0.88	7	24	+0.23	+0.77	1	1	NaN	1
37	1	29	+0.88	7	25	+0.23	+0.77	1	1	NaN	1
37	2	0	+0.88	1	2	+0.50	+0.50	0	0	NaN	0
37	2	1	+0.88	2	2	+0.33	+0.67	1	1	NaN	0
37	2	2	+0.88	2	3	+0.50	+0.50	0	1	NaN	1
37	2	3	+0.88	3	3	+0.40	+0.60	1	1	NaN	0
37	2	4	+0.88	3	4	+0.50	+0.50	0	0	NaN	0
37	2	5	+0.88	3	5	+0.43	+0.57	1	1	NaN	1
37	2	6	+0.88	3	6	+0.38	+0.62	1	1	NaN	1
37	2	7	+0.88	3	7	+0.33	+0.67	1	1	NaN	1
37	2	8	+0.88	3	8	+0.30	+0.70	1	1	NaN	1
37	2	9	+0.88	3	9	+0.27	+0.73	1	1	NaN	1
37	2	10	+0.88	3	10	+0.25	+0.75	1	1	NaN	1
37	2	11	+0.88	4	10	+0.23	+0.77	1	1	NaN	0
37	2	12	+0.88	4	11	+0.29	+0.71	1	0	NaN	0
37	2	13	+0.88	4	12	+0.27	+0.73	1	1	NaN	1
37	2	14	+0.88	4	13	+0.25	+0.75	1	1	NaN	1
37	2	15	+0.88	4	14	+0.24	+0.76	1	1	NaN	1
37	2	16	+0.88	4	15	+0.22	+0.78	1	1	NaN	1
37	2	17	+0.88	4	16	+0.21	+0.79	1	1	NaN	1
37	2	18	+0.88	4	17	+0.20	+0.80	1	0	NaN	0
37	2	19	+0.88	4	18	+0.19	+0.81	1	1	NaN	1
37	2	20	+0.88	4	19	+0.18	+0.82	1	1	NaN	1
