P	k	t	s_t	alpha_t_1	alpha_t_2	v_t_1	v_t_2	d_t	a_t	rt_t	r_t
29	0	0	+0.26	1	2	+0.50	+0.50	0	0	NaN	0
29	0	1	+0.26	1	3	+0.33	+0.67	1	1	NaN	1
29	0	2	+0.26	2	3	+0.25	+0.75	1	1	NaN	0
29	0	3	+0.26	3	3	+0.40	+0.60	1	1	NaN	0
29	0	4	+0.26	4	3	+0.50	+0.50	0	0	NaN	1
29	0	5	+0.26	5	3	+0.57	+0.43	0	1	NaN	0
29	0	6	+0.26	6	3	+0.62	+0.38	0	0	NaN	1
29	0	7	+0.26	7	3	+0.67	+0.33	0	0	NaN	1
29	0	8	+0.26	8	3	+0.70	+0.30	0	0	NaN	1
29	0	9	+0.26	9	3	+0.73	+0.27	0	0	NaN	1
29	0	10	+0.26	10	3	+0.75	+0.25	0	0	NaN	1
29	0	11	+0.26	11	3	+0.77	+0.23	0	0	NaN	1
29	0	12	+0.26	12	3	+0.79	+0.21	0	0	NaN	1
29	0	13	+0.26	13	3	+0.80	+0.20	0	0	NaN	1
29	0	14	+0.26	14	3	+0.81	+0.19	0	0	NaN	1
29	0	15	+0.26	15	3	+0.82	+0.18	0	0	NaN	1
29	0	16	+0.26	16	3	+0.83	+0.17	0	0	NaN	1
29	0	17	+0.26	16	4	+0.84	+0.16	0	0	NaN	0
29	0	18	+0.26	17	4	+0.80	+0.20	0	0	NaN	1
29	0	19	+0.26	18	4	+0.81	+0.19	0	0	NaN	1
29	0	20	+0.26	19	4	+0.82	+0.18	0	0	NaN	1
29	0	21	+0.26	20	4	+0.83	+0.17	0	0	NaN	1
29	0	22	+0.26	20	5	+0.83	+0.17	0	0	NaN	0
29	0	23	+0.26	21	5	+0.80	+0.20	0	1	NaN	0
29	0	24	+0.26	22	5	+0.81	+0.19	0	0	NaN	1
29	0	25	+0.26	23	5	+0.81	+0.19	0	0	NaN	1
29	0	26	+0.26	24	5	+0.82	+0.18	0	0	NaN	1
29	0	27	+0.26	25	5	+0.83	+0.17	0	0	NaN	1
29	0	28	+0.26	25	6	+0.83	+0.17	0	0	NaN	0
29	0	29	+0.26	26	6	+0.81	+0.19	0	1	NaN	0
29	1	0	+0.22	1	2	+0.50	+0.50	0	0	NaN	0
29	1	1	+0.22	2	2	+0.33	+0.67	1	1	NaN	0
29	1	2	+0.22	3	2	+0.50	+0.50	0	0	NaN	1
29	1	3	+0.22	3	3	+0.60	+0.40	0	0	NaN	0
29	1	4	+0.22	4	3	+0.50	+0.50	0	0	NaN	1
29	1	5	+0.22	5	3	+0.57	+0.43	0	0	NaN	1
29	1	6	+0.22	6	3	+0.62	+0.38	0	0	NaN	1
29	1	7	+0.22	7	3	+0.67	+0.33	0	1	NaN	0
29	1	8	+0.22	8	3	+0.70	+0.30	0	0	NaN	1
29	1	9	+0.22	9	3	+0.73	+0.27	0	0	NaN	1
29	1	10	+0.22	10	3	+0.75	+0.25	0	0	NaN	1
29	1	11	+0.22	11	3	+0.77	+0.23	0	0	NaN	1
29	1	12	+0.22	12	3	+0.79	+0.21	0	0	NaN	1
29	1	13	+0.22	13	3	+0.80	+0.20	0	0	NaN	1
29	1	14	+0.22	13	4	+0.81	+0.19	0	1	NaN	1
29	1	15	+0.22	14	4	+0.76	+0.24	0	0	NaN	1
29	1	16	+0.22	15	4	+0.78	+0.22	0	0	NaN	1
29	1	17	+0.22	15	5	+0.79	+0.21	0	0	NaN	0
29	1	18	+0.22	16	5	+0.75	+0.25	0	0	NaN	1
29	1	19	+0.22	17	5	+0.76	+0.24	0	0	NaN	1
29	1	20	+0.22	18	5	+0.77	+0.23	0	0	NaN	1
29	1	21	+0.22	19	5	+0.78	+0.22	0	0	NaN	1
29	1	22	+0.22	19	6	+0.79	+0.21	0	0	NaN	0
29	1	23	+0.22	20	6	+0.76	+0.24	0	0	NaN	1
29	1	24	+0.22	21	6	+0.77	+0.23	0	0	NaN	1
29	1	25	+0.22	22	6	+0.78	+0.22	0	0	NaN	1
29	1	26	+0.22	23	6	+0.79	+0.21	0	0	NaN	1
29	1	27	+0.22	24	6	+0.79	+0.21	0	1	NaN	0
29	1	28	+0.22	24	7	+0.80	+0.20	0	0	NaN	0
