P	k	t	s_t	alpha_t_1	alpha_t_2	v_t_1	v_t_2	d_t	a_t	rt_t	r_t
32	0	0	+0.49	2	1	+0.50	+0.50	0	0	NaN	1
32	0	1	+0.49	3	1	+0.67	+0.33	0	0	NaN	1
32	0	2	+0.49	3	2	+0.75	+0.25	0	0	NaN	0
32	0	3	+0.49	4	2	+0.60	+0.40	0	0	NaN	1
32	0	4	+0.49	5	2	+0.67	+0.33	0	0	NaN	1
32	0	5	+0.49	5	3	+0.71	+0.29	0	0	NaN	0
32	0	6	+0.49	5	4	+0.62	+0.38	0	0	NaN	0
32	0	7	+0.49	6	4	+0.56	+0.44	0	0	NaN	1
32	0	8	+0.49	7	4	+0.60	+0.40	0	0	NaN	1
32	0	9	+0.49	8	4	+0.64	+0.36	0	0	NaN	1
32	0	10	+0.49	8	5	+0.67	+0.33	0	0	NaN	0
32	0	11	+0.49	9	5	+0.62	+0.38	0	0	NaN	1
32	0	12	+0.49	10	5	+0.64	+0.36	0	0	NaN	1
32	0	13	+0.49	10	6	+0.67	+0.33	0	0	NaN	0
32	0	14	+0.49	10	7	+0.62	+0.38	0	0	NaN	0
32	0	15	+0.49	10	8	+0.59	+0.41	0	0	NaN	0
32	0	16	+0.49	11	8	+0.56	+0.44	0	0	NaN	1
32	0	17	+0.49	12	8	+0.58	+0.42	0	0	NaN	1
32	0	18	+0.49	13	8	+0.60	+0.40	0	0	NaN	1
32	0	19	+0.49	13	9	+0.62	+0.38	0	0	NaN	0
32	0	20	+0.49	14	9	+0.59	+0.41	0	0	NaN	1
32	0	21	+0.49	14	10	+0.61	+0.39	0	0	NaN	0
32	0	22	+0.49	15	10	+0.58	+0.42	0	0	NaN	1
32	0	23	+0.49	15	11	+0.60	+0.40	0	0	NaN	0
32	0	24	+0.49	16	11	+0.58	+0.42	0	0	NaN	1
32	0	25	+0.49	16	12	+0.59	+0.41	0	0	NaN	0
32	0	26	+0.49	16	13	+0.57	+0.43	0	0	NaN	0
32	0	27	+0.49	16	14	+0.55	+0.45	0	0	NaN	0
32	0	28	+0.49	17	14	+0.53	+0.47	0	0	NaN	1
32	0	29	+0.49	17	15	+0.55	+0.45	0	0	NaN	0
32	1	0	+0.73	2	1	+0.50	+0.50	0	0	NaN	1
32	1	1	+0.73	2	2	+0.67	+0.33	0	0	NaN	0
32	1	2	+0.73	2	3	+0.50	+0.50	0	0	NaN	0
32	1	3	+0.73	2	4	+0.40	+0.60	1	1	NaN	1
32	1	4	+0.73	2	5	+0.33	+0.67	1	1	NaN	1
32	1	5	+0.73	2	6	+0.29	+0.71	1	1	NaN	1
32	1	6	+0.73	2	7	+0.25	+0.75	1	1	NaN	1
32	1	7	+0.73	2	8	+0.22	+0.78	1	1	NaN	1
32	1	8	+0.73	3	8	+0.20	+0.80	1	1	NaN	0
32	1	9	+0.73	3	9	+0.27	+0.73	1	1	NaN	1
32	1	10	+0.73	3	10	+0.25	+0.75	1	1	NaN	1
32	1	11	+0.73	3	11	+0.23	+0.77	1	1	NaN	1
32	1	12	+0.73	3	12	+0.21	+0.79	1	1	NaN	1
32	1	13	+0.73	3	13	+0.20	+0.80	1	1	NaN	1
32	1	14	+0.73	3	14	+0.19	+0.81	1	1	NaN	1
32	1	15	+0.73	3	15	+0.18	+0.82	1	1	NaN	1
32	1	16	+0.73	3	16	+0.17	+0.83	1	1	NaN	1
32	1	17	+0.73	3	17	+0.16	+0.84	1	1	NaN	1
32	1	18	+0.73	3	18	+0.15	+0.85	1	1	NaN	1
32	1	19	+0.73	3	19	+0.14	+0.86	1	1	NaN	1
32	1	20	+0.73	3	20	+0.14	+0.86	1	1	NaN	1
32	1	21	+0.73	3	21	+0.13	+0.87	1	1	NaN	1
32	1	22	+0.73	4	21	+0.12	+0.88	1	1	NaN	0
32	1	23	+0.73	4	22	+0.16	+0.84	1	1	NaN	1
32	1	24	+0.73	4	23	+0.15	+0.85	1	1	NaN	1
32	1	25	+0.73	4	24	+0.15	+0.85	1	1	NaN	1
32	1	26	+0.73	5	24	+0.14	+0.86	1	1	NaN	0
32	1	27	+0.73	5	25	+0.17	+0.83	1	1	NaN	1
32	1	28	+0.73	5	26	+0.17	+0.83	1	1	NaN	1
32	1	29	+0.73	6	26	+0.16	+0.84	1	1	NaN	0
32	2	0	+0.28	2	1	+0.50	+0.50	0	0	NaN	1
32	2	1	+0.28	3	1	+0.67	+0.33	0	0	NaN	1
32	2	2	+0.28	4	1	+0.75	+0.25	0	0	NaN	1
32	2	3	+0.28	5	1	+0.80	+0.20	0	0	NaN	1
32	2	4	+0.28	5	2	+0.83	+0.17	0	0	NaN	0
32	2	5	+0.28	5	3	+0.71	+0.29	0	0	NaN	0
32	2	6	+0.28	6	3	+0.62	+0.38	0	0	NaN	1
32	2	7	+0.28	7	3	+0.67	+0.33	0	0	NaN	1
32	2	8	+0.28	8	3	+0.70	+0.30	0	0	NaN	1
