P	k	t	s_t	alpha_t_1	alpha_t_2	v_t_1	v_t_2	d_t	a_t	rt_t	r_t
5	0	0	+0.45	1	2	+0.50	+0.50	0	0	NaN	0
5	0	1	+0.45	1	3	+0.33	+0.67	1	1	NaN	1
5	0	2	+0.45	1	4	+0.25	+0.75	1	1	NaN	1
5	0	3	+0.45	2	4	+0.20	+0.80	1	1	NaN	0
5	0	4	+0.45	3	4	+0.33	+0.67	1	1	NaN	0
5	0	5	+0.45	4	4	+0.43	+0.57	1	1	NaN	0
5	0	6	+0.45	5	4	+0.50	+0.50	0	0	NaN	1
5	0	7	+0.45	5	5	+0.56	+0.44	0	0	NaN	0
5	0	8	+0.45	6	5	+0.50	+0.50	0	0	NaN	1
5	0	9	+0.45	7	5	+0.55	+0.45	0	0	NaN	1
5	0	10	+0.45	7	6	+0.58	+0.42	0	0	NaN	0
5	0	11	+0.45	8	6	+0.54	+0.46	0	0	NaN	1
5	0	12	+0.45	8	7	+0.57	+0.43	0	0	NaN	0
5	0	13	+0.45	9	7	+0.53	+0.47	0	0	NaN	1
5	0	14	+0.45	9	8	+0.56	+0.44	0	0	NaN	0
5	0	15	+0.45	10	8	+0.53	+0.47	0	0	NaN	1
5	0	16	+0.45	10	9	+0.56	+0.44	0	0	NaN	0
5	0	17	+0.45	10	10	+0.53	+0.47	0	0	NaN	0
5	0	18	+0.45	10	11	+0.50	+0.50	0	0	NaN	0
5	0	19	+0.45	11	11	+0.48	+0.52	1	1	NaN	0
5	0	20	+0.45	11	12	+0.50	+0.50	0	0	NaN	0
5	0	21	+0.45	11	13	+0.48	+0.52	1	1	NaN	1
5	0	22	+0.45	11	14	+0.46	+0.54	1	1	NaN	1
5	0	23	+0.45	11	15	+0.44	+0.56	1	1	NaN	1
5	0	24	+0.45	12	15	+0.42	+0.58	1	1	NaN	0
5	0	25	+0.45	13	15	+0.44	+0.56	1	1	NaN	0
5	0	26	+0.45	14	15	+0.46	+0.54	1	1	NaN	0
5	0	27	+0.45	15	15	+0.48	+0.52	1	1	NaN	0
5	0	28	+0.45	15	16	+0.50	+0.50	0	0	NaN	0
5	0	29	+0.45	15	17	+0.48	+0.52	1	1	NaN	1
5	1	0	+0.85	1	2	+0.50	+0.50	0	0	NaN	0
5	1	1	+0.85	2	2	+0.33	+0.67	1	1	NaN	0
5	1	2	+0.85	2	3	+0.50	+0.50	0	0	NaN	0
5	1	3	+0.85	2	4	+0.40	+0.60	1	1	NaN	1
5	1	4	+0.85	2	5	+0.33	+0.67	1	1	NaN	1
5	1	5	+0.85	3	5	+0.29	+0.71	1	0	NaN	1
5	1	6	+0.85	3	6	+0.38	+0.62	1	1	NaN	1
5	1	7	+0.85	3	7	+0.33	+0.67	1	1	NaN	1
5	1	8	+0.85	3	8	+0.30	+0.70	1	1	NaN	1
5	1	9	+0.85	3	9	+0.27	+0.73	1	1	NaN	1
5	1	10	+0.85	3	10	+0.25	+0.75	1	1	NaN	1
5	1	11	+0.85	3	11	+0.23	+0.77	1	1	NaN	1
5	1	12	+0.85	3	12	+0.21	+0.79	1	1	NaN	1
5	1	13	+0.85	3	13	+0.20	+0.80	1	1	NaN	1
5	1	14	+0.85	3	14	+0.19	+0.81	1	1	NaN	1
5	1	15	+0.85	3	15	+0.18	+0.82	1	1	NaN	1
5	1	16	+0.85	4	15	+0.17	+0.83	1	1	NaN	0
5	1	17	+0.85	4	16	+0.21	+0.79	1	1	NaN	1
5	1	18	+0.85	4	17	+0.20	+0.80	1	1	NaN	1
5	1	19	+0.85	4	18	+0.19	+0.81	1	1	NaN	1
5	1	20	+0.85	4	19	+0.18	+0.82	1	1	NaN	1
5	1	21	+0.85	4	20	+0.17	+0.83	1	1	NaN	1
5	1	22	+0.85	4	21	+0.17	+0.83	1	1	NaN	1
5	1	23	+0.85	4	22	+0.16	+0.84	1	1	NaN	1
5	1	24	+0.85	4	23	+0.15	+0.85	1	1	NaN	1
5	1	25	+0.85	4	24	+0.15	+0.85	1	1	NaN	1
5	1	26	+0.85	4	25	+0.14	+0.86	1	1	NaN	1
5	1	27	+0.85	4	26	+0.14	+0.86	1	1	NaN	1
5	1	28	+0.85	5	26	+0.13	+0.87	1	1	NaN	0
5	1	29	+0.85	5	27	+0.16	+0.84	1	1	NaN	1
5	2	0	+0.26	2	1	+0.50	+0.50	0	0	NaN	1
5	2	1	+0.26	3	1	+0.67	+0.33	0	0	NaN	1
5	2	2	+0.26	4	1	+0.75	+0.25	0	0	NaN	1
5	2	3	+0.26	5	1	+0.80	+0.20	0	0	NaN	1
5	2	4	+0.26	6	1	+0.83	+0.17	0	0	NaN	1
5	2	5	+0.26	7	1	+0.86	+0.14	0	0	NaN	1
5	2	6	+0.26	8	1	+0.88	+0.12	0	0	NaN	1
5	2	7	+0.26	9	1	+0.89	+0.11	0	0	NaN	1
5	2	8	+0.26	10	1	+0.90	+0.10	0	0	NaN	1
5	2	9	+0.26	11	1	+0.91	+0.09	0	0	NaN	1
5	2	10	+0.26	12	1	+0.92	+0.08	0	0	NaN	1
5	2	11	+0.26	12	2	+0.92	+0.08	0	0	NaN	0
5	2	12	+0.26	13	2	+0.86	+0.14	0	0	NaN	1
5	2	13	+0.26	14	2	+0.87	+0.13	0	0	NaN	1
5	2	14	+0.26	14	3	+0.88	+0.12	0	0	NaN	0
5	2	15	+0.26	15	3	+0.82	+0.18	0	0	NaN	1
5	2	16	+0.26	16	3	+0.83	+0.17	0	0	NaN	1
5	2	17	+0.26	16	4	+0.84	+0.16	0	0	NaN	0
5	2	18	+0.26	17	4	+0.80	+0.20	0	0	NaN	1
5	2	19	+0.26	18	4	+0.81	+0.19	0	0	NaN	1
5	2	20	+0.26	18	5	+0.82	+0.18	0	0	NaN	0
5	2	21	+0.26	19	5	+0.78	+0.22	0	0	NaN	1
5	2	22	+0.26	20	5	+0.79	+0.21	0	0	NaN	1
5	2	23	+0.26	20	6	+0.80	+0.20	0	0	NaN	0
5	2	24	+0.26	21	6	+0.77	+0.23	0	0	NaN	1
5	2	25	+0.26	22	6	+0.78	+0.22	0	0	NaN	1
