P	k	t	s_t	alpha_t_1	alpha_t_2	v_t_1	v_t_2	d_t	a_t	rt_t	r_t
6	0	0	+0.26	2	1	+0.50	+0.50	0	0	NaN	1
6	0	1	+0.26	3	1	+0.67	+0.33	0	0	NaN	1
6	0	2	+0.26	4	1	+0.75	+0.25	0	0	NaN	1
6	0	3	+0.26	4	2	+0.80	+0.20	0	0	NaN	0
6	0	4	+0.26	5	2	+0.67	+0.33	0	0	NaN	1
6	0	5	+0.26	6	2	+0.71	+0.29	0	0	NaN	1
6	0	6	+0.26	7	2	+0.75	+0.25	0	0	NaN	1
6	0	7	+0.26	8	2	+0.78	+0.22	0	0	NaN	1
6	0	8	+0.26	9	2	+0.80	+0.20	0	0	NaN	1
6	0	9	+0.26	10	2	+0.82	+0.18	0	0	NaN	1
6	0	10	+0.26	11	2	+0.83	+0.17	0	0	NaN	1
6	0	11	+0.26	12	2	+0.85	+0.15	0	0	NaN	1
6	0	12	+0.26	12	3	+0.86	+0.14	0	0	NaN	0
6	0	13	+0.26	13	3	+0.80	+0.20	0	0	NaN	1
6	0	14	+0.26	14	3	+0.81	+0.19	0	0	NaN	1
6	0	15	+0.26	14	4	+0.82	+0.18	0	0	NaN	0
6	0	16	+0.26	14	5	+0.78	+0.22	0	0	NaN	0
6	0	17	+0.26	14	6	+0.74	+0.26	0	0	NaN	0
6	0	18	+0.26	15	6	+0.70	+0.30	0	0	NaN	1
6	0	19	+0.26	16	6	+0.71	+0.29	0	0	NaN	1
6	0	20	+0.26	17	6	+0.73	+0.27	0	0	NaN	1
6	0	21	+0.26	18	6	+0.74	+0.26	0	0	NaN	1
6	0	22	+0.26	18	7	+0.75	+0.25	0	0	NaN	0
6	0	23	+0.26	19	7	+0.72	+0.28	0	0	NaN	1
6	0	24	+0.26	19	8	+0.73	+0.27	0	0	NaN	0
6	0	25	+0.26	19	9	+0.70	+0.30	0	0	NaN	0
6	0	26	+0.26	20	9	+0.68	+0.32	0	0	NaN	1
6	0	27	+0.26	21	9	+0.69	+0.31	0	0	NaN	1
6	0	28	+0.26	22	9	+0.70	+0.30	0	0	NaN	1
6	0	29	+0.26	23	9	+0.71	+0.29	0	0	NaN	1
6	1	0	+0.87	1	2	+0.50	+0.50	0	0	NaN	0
6	1	1	+0.87	2	2	+0.33	+0.67	1	1	NaN	0
