P	k	t	s_t	alpha_t_1	alpha_t_2	v_t_1	v_t_2	d_t	a_t	rt_t	r_t
33	0	0	+0.04	2	1	+0.50	+0.50	0	0	NaN	1
33	0	1	+0.04	3	1	+0.67	+0.33	0	1	NaN	0
33	0	2	+0.04	4	1	+0.75	+0.25	0	0	NaN	1
33	0	3	+0.04	5	1	+0.80	+0.20	0	1	NaN	0
33	0	4	+0.04	6	1	+0.83	+0.17	0	0	NaN	1
33	0	5	+0.04	7	1	+0.86	+0.14	0	0	NaN	1
33	0	6	+0.04	8	1	+0.88	+0.12	0	0	NaN	1
33	0	7	+0.04	9	1	+0.89	+0.11	0	0	NaN	1
33	0	8	+0.04	10	1	+0.90	+0.10	0	0	NaN	1
33	0	9	+0.04	11	1	+0.91	+0.09	0	0	NaN	1
33	0	10	+0.04	12	1	+0.92	+0.08	0	0	NaN	1
33	0	11	+0.04	12	2	+0.92	+0.08	0	0	NaN	0
33	0	12	+0.04	13	2	+0.86	+0.14	0	0	NaN	1
33	0	13	+0.04	14	2	+0.87	+0.13	0	0	NaN	1
33	0	14	+0.04	15	2	+0.88	+0.12	0	0	NaN	1
33	0	15	+0.04	16	2	+0.88	+0.12	0	0	NaN	1
33	0	16	+0.04	17	2	+0.89	+0.11	0	0	NaN	1
33	0	17	+0.04	18	2	+0.89	+0.11	0	0	NaN	1
33	0	18	+0.04	19	2	+0.90	+0.10	0	0	NaN	1
33	0	19	+0.04	20	2	+0.90	+0.10	0	0	NaN	1
33	0	20	+0.04	21	2	+0.91	+0.09	0	0	NaN	1
33	0	21	+0.04	22	2	+0.91	+0.09	0	0	NaN	1
33	0	22	+0.04	23	2	+0.92	+0.08	0	0	NaN	1
33	0	23	+0.04	24	2	+0.92	+0.08	0	0	NaN	1
33	0	24	+0.04	25	2	+0.92	+0.08	0	0	NaN	1
33	0	25	+0.04	26	2	+0.93	+0.07	0	0	NaN	1
33	0	26	+0.04	27	2	+0.93	+0.07	0	0	NaN	1
33	0	27	+0.04	27	3	+0.93	+0.07	0	0	NaN	0
33	0	28	+0.04	28	3	+0.90	+0.10	0	0	NaN	1
33	0	29	+0.04	29	3	+0.90	+0.10	0	0	NaN	1
33	1	0	+0.90	1	2	+0.50	+0.50	0	0	NaN	0
33	1	1	+0.90	1	3	+0.33	+0.67	1	1	NaN	1
33	1	2	+0.90	1	4	+0.25	+0.75	1	1	NaN	1
33	1	3	+0.90	1	5	+0.20	+0.80	1	1	NaN	1
33	1	4	+0.90	1	6	+0.17	+0.83	1	1	NaN	1
33	1	5	+0.90	1	7	+0.14	+0.86	1	1	NaN	1
33	1	6	+0.90	1	8	+0.12	+0.88	1	1	NaN	1
33	1	7	+0.90	1	9	+0.11	+0.89	1	1	NaN	1
33	1	8	+0.90	1	10	+0.10	+0.90	1	1	NaN	1
33	1	9	+0.90	1	11	+0.09	+0.91	1	1	NaN	1
33	1	10	+0.90	1	12	+0.08	+0.92	1	1	NaN	1
33	1	11	+0.90	1	13	+0.08	+0.92	1	1	NaN	1
33	1	12	+0.90	1	14	+0.07	+0.93	1	1	NaN	1
33	1	13	+0.90	1	15	+0.07	+0.93	1	1	NaN	1
33	1	14	+0.90	1	16	+0.06	+0.94	1	1	NaN	1
33	1	15	+0.90	1	17	+0.06	+0.94	1	1	NaN	1
33	1	16	+0.90	1	18	+0.06	+0.94	1	1	NaN	1
33	1	17	+0.90	1	19	+0.05	+0.95	1	1	NaN	1
33	1	18	+0.90	1	20	+0.05	+0.95	1	1	NaN	1
33	1	19	+0.90	1	21	+0.05	+0.95	1	1	NaN	1
33	1	20	+0.90	1	22	+0.05	+0.95	1	1	NaN	1
33	1	21	+0.90	1	23	+0.04	+0.96	1	1	NaN	1
33	1	22	+0.90	2	23	+0.04	+0.96	1	1	NaN	0
33	1	23	+0.90	2	24	+0.08	+0.92	1	1	NaN	1
33	1	24	+0.90	3	24	+0.08	+0.92	1	1	NaN	0
33	1	25	+0.90	3	25	+0.11	+0.89	1	1	NaN	1
33	1	26	+0.90	3	26	+0.11	+0.89	1	1	NaN	1
33	1	27	+0.90	3	27	+0.10	+0.90	1	1	NaN	1
33	1	28	+0.90	3	28	+0.10	+0.90	1	1	NaN	1
33	1	29	+0.90	3	29	+0.10	+0.90	1	1	NaN	1
33	2	0	+0.24	2	1	+0.50	+0.50	0	0	NaN	1
33	2	1	+0.24	3	1	+0.67	+0.33	0	0	NaN	1
33	2	2	+0.24	3	2	+0.75	+0.25	0	0	NaN	0
33	2	3	+0.24	3	3	+0.60	+0.40	0	0	NaN	0
33	2	4	+0.24	4	3	+0.50	+0.50	0	0	NaN	1
33	2	5	+0.24	5	3	+0.57	+0.43	0	1	NaN	0
33	2	6	+0.24	5	4	+0.62	+0.38	0	0	NaN	0
33	2	7	+0.24	6	4	+0.56	+0.44	0	0	NaN	1
33	2	8	+0.24	7	4	+0.60	+0.40	0	0	NaN	1
33	2	9	+0.24	8	4	+0.64	+0.36	0	0	NaN	1
33	2	10	+0.24	8	5	+0.67	+0.33	0	0	NaN	0
33	2	11	+0.24	9	5	+0.62	+0.38	0	0	NaN	1
33	2	12	+0.24	10	5	+0.64	+0.36	0	0	NaN	1
33	2	13	+0.24	11	5	+0.67	+0.33	0	0	NaN	1
33	2	14	+0.24	12	5	+0.69	+0.31	0	0	NaN	1
33	2	15	+0.24	13	5	+0.71	+0.29	0	0	NaN	1
33	2	16	+0.24	14	5	+0.72	+0.28	0	0	NaN	1
33	2	17	+0.24	15	5	+0.74	+0.26	0	0	NaN	1
33	2	18	+0.24	16	5	+0.75	+0.25	0	1	NaN	0
33	2	19	+0.24	17	5	+0.76	+0.24	0	0	NaN	1
33	2	20	+0.24	18	5	+0.77	+0.23	0	0	NaN	1
33	2	21	+0.24	19	5	+0.78	+0.22	0	0	NaN	1
33	2	22	+0.24	20	5	+0.79	+0.21	0	0	NaN	1
33	2	23	+0.24	21	5	+0.80	+0.20	0	0	NaN	1
33	2	24	+0.24	22	5	+0.81	+0.19	0	0	NaN	1
33	2	25	+0.24	23	5	+0.81	+0.19	0	0	NaN	1
33	2	26	+0.24	24	5	+0.82	+0.18	0	0	NaN	1
33	2	27	+0.24	24	6	+0.83	+0.17	0	0	NaN	0
33	2	28	+0.24	25	6	+0.80	+0.20	0	0	NaN	1
33	2	29	+0.24	25	7	+0.81	+0.19	0	0	NaN	0
33	3	0	+0.59	2	1	+0.50	+0.50	0	0	NaN	1
33	3	1	+0.59	3	1	+0.67	+0.33	0	0	NaN	1
33	3	2	+0.59	3	2	+0.75	+0.25	0	0	NaN	0
33	3	3	+0.59	3	3	+0.60	+0.40	0	0	NaN	0
33	3	4	+0.59	3	4	+0.50	+0.50	0	1	NaN	1
33	3	5	+0.59	4	4	+0.43	+0.57	1	1	NaN	0
33	3	6	+0.59	4	5	+0.50	+0.50	0	0	NaN	0
33	3	7	+0.59	4	6	+0.44	+0.56	1	1	NaN	1
33	3	8	+0.59	4	7	+0.40	+0.60	1	1	NaN	1
33	3	9	+0.59	5	7	+0.36	+0.64	1	0	NaN	1
33	3	10	+0.59	5	8	+0.42	+0.58	1	1	NaN	1
33	3	11	+0.59	5	9	+0.38	+0.62	1	1	NaN	1
33	3	12	+0.59	6	9	+0.36	+0.64	1	1	NaN	0
33	3	13	+0.59	6	10	+0.40	+0.60	1	1	NaN	1
33	3	14	+0.59	6	11	+0.38	+0.62	1	1	NaN	1
33	3	15	+0.59	6	12	+0.35	+0.65	1	1	NaN	1
33	3	16	+0.59	7	12	+0.33	+0.67	1	1	NaN	0
33	3	17	+0.59	7	13	+0.37	+0.63	1	1	NaN	1
33	3	18	+0.59	8	13	+0.35	+0.65	1	1	NaN	0
33	3	19	+0.59	8	14	+0.38	+0.62	1	1	NaN	1
