P	k	t	s_t	alpha_t_1	alpha_t_2	v_t_1	v_t_2	d_t	a_t	rt_t	r_t
13	0	0	+0.59	1	2	+0.50	+0.50	0	0	NaN	0
13	0	1	+0.59	2	2	+0.33	+0.67	1	1	NaN	0
13	0	2	+0.59	3	2	+0.50	+0.50	0	0	NaN	1
13	0	3	+0.59	4	2	+0.60	+0.40	0	0	NaN	1
13	0	4	+0.59	5	2	+0.67	+0.33	0	0	NaN	1
13	0	5	+0.59	5	3	+0.71	+0.29	0	0	NaN	0
13	0	6	+0.59	6	3	+0.62	+0.38	0	0	NaN	1
13	0	7	+0.59	6	4	+0.67	+0.33	0	0	NaN	0
13	0	8	+0.59	6	5	+0.60	+0.40	0	0	NaN	0
13	0	9	+0.59	6	6	+0.55	+0.45	0	0	NaN	0
13	0	10	+0.59	6	7	+0.50	+0.50	0	0	NaN	0
13	0	11	+0.59	6	8	+0.46	+0.54	1	1	NaN	1
13	0	12	+0.59	7	8	+0.43	+0.57	1	1	NaN	0
13	0	13	+0.59	7	9	+0.47	+0.53	1	1	NaN	1
13	0	14	+0.59	8	9	+0.44	+0.56	1	1	NaN	0
13	0	15	+0.59	9	9	+0.47	+0.53	1	1	NaN	0
13	0	16	+0.59	9	10	+0.50	+0.50	0	0	NaN	0
13	0	17	+0.59	9	11	+0.47	+0.53	1	1	NaN	1
13	0	18	+0.59	10	11	+0.45	+0.55	1	1	NaN	0
13	0	19	+0.59	10	12	+0.48	+0.52	1	1	NaN	1
13	0	20	+0.59	10	13	+0.45	+0.55	1	1	NaN	1
13	0	21	+0.59	11	13	+0.43	+0.57	1	1	NaN	0
13	0	22	+0.59	12	13	+0.46	+0.54	1	1	NaN	0
13	0	23	+0.59	12	14	+0.48	+0.52	1	1	NaN	1
13	0	24	+0.59	13	14	+0.46	+0.54	1	1	NaN	0
13	0	25	+0.59	13	15	+0.48	+0.52	1	1	NaN	1
13	0	26	+0.59	13	16	+0.46	+0.54	1	1	NaN	1
13	0	27	+0.59	13	17	+0.45	+0.55	1	1	NaN	1
13	0	28	+0.59	14	17	+0.43	+0.57	1	1	NaN	0
13	0	29	+0.59	14	18	+0.45	+0.55	1	1	NaN	1
13	1	0	+0.65	1	2	+0.50	+0.50	0	0	NaN	0
13	1	1	+0.65	1	3	+0.33	+0.67	1	1	NaN	1
13	1	2	+0.65	1	4	+0.25	+0.75	1	1	NaN	1
13	1	3	+0.65	1	5	+0.20	+0.80	1	1	NaN	1
13	1	4	+0.65	2	5	+0.17	+0.83	1	1	NaN	0
13	1	5	+0.65	2	6	+0.29	+0.71	1	1	NaN	1
13	1	6	+0.65	2	7	+0.25	+0.75	1	1	NaN	1
13	1	7	+0.65	3	7	+0.22	+0.78	1	1	NaN	0
13	1	8	+0.65	3	8	+0.30	+0.70	1	1	NaN	1
13	1	9	+0.65	3	9	+0.27	+0.73	1	1	NaN	1
13	1	10	+0.65	4	9	+0.25	+0.75	1	1	NaN	0
13	1	11	+0.65	4	10	+0.31	+0.69	1	0	NaN	0
13	1	12	+0.65	4	11	+0.29	+0.71	1	1	NaN	1
13	1	13	+0.65	5	11	+0.27	+0.73	1	1	NaN	0
13	1	14	+0.65	5	12	+0.31	+0.69	1	1	NaN	1
13	1	15	+0.65	6	12	+0.29	+0.71	1	1	NaN	0
13	1	16	+0.65	7	12	+0.33	+0.67	1	1	NaN	0
13	1	17	+0.65	7	13	+0.37	+0.63	1	1	NaN	1
13	1	18	+0.65	7	14	+0.35	+0.65	1	1	NaN	1
13	1	19	+0.65	7	15	+0.33	+0.67	1	1	NaN	1
13	1	20	+0.65	7	16	+0.32	+0.68	1	1	NaN	1
13	1	21	+0.65	7	17	+0.30	+0.70	1	1	NaN	1
13	1	22	+0.65	7	18	+0.29	+0.71	1	1	NaN	1
13	1	23	+0.65	8	18	+0.28	+0.72	1	1	NaN	0
13	1	24	+0.65	9	18	+0.31	+0.69	1	1	NaN	0
13	1	25	+0.65	9	19	+0.33	+0.67	1	1	NaN	1
13	1	26	+0.65	10	19	+0.32	+0.68	1	1	NaN	0
13	1	27	+0.65	10	20	+0.34	+0.66	1	1	NaN	1
13	1	28	+0.65	10	21	+0.33	+0.67	1	1	NaN	1
13	1	29	+0.65	10	22	+0.32	+0.68	1	1	NaN	1
13	2	0	+0.22	2	1	+0.50	+0.50	0	0	NaN	1
13	2	1	+0.22	3	1	+0.67	+0.33	0	0	NaN	1
13	2	2	+0.22	4	1	+0.75	+0.25	0	0	NaN	1
13	2	3	+0.22	5	1	+0.80	+0.20	0	0	NaN	1
13	2	4	+0.22	6	1	+0.83	+0.17	0	0	NaN	1
13	2	5	+0.22	6	2	+0.86	+0.14	0	0	NaN	0
13	2	6	+0.22	7	2	+0.75	+0.25	0	0	NaN	1
13	2	7	+0.22	8	2	+0.78	+0.22	0	0	NaN	1
13	2	8	+0.22	8	3	+0.80	+0.20	0	0	NaN	0
13	2	9	+0.22	9	3	+0.73	+0.27	0	0	NaN	1
13	2	10	+0.22	10	3	+0.75	+0.25	0	0	NaN	1
13	2	11	+0.22	10	4	+0.77	+0.23	0	0	NaN	0
13	2	12	+0.22	10	5	+0.71	+0.29	0	0	NaN	0
13	2	13	+0.22	11	5	+0.67	+0.33	0	0	NaN	1
13	2	14	+0.22	12	5	+0.69	+0.31	0	0	NaN	1
13	2	15	+0.22	13	5	+0.71	+0.29	0	0	NaN	1
13	2	16	+0.22	14	5	+0.72	+0.28	0	0	NaN	1
13	2	17	+0.22	15	5	+0.74	+0.26	0	0	NaN	1
13	2	18	+0.22	16	5	+0.75	+0.25	0	0	NaN	1
13	2	19	+0.22	17	5	+0.76	+0.24	0	0	NaN	1
13	2	20	+0.22	18	5	+0.77	+0.23	0	0	NaN	1
13	2	21	+0.22	19	5	+0.78	+0.22	0	0	NaN	1
13	2	22	+0.22	20	5	+0.79	+0.21	0	0	NaN	1
13	2	23	+0.22	21	5	+0.80	+0.20	0	0	NaN	1
13	2	24	+0.22	22	5	+0.81	+0.19	0	0	NaN	1
13	2	25	+0.22	23	5	+0.81	+0.19	0	0	NaN	1
13	2	26	+0.22	24	5	+0.82	+0.18	0	0	NaN	1
13	2	27	+0.22	25	5	+0.83	+0.17	0	0	NaN	1
13	2	28	+0.22	26	5	+0.83	+0.17	0	0	NaN	1
13	2	29	+0.22	26	6	+0.84	+0.16	0	0	NaN	0
13	3	0	+0.69	2	1	+0.50	+0.50	0	1	NaN	0
13	3	1	+0.69	2	2	+0.67	+0.33	0	0	NaN	0
13	3	2	+0.69	2	3	+0.50	+0.50	0	0	NaN	0
13	3	3	+0.69	3	3	+0.40	+0.60	1	1	NaN	0
13	3	4	+0.69	3	4	+0.50	+0.50	0	0	NaN	0
13	3	5	+0.69	4	4	+0.43	+0.57	1	1	NaN	0
13	3	6	+0.69	5	4	+0.50	+0.50	0	0	NaN	1
13	3	7	+0.69	6	4	+0.56	+0.44	0	0	NaN	1
13	3	8	+0.69	6	5	+0.60	+0.40	0	0	NaN	0
13	3	9	+0.69	6	6	+0.55	+0.45	0	0	NaN	0
13	3	10	+0.69	7	6	+0.50	+0.50	0	0	NaN	1
13	3	11	+0.69	7	7	+0.54	+0.46	0	0	NaN	0
13	3	12	+0.69	8	7	+0.50	+0.50	0	0	NaN	1
13	3	13	+0.69	8	8	+0.53	+0.47	0	0	NaN	0
13	3	14	+0.69	8	9	+0.50	+0.50	0	0	NaN	0
13	3	15	+0.69	8	10	+0.47	+0.53	1	1	NaN	1
13	3	16	+0.69	8	11	+0.44	+0.56	1	1	NaN	1
13	3	17	+0.69	8	12	+0.42	+0.58	1	1	NaN	1
13	3	18	+0.69	8	13	+0.40	+0.60	1	1	NaN	1
13	3	19	+0.69	8	14	+0.38	+0.62	1	1	NaN	1
13	3	20	+0.69	8	15	+0.36	+0.64	1	1	NaN	1
13	3	21	+0.69	8	16	+0.35	+0.65	1	0	NaN	0
13	3	22	+0.69	9	16	+0.33	+0.67	1	0	NaN	1
13	3	23	+0.69	10	16	+0.36	+0.64	1	1	NaN	0
13	3	24	+0.69	10	17	+0.38	+0.62	1	1	NaN	1
13	3	25	+0.69	10	18	+0.37	+0.63	1	1	NaN	1
13	3	26	+0.69	11	18	+0.36	+0.64	1	1	NaN	0
13	3	27	+0.69	11	19	+0.38	+0.62	1	1	NaN	1
13	3	28	+0.69	12	19	+0.37	+0.63	1	1	NaN	0
13	3	29	+0.69	12	20	+0.39	+0.61	1	0	NaN	0
13	4	0	+0.96	1	2	+0.50	+0.50	0	0	NaN	0
13	4	1	+0.96	1	3	+0.33	+0.67	1	1	NaN	1
13	4	2	+0.96	1	4	+0.25	+0.75	1	1	NaN	1
13	4	3	+0.96	1	5	+0.20	+0.80	1	1	NaN	1
13	4	4	+0.96	1	6	+0.17	+0.83	1	1	NaN	1
13	4	5	+0.96	1	7	+0.14	+0.86	1	0	NaN	0
13	4	6	+0.96	1	8	+0.12	+0.88	1	1	NaN	1
13	4	7	+0.96	2	8	+0.11	+0.89	1	1	NaN	0
13	4	8	+0.96	2	9	+0.20	+0.80	1	1	NaN	1
13	4	9	+0.96	2	10	+0.18	+0.82	1	1	NaN	1
13	4	10	+0.96	2	11	+0.17	+0.83	1	1	NaN	1
13	4	11	+0.96	2	12	+0.15	+0.85	1	1	NaN	1
13	4	12	+0.96	3	12	+0.14	+0.86	1	1	NaN	0
13	4	13	+0.96	3	13	+0.20	+0.80	1	1	NaN	1
13	4	14	+0.96	3	14	+0.19	+0.81	1	1	NaN	1
13	4	15	+0.96	3	15	+0.18	+0.82	1	1	NaN	1
13	4	16	+0.96	3	16	+0.17	+0.83	1	1	NaN	1
13	4	17	+0.96	3	17	+0.16	+0.84	1	1	NaN	1
13	4	18	+0.96	3	18	+0.15	+0.85	1	1	NaN	1
13	4	19	+0.96	3	19	+0.14	+0.86	1	1	NaN	1
13	4	20	+0.96	3	20	+0.14	+0.86	1	1	NaN	1
13	4	21	+0.96	3	21	+0.13	+0.87	1	1	NaN	1
13	4	22	+0.96	3	22	+0.12	+0.88	1	1	NaN	1
13	4	23	+0.96	3	23	+0.12	+0.88	1	0	NaN	0
13	4	24	+0.96	3	24	+0.12	+0.88	1	1	NaN	1
13	4	25	+0.96	3	25	+0.11	+0.89	1	1	NaN	1
13	4	26	+0.96	3	26	+0.11	+0.89	1	1	NaN	1
13	4	27	+0.96	3	27	+0.10	+0.90	1	1	NaN	1
13	4	28	+0.96	3	28	+0.10	+0.90	1	1	NaN	1
13	4	29	+0.96	3	29	+0.10	+0.90	1	1	NaN	1
13	5	0	+0.78	1	2	+0.50	+0.50	0	0	NaN	0
13	5	1	+0.78	1	3	+0.33	+0.67	1	1	NaN	1
13	5	2	+0.78	1	4	+0.25	+0.75	1	1	NaN	1
13	5	3	+0.78	1	5	+0.20	+0.80	1	1	NaN	1
13	5	4	+0.78	2	5	+0.17	+0.83	1	1	NaN	0
13	5	5	+0.78	3	5	+0.29	+0.71	1	1	NaN	0
13	5	6	+0.78	3	6	+0.38	+0.62	1	1	NaN	1
13	5	7	+0.78	3	7	+0.33	+0.67	1	1	NaN	1
13	5	8	+0.78	4	7	+0.30	+0.70	1	1	NaN	0
13	5	9	+0.78	4	8	+0.36	+0.64	1	1	NaN	1
13	5	10	+0.78	5	8	+0.33	+0.67	1	0	NaN	1
13	5	11	+0.78	5	9	+0.38	+0.62	1	1	NaN	1
13	5	12	+0.78	5	10	+0.36	+0.64	1	1	NaN	1
13	5	13	+0.78	5	11	+0.33	+0.67	1	1	NaN	1
13	5	14	+0.78	5	12	+0.31	+0.69	1	1	NaN	1
13	5	15	+0.78	5	13	+0.29	+0.71	1	1	NaN	1
13	5	16	+0.78	5	14	+0.28	+0.72	1	1	NaN	1
13	5	17	+0.78	5	15	+0.26	+0.74	1	1	NaN	1
13	5	18	+0.78	5	16	+0.25	+0.75	1	0	NaN	0
13	5	19	+0.78	6	16	+0.24	+0.76	1	1	NaN	0
13	5	20	+0.78	6	17	+0.27	+0.73	1	1	NaN	1
13	5	21	+0.78	7	17	+0.26	+0.74	1	1	NaN	0
13	5	22	+0.78	8	17	+0.29	+0.71	1	1	NaN	0
13	5	23	+0.78	9	17	+0.32	+0.68	1	0	NaN	1
13	5	24	+0.78	9	18	+0.35	+0.65	1	1	NaN	1
13	5	25	+0.78	9	19	+0.33	+0.67	1	1	NaN	1
13	5	26	+0.78	9	20	+0.32	+0.68	1	1	NaN	1
13	5	27	+0.78	9	21	+0.31	+0.69	1	1	NaN	1
13	5	28	+0.78	10	21	+0.30	+0.70	1	1	NaN	0
13	5	29	+0.78	11	21	+0.32	+0.68	1	1	NaN	0
13	6	0	+0.84	2	1	+0.50	+0.50	0	0	NaN	1
13	6	1	+0.84	2	2	+0.67	+0.33	0	0	NaN	0
13	6	2	+0.84	2	3	+0.50	+0.50	0	0	NaN	0
13	6	3	+0.84	2	4	+0.40	+0.60	1	1	NaN	1
13	6	4	+0.84	2	5	+0.33	+0.67	1	1	NaN	1
13	6	5	+0.84	2	6	+0.29	+0.71	1	1	NaN	1
13	6	6	+0.84	2	7	+0.25	+0.75	1	1	NaN	1
13	6	7	+0.84	2	8	+0.22	+0.78	1	1	NaN	1
13	6	8	+0.84	2	9	+0.20	+0.80	1	1	NaN	1
13	6	9	+0.84	2	10	+0.18	+0.82	1	1	NaN	1
13	6	10	+0.84	3	10	+0.17	+0.83	1	1	NaN	0
13	6	11	+0.84	3	11	+0.23	+0.77	1	1	NaN	1
13	6	12	+0.84	3	12	+0.21	+0.79	1	1	NaN	1
13	6	13	+0.84	4	12	+0.20	+0.80	1	1	NaN	0
13	6	14	+0.84	5	12	+0.25	+0.75	1	1	NaN	0
13	6	15	+0.84	6	12	+0.29	+0.71	1	1	NaN	0
13	6	16	+0.84	6	13	+0.33	+0.67	1	1	NaN	1
13	6	17	+0.84	6	14	+0.32	+0.68	1	1	NaN	1
13	6	18	+0.84	6	15	+0.30	+0.70	1	1	NaN	1
13	6	19	+0.84	6	16	+0.29	+0.71	1	1	NaN	1
13	6	20	+0.84	6	17	+0.27	+0.73	1	1	NaN	1
13	6	21	+0.84	6	18	+0.26	+0.74	1	1	NaN	1
13	6	22	+0.84	6	19	+0.25	+0.75	1	0	NaN	0
13	6	23	+0.84	6	20	+0.24	+0.76	1	1	NaN	1
13	6	24	+0.84	6	21	+0.23	+0.77	1	1	NaN	1
13	6	25	+0.84	6	22	+0.22	+0.78	1	1	NaN	1
13	6	26	+0.84	6	23	+0.21	+0.79	1	1	NaN	1
13	6	27	+0.84	6	24	+0.21	+0.79	1	1	NaN	1
13	6	28	+0.84	6	25	+0.20	+0.80	1	1	NaN	1
13	6	29	+0.84	6	26	+0.19	+0.81	1	1	NaN	1
13	7	0	+0.43	1	2	+0.50	+0.50	0	0	NaN	0
13	7	1	+0.43	1	3	+0.33	+0.67	1	1	NaN	1
13	7	2	+0.43	1	4	+0.25	+0.75	1	1	NaN	1
13	7	3	+0.43	2	4	+0.20	+0.80	1	0	NaN	1
