P	k	t	s_t	alpha_t_1	alpha_t_2	v_t_1	v_t_2	d_t	a_t	rt_t	r_t
35	0	0	+0.11	2	1	+0.50	+0.50	0	0	NaN	1
35	0	1	+0.11	2	2	+0.67	+0.33	0	0	NaN	0
35	0	2	+0.11	3	2	+0.50	+0.50	0	0	NaN	1
35	0	3	+0.11	3	3	+0.60	+0.40	0	0	NaN	0
35	0	4	+0.11	4	3	+0.50	+0.50	0	0	NaN	1
35	0	5	+0.11	4	4	+0.57	+0.43	0	0	NaN	0
35	0	6	+0.11	5	4	+0.50	+0.50	0	0	NaN	1
35	0	7	+0.11	6	4	+0.56	+0.44	0	0	NaN	1
35	0	8	+0.11	7	4	+0.60	+0.40	0	0	NaN	1
35	0	9	+0.11	8	4	+0.64	+0.36	0	0	NaN	1
35	0	10	+0.11	9	4	+0.67	+0.33	0	0	NaN	1
35	0	11	+0.11	10	4	+0.69	+0.31	0	0	NaN	1
35	0	12	+0.11	11	4	+0.71	+0.29	0	0	NaN	1
35	0	13	+0.11	12	4	+0.73	+0.27	0	0	NaN	1
35	0	14	+0.11	13	4	+0.75	+0.25	0	0	NaN	1
35	0	15	+0.11	14	4	+0.76	+0.24	0	0	NaN	1
35	0	16	+0.11	15	4	+0.78	+0.22	0	0	NaN	1
35	0	17	+0.11	16	4	+0.79	+0.21	0	0	NaN	1
35	0	18	+0.11	17	4	+0.80	+0.20	0	0	NaN	1
35	0	19	+0.11	17	5	+0.81	+0.19	0	0	NaN	0
35	0	20	+0.11	18	5	+0.77	+0.23	0	0	NaN	1
35	0	21	+0.11	19	5	+0.78	+0.22	0	0	NaN	1
35	0	22	+0.11	19	6	+0.79	+0.21	0	0	NaN	0
35	0	23	+0.11	20	6	+0.76	+0.24	0	0	NaN	1
35	0	24	+0.11	21	6	+0.77	+0.23	0	0	NaN	1
35	0	25	+0.11	22	6	+0.78	+0.22	0	0	NaN	1
35	0	26	+0.11	23	6	+0.79	+0.21	0	0	NaN	1
35	0	27	+0.11	24	6	+0.79	+0.21	0	0	NaN	1
35	0	28	+0.11	25	6	+0.80	+0.20	0	0	NaN	1
35	0	29	+0.11	26	6	+0.81	+0.19	0	0	NaN	1
35	1	0	+0.49	2	1	+0.50	+0.50	0	0	NaN	1
35	1	1	+0.49	3	1	+0.67	+0.33	0	0	NaN	1
35	1	2	+0.49	4	1	+0.75	+0.25	0	0	NaN	1
35	1	3	+0.49	5	1	+0.80	+0.20	0	0	NaN	1
35	1	4	+0.49	5	2	+0.83	+0.17	0	0	NaN	0
35	1	5	+0.49	6	2	+0.71	+0.29	0	0	NaN	1
35	1	6	+0.49	7	2	+0.75	+0.25	0	0	NaN	1
35	1	7	+0.49	7	3	+0.78	+0.22	0	0	NaN	0
35	1	8	+0.49	8	3	+0.70	+0.30	0	0	NaN	1
35	1	9	+0.49	9	3	+0.73	+0.27	0	0	NaN	1
35	1	10	+0.49	9	4	+0.75	+0.25	0	0	NaN	0
35	1	11	+0.49	10	4	+0.69	+0.31	0	0	NaN	1
35	1	12	+0.49	10	5	+0.71	+0.29	0	0	NaN	0
35	1	13	+0.49	10	6	+0.67	+0.33	0	0	NaN	0
35	1	14	+0.49	11	6	+0.62	+0.38	0	0	NaN	1
35	1	15	+0.49	11	7	+0.65	+0.35	0	0	NaN	0
35	1	16	+0.49	12	7	+0.61	+0.39	0	0	NaN	1
35	1	17	+0.49	12	8	+0.63	+0.37	0	0	NaN	0
35	1	18	+0.49	12	9	+0.60	+0.40	0	1	NaN	1
35	1	19	+0.49	13	9	+0.57	+0.43	0	0	NaN	1
35	1	20	+0.49	13	10	+0.59	+0.41	0	0	NaN	0
35	1	21	+0.49	14	10	+0.57	+0.43	0	0	NaN	1
35	1	22	+0.49	14	11	+0.58	+0.42	0	0	NaN	0
35	1	23	+0.49	14	12	+0.56	+0.44	0	0	NaN	0
35	1	24	+0.49	14	13	+0.54	+0.46	0	0	NaN	0
35	1	25	+0.49	14	14	+0.52	+0.48	0	0	NaN	0
35	1	26	+0.49	14	15	+0.50	+0.50	0	0	NaN	0
35	1	27	+0.49	15	15	+0.48	+0.52	1	1	NaN	0
