P	k	t	s_t	alpha_t_1	alpha_t_2	v_t_1	v_t_2	d_t	a_t	rt_t	r_t
43	0	0	+0.96	1	2	+0.50	+0.50	0	0	NaN	0
43	0	1	+0.96	2	2	+0.33	+0.67	1	1	NaN	0
43	0	2	+0.96	2	3	+0.50	+0.50	0	0	NaN	0
43	0	3	+0.96	2	4	+0.40	+0.60	1	0	NaN	0
43	0	4	+0.96	2	5	+0.33	+0.67	1	1	NaN	1
43	0	5	+0.96	2	6	+0.29	+0.71	1	1	NaN	1
43	0	6	+0.96	3	6	+0.25	+0.75	1	1	NaN	0
43	0	7	+0.96	3	7	+0.33	+0.67	1	1	NaN	1
43	0	8	+0.96	4	7	+0.30	+0.70	1	1	NaN	0
43	0	9	+0.96	4	8	+0.36	+0.64	1	1	NaN	1
43	0	10	+0.96	4	9	+0.33	+0.67	1	1	NaN	1
43	0	11	+0.96	4	10	+0.31	+0.69	1	1	NaN	1
43	0	12	+0.96	4	11	+0.29	+0.71	1	1	NaN	1
43	0	13	+0.96	4	12	+0.27	+0.73	1	1	NaN	1
43	0	14	+0.96	4	13	+0.25	+0.75	1	1	NaN	1
43	0	15	+0.96	4	14	+0.24	+0.76	1	1	NaN	1
43	0	16	+0.96	4	15	+0.22	+0.78	1	1	NaN	1
43	0	17	+0.96	4	16	+0.21	+0.79	1	1	NaN	1
43	0	18	+0.96	4	17	+0.20	+0.80	1	0	NaN	0
43	0	19	+0.96	4	18	+0.19	+0.81	1	1	NaN	1
43	0	20	+0.96	4	19	+0.18	+0.82	1	1	NaN	1
43	0	21	+0.96	4	20	+0.17	+0.83	1	1	NaN	1
43	0	22	+0.96	4	21	+0.17	+0.83	1	1	NaN	1
43	0	23	+0.96	4	22	+0.16	+0.84	1	1	NaN	1
43	0	24	+0.96	4	23	+0.15	+0.85	1	1	NaN	1
43	0	25	+0.96	4	24	+0.15	+0.85	1	1	NaN	1
43	0	26	+0.96	4	25	+0.14	+0.86	1	1	NaN	1
43	0	27	+0.96	4	26	+0.14	+0.86	1	1	NaN	1
43	0	28	+0.96	4	27	+0.13	+0.87	1	1	NaN	1
43	0	29	+0.96	4	28	+0.13	+0.87	1	1	NaN	1
43	1	0	+0.60	2	1	+0.50	+0.50	0	0	NaN	1
43	1	1	+0.60	2	2	+0.67	+0.33	0	0	NaN	0
43	1	2	+0.60	2	3	+0.50	+0.50	0	0	NaN	0
43	1	3	+0.60	3	3	+0.40	+0.60	1	1	NaN	0
43	1	4	+0.60	4	3	+0.50	+0.50	0	0	NaN	1
43	1	5	+0.60	4	4	+0.57	+0.43	0	0	NaN	0
43	1	6	+0.60	5	4	+0.50	+0.50	0	0	NaN	1
43	1	7	+0.60	5	5	+0.56	+0.44	0	1	NaN	1
43	1	8	+0.60	6	5	+0.50	+0.50	0	0	NaN	1
43	1	9	+0.60	7	5	+0.55	+0.45	0	0	NaN	1
43	1	10	+0.60	7	6	+0.58	+0.42	0	0	NaN	0
43	1	11	+0.60	8	6	+0.54	+0.46	0	0	NaN	1
