P	k	t	s_t	alpha_t_1	alpha_t_2	v_t_1	v_t_2	d_t	a_t	rt_t	r_t
34	0	0	+0.73	1	2	+0.50	+0.50	0	0	NaN	0
34	0	1	+0.73	1	3	+0.33	+0.67	1	1	NaN	1
34	0	2	+0.73	1	4	+0.25	+0.75	1	1	NaN	1
34	0	3	+0.73	1	5	+0.20	+0.80	1	1	NaN	1
34	0	4	+0.73	1	6	+0.17	+0.83	1	1	NaN	1
34	0	5	+0.73	1	7	+0.14	+0.86	1	1	NaN	1
34	0	6	+0.73	2	7	+0.12	+0.88	1	1	NaN	0
34	0	7	+0.73	2	8	+0.22	+0.78	1	1	NaN	1
34	0	8	+0.73	2	9	+0.20	+0.80	1	1	NaN	1
34	0	9	+0.73	3	9	+0.18	+0.82	1	1	NaN	0
34	0	10	+0.73	3	10	+0.25	+0.75	1	1	NaN	1
34	0	11	+0.73	4	10	+0.23	+0.77	1	1	NaN	0
34	0	12	+0.73	4	11	+0.29	+0.71	1	1	NaN	1
34	0	13	+0.73	4	12	+0.27	+0.73	1	1	NaN	1
34	0	14	+0.73	4	13	+0.25	+0.75	1	1	NaN	1
34	0	15	+0.73	4	14	+0.24	+0.76	1	1	NaN	1
34	0	16	+0.73	4	15	+0.22	+0.78	1	1	NaN	1
34	0	17	+0.73	4	16	+0.21	+0.79	1	1	NaN	1
34	0	18	+0.73	4	17	+0.20	+0.80	1	1	NaN	1
34	0	19	+0.73	4	18	+0.19	+0.81	1	1	NaN	1
34	0	20	+0.73	4	19	+0.18	+0.82	1	1	NaN	1
34	0	21	+0.73	4	20	+0.17	+0.83	1	1	NaN	1
34	0	22	+0.73	5	20	+0.17	+0.83	1	1	NaN	0
34	0	23	+0.73	5	21	+0.20	+0.80	1	1	NaN	1
34	0	24	+0.73	5	22	+0.19	+0.81	1	1	NaN	1
34	0	25	+0.73	5	23	+0.19	+0.81	1	1	NaN	1
34	0	26	+0.73	5	24	+0.18	+0.82	1	1	NaN	1
34	0	27	+0.73	5	25	+0.17	+0.83	1	1	NaN	1
34	0	28	+0.73	5	26	+0.17	+0.83	1	1	NaN	1
34	0	29	+0.73	5	27	+0.16	+0.84	1	0	NaN	0
34	1	0	+0.75	1	2	+0.50	+0.50	0	0	NaN	0
34	1	1	+0.75	1	3	+0.33	+0.67	1	1	NaN	1
34	1	2	+0.75	2	3	+0.25	+0.75	1	1	NaN	0
34	1	3	+0.75	2	4	+0.40	+0.60	1	1	NaN	1
34	1	4	+0.75	2	5	+0.33	+0.67	1	1	NaN	1
34	1	5	+0.75	2	6	+0.29	+0.71	1	1	NaN	1
34	1	6	+0.75	2	7	+0.25	+0.75	1	1	NaN	1
34	1	7	+0.75	3	7	+0.22	+0.78	1	1	NaN	0
34	1	8	+0.75	3	8	+0.30	+0.70	1	1	NaN	1
34	1	9	+0.75	3	9	+0.27	+0.73	1	1	NaN	1
34	1	10	+0.75	4	9	+0.25	+0.75	1	1	NaN	0
34	1	11	+0.75	4	10	+0.31	+0.69	1	1	NaN	1
34	1	12	+0.75	5	10	+0.29	+0.71	1	1	NaN	0
34	1	13	+0.75	5	11	+0.33	+0.67	1	1	NaN	1
34	1	14	+0.75	6	11	+0.31	+0.69	1	1	NaN	0
34	1	15	+0.75	7	11	+0.35	+0.65	1	1	NaN	0
34	1	16	+0.75	7	12	+0.39	+0.61	1	1	NaN	1
34	1	17	+0.75	8	12	+0.37	+0.63	1	1	NaN	0
34	1	18	+0.75	8	13	+0.40	+0.60	1	1	NaN	1
34	1	19	+0.75	8	14	+0.38	+0.62	1	1	NaN	1
34	1	20	+0.75	8	15	+0.36	+0.64	1	1	NaN	1
34	1	21	+0.75	8	16	+0.35	+0.65	1	1	NaN	1
34	1	22	+0.75	9	16	+0.33	+0.67	1	1	NaN	0
34	1	23	+0.75	9	17	+0.36	+0.64	1	1	NaN	1
34	1	24	+0.75	9	18	+0.35	+0.65	1	1	NaN	1
34	1	25	+0.75	9	19	+0.33	+0.67	1	1	NaN	1
34	1	26	+0.75	9	20	+0.32	+0.68	1	1	NaN	1
34	1	27	+0.75	9	21	+0.31	+0.69	1	1	NaN	1
34	1	28	+0.75	9	22	+0.30	+0.70	1	1	NaN	1
34	1	29	+0.75	9	23	+0.29	+0.71	1	1	NaN	1
34	2	0	+0.06	2	1	+0.50	+0.50	0	0	NaN	1
34	2	1	+0.06	3	1	+0.67	+0.33	0	0	NaN	1
34	2	2	+0.06	4	1	+0.75	+0.25	0	0	NaN	1
34	2	3	+0.06	5	1	+0.80	+0.20	0	0	NaN	1
34	2	4	+0.06	6	1	+0.83	+0.17	0	0	NaN	1
