P	k	t	s_t	alpha_t_1	alpha_t_2	v_t_1	v_t_2	d_t	a_t	rt_t	r_t
10	0	0	+0.60	1	2	+0.50	+0.50	0	0	NaN	0
10	0	1	+0.60	1	3	+0.33	+0.67	1	1	NaN	1
10	0	2	+0.60	1	4	+0.25	+0.75	1	1	NaN	1
10	0	3	+0.60	1	5	+0.20	+0.80	1	0	NaN	0
10	0	4	+0.60	1	6	+0.17	+0.83	1	1	NaN	1
10	0	5	+0.60	1	7	+0.14	+0.86	1	1	NaN	1
10	0	6	+0.60	1	8	+0.12	+0.88	1	1	NaN	1
10	0	7	+0.60	1	9	+0.11	+0.89	1	1	NaN	1
10	0	8	+0.60	1	10	+0.10	+0.90	1	1	NaN	1
10	0	9	+0.60	1	11	+0.09	+0.91	1	1	NaN	1
10	0	10	+0.60	2	11	+0.08	+0.92	1	1	NaN	0
10	0	11	+0.60	2	12	+0.15	+0.85	1	1	NaN	1
10	0	12	+0.60	3	12	+0.14	+0.86	1	1	NaN	0
10	0	13	+0.60	4	12	+0.20	+0.80	1	1	NaN	0
10	0	14	+0.60	4	13	+0.25	+0.75	1	1	NaN	1
10	0	15	+0.60	4	14	+0.24	+0.76	1	1	NaN	1
10	0	16	+0.60	4	15	+0.22	+0.78	1	1	NaN	1
10	0	17	+0.60	4	16	+0.21	+0.79	1	1	NaN	1
10	0	18	+0.60	5	16	+0.20	+0.80	1	1	NaN	0
10	0	19	+0.60	6	16	+0.24	+0.76	1	1	NaN	0
10	0	20	+0.60	6	17	+0.27	+0.73	1	1	NaN	1
10	0	21	+0.60	6	18	+0.26	+0.74	1	1	NaN	1
10	0	22	+0.60	6	19	+0.25	+0.75	1	1	NaN	1
10	0	23	+0.60	6	20	+0.24	+0.76	1	1	NaN	1
10	0	24	+0.60	6	21	+0.23	+0.77	1	1	NaN	1
10	0	25	+0.60	7	21	+0.22	+0.78	1	1	NaN	0
10	0	26	+0.60	7	22	+0.25	+0.75	1	1	NaN	1
10	0	27	+0.60	7	23	+0.24	+0.76	1	1	NaN	1
10	0	28	+0.60	8	23	+0.23	+0.77	1	1	NaN	0
