P	k	t	s_t	c_t	o_t	b_t_1	b_t_2	v_t_1	v_t_2	d_t	a_t	rt_t	r_t
32	0	0	0	-0.00	+0.18	+0.18	+0.82	+0.00	+1.00	1	1	NaN	0
32	0	1	0	-0.65	-0.41	+0.98	+0.02	+1.00	+0.00	0	0	NaN	1
32	0	2	1	+0.90	+0.44	+0.01	+0.99	+0.00	+1.00	1	1	NaN	1
32	0	3	1	+0.05	+0.27	+0.09	+0.91	+0.00	+1.00	1	1	NaN	1
32	0	4	1	+0.10	+0.05	+0.39	+0.61	+0.00	+1.00	1	1	NaN	1
32	0	5	0	-0.47	-0.25	+0.90	+0.10	+1.00	+0.00	0	1	NaN	0
32	0	6	0	-0.80	-1.07	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
32	0	7	1	+0.60	+0.30	+0.07	+0.93	+0.00	+1.00	1	1	NaN	1
32	0	8	1	+0.43	+0.52	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
32	0	9	0	-0.15	-0.31	+0.94	+0.06	+1.00	+0.00	0	0	NaN	1
32	0	10	1	+0.62	+0.49	+0.01	+0.99	+0.00	+1.00	1	1	NaN	1
32	0	11	1	+0.45	+0.60	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
32	0	12	1	+0.58	+0.49	+0.01	+0.99	+0.00	+1.00	1	1	NaN	1
32	0	13	0	-0.71	-0.83	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
32	0	14	1	+0.70	+0.84	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
32	0	15	1	+0.95	+0.93	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
32	0	16	0	-0.06	-0.19	+0.83	+0.17	+1.00	+0.00	0	0	NaN	1
32	0	17	1	+0.81	+0.74	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
32	0	18	0	-0.79	-0.91	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
32	0	19	0	-0.32	-0.60	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
32	0	20	1	+0.33	+0.15	+0.23	+0.77	+0.00	+1.00	1	1	NaN	1
32	0	21	1	+0.19	+0.06	+0.38	+0.62	+0.00	+1.00	1	1	NaN	1
32	0	22	1	+0.25	+0.18	+0.18	+0.82	+0.00	+1.00	1	0	NaN	0
32	0	23	0	-0.72	-0.79	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
