P	k	t	s_t	c_t	o_t	b_t_1	b_t_2	v_t_1	v_t_2	d_t	a_t	rt_t	r_t
9	0	0	0	-0.45	-0.22	+0.86	+0.14	+1.00	+0.00	0	0	NaN	1
9	0	1	0	-0.03	+0.09	+0.33	+0.67	+0.00	+1.00	1	1	NaN	0
9	0	2	0	-0.34	-0.17	+0.81	+0.19	+1.00	+0.00	0	0	NaN	1
9	0	3	0	-0.05	+0.03	+0.45	+0.55	+0.00	+1.00	1	1	NaN	0
9	0	4	0	-0.64	-0.84	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
9	0	5	1	+0.44	+0.13	+0.26	+0.74	+0.00	+1.00	1	1	NaN	1
9	0	6	0	-0.66	-0.76	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
9	0	7	0	-0.86	-0.72	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
9	0	8	1	+0.39	-0.05	+0.60	+0.40	+1.00	+0.00	0	0	NaN	0
9	0	9	0	-0.71	-0.47	+0.99	+0.01	+1.00	+0.00	0	0	NaN	1
9	0	10	0	-0.39	-0.11	+0.72	+0.28	+1.00	+0.00	0	0	NaN	1
9	0	11	1	+0.17	+0.16	+0.21	+0.79	+0.00	+1.00	1	1	NaN	1
9	0	12	1	+0.20	+0.15	+0.22	+0.78	+0.00	+1.00	1	0	NaN	0
9	0	13	1	+0.35	+0.12	+0.27	+0.73	+0.00	+1.00	1	1	NaN	1
9	0	14	1	+0.33	+0.28	+0.08	+0.92	+0.00	+1.00	1	1	NaN	1
9	0	15	0	-0.30	-0.25	+0.89	+0.11	+1.00	+0.00	0	1	NaN	0
9	0	16	1	+0.53	+0.60	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
9	0	17	0	-0.97	-1.33	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
9	0	18	1	+0.42	-0.10	+0.70	+0.30	+1.00	+0.00	0	0	NaN	0
9	0	19	1	+0.87	+0.57	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
9	0	20	1	+0.82	+0.85	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
9	0	21	0	-0.88	-1.18	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
9	0	22	0	-0.60	-0.44	+0.99	+0.01	+1.00	+0.00	0	0	NaN	1
