P	k	t	s_t	c_t	o_t	b_t_1	b_t_2	v_t_1	v_t_2	d_t	a_t	rt_t	r_t
45	0	0	1	+0.09	+0.34	+0.04	+0.96	+0.00	+1.00	1	1	NaN	1
45	0	1	0	-0.08	-0.10	+0.69	+0.31	+1.00	+0.00	0	0	NaN	1
45	0	2	1	+0.79	+0.22	+0.14	+0.86	+0.00	+1.00	1	1	NaN	1
45	0	3	1	+0.56	+0.35	+0.04	+0.96	+0.00	+1.00	1	1	NaN	1
45	0	4	0	-0.33	-0.27	+0.91	+0.09	+1.00	+0.00	0	0	NaN	1
45	0	5	0	-1.00	-1.11	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
45	0	6	1	+0.27	+0.31	+0.06	+0.94	+0.00	+1.00	1	1	NaN	1
45	0	7	0	-0.20	-0.07	+0.64	+0.36	+1.00	+0.00	0	0	NaN	1
45	0	8	1	+0.10	-0.30	+0.93	+0.07	+1.00	+0.00	0	0	NaN	0
45	0	9	1	+0.91	+0.84	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
45	0	10	1	+0.53	+0.33	+0.05	+0.95	+0.00	+1.00	1	1	NaN	1
45	0	11	0	-0.39	-0.02	+0.54	+0.46	+1.00	+0.00	0	0	NaN	1
45	0	12	0	-0.73	-0.50	+0.99	+0.01	+1.00	+0.00	0	0	NaN	1
45	0	13	0	-0.45	-0.46	+0.99	+0.01	+1.00	+0.00	0	0	NaN	1
45	0	14	0	-0.75	-0.83	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
45	0	15	1	+0.74	+0.67	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
45	0	16	1	+0.12	+0.27	+0.09	+0.91	+0.00	+1.00	1	1	NaN	1
45	0	17	0	-0.12	-0.08	+0.65	+0.35	+1.00	+0.00	0	0	NaN	1
45	0	18	1	+0.83	+0.81	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
45	0	19	1	+0.41	+0.53	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
45	0	20	1	+0.83	+1.03	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
45	0	21	0	-0.21	-0.67	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
45	0	22	1	+0.76	+1.05	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
45	0	23	0	-0.08	-0.25	+0.89	+0.11	+1.00	+0.00	0	0	NaN	1
45	0	24	0	-0.93	-0.70	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
45	0	25	1	+0.99	+0.87	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
45	0	26	1	+0.88	+0.77	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
