P	k	t	s_t	c_t	o_t	b_t_1	b_t_2	v_t_1	v_t_2	d_t	a_t	rt_t	r_t
48	0	0	0	-0.81	-0.90	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
48	0	1	1	+0.14	-0.00	+0.50	+0.50	+1.00	+0.00	0	0	NaN	0
48	0	2	1	+0.13	-0.14	+0.75	+0.25	+1.00	+0.00	0	0	NaN	0
48	0	3	0	-0.68	-1.06	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
48	0	4	1	+0.39	+0.33	+0.05	+0.95	+0.00	+1.00	1	1	NaN	1
48	0	5	1	+0.28	+0.53	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
48	0	6	0	-0.30	-0.54	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
48	0	7	0	-0.70	-0.91	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
48	0	8	1	+0.18	+0.09	+0.32	+0.68	+0.00	+1.00	1	1	NaN	1
48	0	9	1	+0.59	+0.25	+0.10	+0.90	+0.00	+1.00	1	1	NaN	1
48	0	10	1	+0.26	+0.19	+0.17	+0.83	+0.00	+1.00	1	1	NaN	1
48	0	11	1	+0.25	+0.60	+0.00	+1.00	+0.00	+1.00	1	0	NaN	0
48	0	12	1	+0.75	+1.04	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
48	0	13	1	+1.00	+1.10	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
48	0	14	1	+0.91	+0.96	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
48	0	15	0	-0.15	-0.17	+0.81	+0.19	+1.00	+0.00	0	0	NaN	1
48	0	16	1	+0.14	+0.21	+0.15	+0.85	+0.00	+1.00	1	0	NaN	0
48	0	17	1	+0.71	+0.78	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
48	0	18	0	-0.64	-0.91	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
48	0	19	1	+0.90	+0.98	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
48	0	20	0	-0.92	-0.64	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
48	0	21	1	+0.25	+0.43	+0.02	+0.98	+0.00	+1.00	1	1	NaN	1
48	0	22	1	+0.27	+0.33	+0.05	+0.95	+0.00	+1.00	1	1	NaN	1
48	0	23	0	-0.46	-0.58	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
48	0	24	1	+0.32	+0.44	+0.01	+0.99	+0.00	+1.00	1	1	NaN	1
48	0	25	1	+0.94	+1.04	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
48	0	26	1	+0.37	+0.80	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
48	0	27	1	+0.88	+1.09	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
48	0	28	0	-0.02	+0.14	+0.24	+0.76	+0.00	+1.00	1	1	NaN	0
48	0	29	0	-0.01	+0.05	+0.40	+0.60	+0.00	+1.00	1	1	NaN	0
48	0	30	1	+0.42	+0.33	+0.05	+0.95	+0.00	+1.00	1	1	NaN	1
48	0	31	1	+0.58	+0.44	+0.01	+0.99	+0.00	+1.00	1	1	NaN	1
48	0	32	0	-0.80	-0.69	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
48	0	33	0	-0.22	-0.15	+0.77	+0.23	+1.00	+0.00	0	0	NaN	1
48	0	34	0	-0.32	-0.64	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
48	0	35	0	-0.13	-0.17	+0.80	+0.20	+1.00	+0.00	0	0	NaN	1
48	0	36	0	-0.20	-0.10	+0.68	+0.32	+1.00	+0.00	0	0	NaN	1
48	0	37	0	-0.47	-0.71	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
48	0	38	0	-0.21	-0.08	+0.66	+0.34	+1.00	+0.00	0	0	NaN	1
48	0	39	1	+0.86	+0.67	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
48	0	40	1	+0.14	+0.01	+0.49	+0.51	+0.00	+1.00	1	1	NaN	1
48	0	41	1	+0.11	-0.17	+0.81	+0.19	+1.00	+0.00	0	0	NaN	0
48	0	42	0	-0.84	-0.81	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
48	0	43	0	-0.25	-0.08	+0.66	+0.34	+1.00	+0.00	0	0	NaN	1
48	0	44	1	+0.66	+0.85	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
48	0	45	0	-0.85	-1.09	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
48	0	46	0	-0.07	-0.26	+0.90	+0.10	+1.00	+0.00	0	0	NaN	1
48	0	47	0	-0.83	-1.02	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
48	0	48	1	+0.43	+0.41	+0.02	+0.98	+0.00	+1.00	1	1	NaN	1
48	0	49	0	-0.62	-0.69	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
48	0	50	0	-0.14	-0.14	+0.76	+0.24	+1.00	+0.00	0	0	NaN	1
48	0	51	0	-0.20	-0.24	+0.89	+0.11	+1.00	+0.00	0	0	NaN	1
48	0	52	0	-0.63	-0.40	+0.98	+0.02	+1.00	+0.00	0	0	NaN	1
48	0	53	1	+0.65	+0.74	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
48	0	54	0	-0.15	-0.34	+0.95	+0.05	+1.00	+0.00	0	0	NaN	1
48	0	55	1	+0.69	+0.72	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
48	0	56	0	-0.14	-0.16	+0.78	+0.22	+1.00	+0.00	0	0	NaN	1
48	0	57	0	-0.40	-0.36	+0.96	+0.04	+1.00	+0.00	0	0	NaN	1
48	0	58	0	-0.36	-0.32	+0.95	+0.05	+1.00	+0.00	0	0	NaN	1
48	0	59	1	+0.16	+0.12	+0.28	+0.72	+0.00	+1.00	1	1	NaN	1
48	0	60	0	-0.42	-0.71	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
48	0	61	1	+0.01	+0.05	+0.39	+0.61	+0.00	+1.00	1	1	NaN	1
48	0	62	0	-0.50	-0.35	+0.96	+0.04	+1.00	+0.00	0	0	NaN	1
48	0	63	0	-0.60	-0.62	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
48	0	64	0	-0.40	-0.53	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
48	0	65	0	-0.26	-0.06	+0.62	+0.38	+1.00	+0.00	0	0	NaN	1
48	0	66	0	-0.89	-1.09	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
48	0	67	0	-0.47	-0.61	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
48	0	68	1	+0.15	+0.26	+0.10	+0.90	+0.00	+1.00	1	1	NaN	1
48	0	69	1	+0.08	+0.07	+0.37	+0.63	+0.00	+1.00	1	1	NaN	1
48	0	70	1	+0.35	+0.34	+0.04	+0.96	+0.00	+1.00	1	1	NaN	1
48	0	71	1	+0.29	+0.23	+0.13	+0.87	+0.00	+1.00	1	1	NaN	1
