P	k	t	s_t	c_t	o_t	b_t_1	b_t_2	v_t_1	v_t_2	d_t	a_t	rt_t	r_t
29	0	0	0	-0.38	-0.49	+0.99	+0.01	+1.00	+0.00	0	0	NaN	1
29	0	1	0	-0.56	-0.94	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
29	0	2	1	+0.42	+0.11	+0.29	+0.71	+0.00	+1.00	1	1	NaN	1
29	0	3	1	+0.22	+0.55	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
29	0	4	1	+0.07	-0.03	+0.57	+0.43	+1.00	+0.00	0	0	NaN	0
29	0	5	1	+0.78	+0.95	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
29	0	6	0	-0.69	-0.74	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
29	0	7	1	+0.86	+0.82	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
29	0	8	0	-0.01	-0.26	+0.90	+0.10	+1.00	+0.00	0	0	NaN	1
29	0	9	1	+0.51	+0.81	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
29	0	10	1	+0.56	+0.42	+0.02	+0.98	+0.00	+1.00	1	1	NaN	1
29	0	11	1	+0.51	+0.66	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
29	0	12	0	-0.58	-0.29	+0.93	+0.07	+1.00	+0.00	0	0	NaN	1
29	0	13	1	+0.94	+0.82	+0.00	+1.00	+0.00	+1.00	1	0	NaN	0
29	0	14	0	-0.34	-0.54	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
29	0	15	0	-0.01	+0.38	+0.03	+0.97	+0.00	+1.00	1	1	NaN	0
29	0	16	1	+0.50	+0.40	+0.02	+0.98	+0.00	+1.00	1	1	NaN	1
29	0	17	1	+0.80	+0.93	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
29	0	18	1	+0.57	+0.28	+0.08	+0.92	+0.00	+1.00	1	1	NaN	1
29	0	19	0	-0.67	-0.70	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
29	0	20	0	-0.08	+0.19	+0.18	+0.82	+0.00	+1.00	1	1	NaN	0
29	0	21	1	+0.02	+0.07	+0.36	+0.64	+0.00	+1.00	1	1	NaN	1
29	0	22	1	+0.73	+0.87	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
29	0	23	0	-0.56	-0.57	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
29	0	24	1	+0.79	+0.91	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
29	0	25	0	-0.64	-0.57	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
29	0	26	0	-0.05	-0.27	+0.91	+0.09	+1.00	+0.00	0	0	NaN	1
29	0	27	1	+0.21	+0.10	+0.31	+0.69	+0.00	+1.00	1	1	NaN	1
29	0	28	1	+0.47	+0.65	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
29	0	29	1	+0.61	+0.60	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
29	0	30	1	+0.83	+0.90	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
29	0	31	0	-0.76	-0.52	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
29	0	32	1	+0.92	+0.76	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
29	0	33	1	+0.49	+0.67	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
29	0	34	0	-0.58	-0.83	+1.00	+0.00	+1.00	+0.00	0	1	NaN	0
29	0	35	0	-0.14	+0.12	+0.27	+0.73	+0.00	+1.00	1	1	NaN	0
29	0	36	0	-0.90	-0.87	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
29	0	37	1	+0.32	+0.33	+0.05	+0.95	+0.00	+1.00	1	1	NaN	1
29	0	38	1	+0.66	+0.75	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
29	0	39	1	+0.27	+0.28	+0.08	+0.92	+0.00	+1.00	1	1	NaN	1
29	0	40	1	+0.97	+1.01	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
29	0	41	0	-0.35	-0.48	+0.99	+0.01	+1.00	+0.00	0	0	NaN	1
29	0	42	0	-0.61	-0.48	+0.99	+0.01	+1.00	+0.00	0	0	NaN	1
29	0	43	1	+0.24	+0.14	+0.25	+0.75	+0.00	+1.00	1	1	NaN	1
29	0	44	1	+0.57	+0.30	+0.07	+0.93	+0.00	+1.00	1	1	NaN	1
29	0	45	0	-0.92	-1.05	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
29	0	46	1	+0.04	+0.39	+0.03	+0.97	+0.00	+1.00	1	1	NaN	1
29	0	47	0	-0.04	-0.03	+0.55	+0.45	+1.00	+0.00	0	0	NaN	1
29	0	48	0	-0.99	-0.76	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
29	0	49	1	+0.09	-0.01	+0.52	+0.48	+1.00	+0.00	0	0	NaN	0
29	0	50	1	+0.87	+1.18	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
29	0	51	0	-0.83	-1.22	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
29	0	52	1	+0.36	+0.33	+0.05	+0.95	+0.00	+1.00	1	1	NaN	1
29	0	53	1	+0.72	+0.62	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
29	0	54	0	-0.88	-0.87	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
29	0	55	0	-0.71	-0.72	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
29	0	56	1	+0.07	+0.27	+0.09	+0.91	+0.00	+1.00	1	1	NaN	1
29	0	57	0	-0.88	-0.60	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
29	0	58	0	-0.91	-1.09	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
29	0	59	1	+0.35	+0.21	+0.15	+0.85	+0.00	+1.00	1	1	NaN	1
29	0	60	1	+0.51	+0.61	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
29	0	61	1	+0.33	+0.32	+0.05	+0.95	+0.00	+1.00	1	1	NaN	1
29	0	62	0	-0.04	-0.36	+0.96	+0.04	+1.00	+0.00	0	0	NaN	1
29	0	63	1	+0.65	+1.00	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
29	0	64	0	-0.69	-0.37	+0.97	+0.03	+1.00	+0.00	0	0	NaN	1
29	0	65	1	+0.26	+0.26	+0.10	+0.90	+0.00	+1.00	1	1	NaN	1
29	0	66	0	-0.10	-0.19	+0.83	+0.17	+1.00	+0.00	0	0	NaN	1
29	0	67	0	-0.07	-0.31	+0.94	+0.06	+1.00	+0.00	0	0	NaN	1
29	0	68	0	-0.39	-0.30	+0.94	+0.06	+1.00	+0.00	0	0	NaN	1
29	0	69	0	-0.70	-0.69	+1.00	+0.00	+1.00	+0.00	0	1	NaN	0
29	0	70	1	+0.12	-0.00	+0.51	+0.49	+1.00	+0.00	0	0	NaN	0
29	0	71	0	-0.48	-0.09	+0.67	+0.33	+1.00	+0.00	0	0	NaN	1
29	0	72	0	-0.44	-0.64	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
29	0	73	1	+0.75	+0.59	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
29	0	74	1	+0.47	+0.33	+0.05	+0.95	+0.00	+1.00	1	1	NaN	1
29	0	75	1	+0.15	+0.04	+0.42	+0.58	+0.00	+1.00	1	1	NaN	1
29	0	76	1	+0.04	+0.03	+0.44	+0.56	+0.00	+1.00	1	1	NaN	1
29	0	77	0	-0.69	-0.37	+0.97	+0.03	+1.00	+0.00	0	0	NaN	1
29	0	78	0	-0.73	-1.25	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
29	0	79	1	+0.31	+0.49	+0.01	+0.99	+0.00	+1.00	1	1	NaN	1
29	0	80	0	-0.89	-1.18	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
29	0	81	1	+0.06	-0.10	+0.69	+0.31	+1.00	+0.00	0	0	NaN	0
29	0	82	1	+0.78	+0.86	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
29	0	83	1	+0.10	-0.26	+0.90	+0.10	+1.00	+0.00	0	0	NaN	0
29	0	84	1	+0.49	+0.38	+0.03	+0.97	+0.00	+1.00	1	1	NaN	1
29	0	85	1	+0.70	+0.69	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
29	0	86	1	+0.98	+1.33	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
29	0	87	0	-0.72	-0.99	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
29	0	88	1	+0.16	+0.04	+0.42	+0.58	+0.00	+1.00	1	1	NaN	1
29	0	89	1	+0.57	+0.51	+0.01	+0.99	+0.00	+1.00	1	1	NaN	1
29	0	90	1	+0.44	+0.74	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
29	0	91	0	-0.63	-0.79	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
29	0	92	0	-0.13	+0.21	+0.15	+0.85	+0.00	+1.00	1	1	NaN	0
29	0	93	1	+0.43	+0.45	+0.01	+0.99	+0.00	+1.00	1	1	NaN	1
29	0	94	0	-0.90	-0.53	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
