P	k	t	s_t	c_t	o_t	b_t_1	b_t_2	v_t_1	v_t_2	d_t	a_t	rt_t	r_t
30	0	0	0	-0.04	+0.05	+0.40	+0.60	+0.00	+1.00	1	1	NaN	0
30	0	1	0	-0.50	-1.08	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
30	0	2	0	-0.01	+0.13	+0.26	+0.74	+0.00	+1.00	1	1	NaN	0
30	0	3	1	+0.82	+0.77	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
30	0	4	1	+0.78	+0.77	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
30	0	5	1	+0.49	+0.52	+0.01	+0.99	+0.00	+1.00	1	1	NaN	1
30	0	6	1	+0.68	+0.79	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
30	0	7	0	-0.51	-0.30	+0.94	+0.06	+1.00	+0.00	0	0	NaN	1
30	0	8	0	-0.16	-0.09	+0.68	+0.32	+1.00	+0.00	0	0	NaN	1
30	0	9	1	+0.32	+0.28	+0.08	+0.92	+0.00	+1.00	1	1	NaN	1
30	0	10	1	+0.21	+0.22	+0.14	+0.86	+0.00	+1.00	1	1	NaN	1
30	0	11	1	+0.94	+1.06	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
30	0	12	0	-0.23	-0.11	+0.70	+0.30	+1.00	+0.00	0	0	NaN	1
30	0	13	1	+0.60	+0.55	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
30	0	14	1	+0.96	+0.53	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
30	0	15	0	-0.93	-0.92	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
30	0	16	1	+0.14	+0.38	+0.03	+0.97	+0.00	+1.00	1	1	NaN	1
30	0	17	0	-0.38	-0.41	+0.98	+0.02	+1.00	+0.00	0	0	NaN	1
30	0	18	0	-0.66	-0.86	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
30	0	19	0	-0.12	-0.16	+0.79	+0.21	+1.00	+0.00	0	0	NaN	1
30	0	20	1	+0.77	+0.62	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
30	0	21	1	+0.03	-0.14	+0.76	+0.24	+1.00	+0.00	0	0	NaN	0
30	0	22	1	+0.12	+0.36	+0.04	+0.96	+0.00	+1.00	1	1	NaN	1
30	0	23	1	+0.49	+0.25	+0.10	+0.90	+0.00	+1.00	1	1	NaN	1
30	0	24	1	+0.89	+0.93	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
30	0	25	1	+0.78	+1.16	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
30	0	26	1	+0.01	+0.18	+0.18	+0.82	+0.00	+1.00	1	1	NaN	1
30	0	27	1	+0.59	+0.68	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
30	0	28	0	-0.04	-0.28	+0.92	+0.08	+1.00	+0.00	0	0	NaN	1
30	0	29	1	+0.41	+0.27	+0.09	+0.91	+0.00	+1.00	1	1	NaN	1
30	0	30	0	-0.11	-0.20	+0.84	+0.16	+1.00	+0.00	0	0	NaN	1
30	0	31	0	-0.73	-0.72	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
30	0	32	0	-0.63	-0.87	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
30	0	33	1	+0.86	+0.48	+0.01	+0.99	+0.00	+1.00	1	0	NaN	0
30	0	34	0	-0.27	-0.06	+0.62	+0.38	+1.00	+0.00	0	0	NaN	1
30	0	35	1	+0.52	+0.36	+0.04	+0.96	+0.00	+1.00	1	1	NaN	1
30	0	36	1	+0.56	+0.54	+0.00	+1.00	+0.00	+1.00	1	0	NaN	0
30	0	37	0	-0.62	-0.70	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
30	0	38	0	-0.69	-0.74	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
30	0	39	1	+0.41	+0.66	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
30	0	40	0	-0.88	-1.13	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
30	0	41	1	+0.98	+0.76	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
30	0	42	0	-0.75	-0.75	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
30	0	43	0	-0.75	-0.78	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
30	0	44	1	+0.88	+0.93	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
30	0	45	1	+0.34	+0.20	+0.16	+0.84	+0.00	+1.00	1	1	NaN	1
30	0	46	1	+0.37	+0.37	+0.03	+0.97	+0.00	+1.00	1	1	NaN	1
30	0	47	0	-0.55	-0.29	+0.93	+0.07	+1.00	+0.00	0	0	NaN	1
30	0	48	1	+1.00	+0.99	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
30	0	49	0	-0.54	-0.42	+0.98	+0.02	+1.00	+0.00	0	0	NaN	1
30	0	50	1	+0.14	+0.07	+0.36	+0.64	+0.00	+1.00	1	1	NaN	1
30	0	51	1	+0.66	+0.66	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
30	0	52	0	-0.59	-0.31	+0.94	+0.06	+1.00	+0.00	0	0	NaN	1
30	0	53	1	+0.45	+0.37	+0.03	+0.97	+0.00	+1.00	1	1	NaN	1
30	0	54	1	+0.84	+0.73	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
30	0	55	1	+0.22	+0.08	+0.34	+0.66	+0.00	+1.00	1	1	NaN	1
30	0	56	1	+0.33	+0.51	+0.01	+0.99	+0.00	+1.00	1	1	NaN	1
30	0	57	0	-0.64	-0.40	+0.98	+0.02	+1.00	+0.00	0	0	NaN	1
30	0	58	1	+0.65	+0.50	+0.01	+0.99	+0.00	+1.00	1	1	NaN	1
30	0	59	1	+0.67	+0.39	+0.02	+0.98	+0.00	+1.00	1	1	NaN	1
30	0	60	1	+0.57	+0.51	+0.01	+0.99	+0.00	+1.00	1	1	NaN	1
30	0	61	1	+0.60	+0.37	+0.03	+0.97	+0.00	+1.00	1	1	NaN	1
30	0	62	1	+0.47	+0.45	+0.01	+0.99	+0.00	+1.00	1	1	NaN	1
30	0	63	0	-0.55	-0.55	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
30	0	64	1	+0.25	+0.16	+0.20	+0.80	+0.00	+1.00	1	1	NaN	1
30	0	65	0	-0.20	+0.08	+0.34	+0.66	+0.00	+1.00	1	1	NaN	0
30	0	66	0	-0.93	-0.70	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
30	0	67	1	+0.33	+0.03	+0.44	+0.56	+0.00	+1.00	1	1	NaN	1
30	0	68	0	-0.07	+0.35	+0.04	+0.96	+0.00	+1.00	1	1	NaN	0
30	0	69	0	-0.77	-0.91	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
