P	k	t	s_t	c_t	o_t	b_t_1	b_t_2	v_t_1	v_t_2	d_t	a_t	rt_t	r_t
15	0	0	1	+0.55	+0.60	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
15	0	1	1	+0.70	+0.67	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
15	0	2	0	-0.14	-0.13	+0.74	+0.26	+1.00	+0.00	0	0	NaN	1
15	0	3	1	+0.14	+0.31	+0.06	+0.94	+0.00	+1.00	1	1	NaN	1
15	0	4	1	+0.55	+0.89	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
15	0	5	1	+0.25	+0.41	+0.02	+0.98	+0.00	+1.00	1	1	NaN	1
15	0	6	1	+0.59	+0.38	+0.03	+0.97	+0.00	+1.00	1	1	NaN	1
15	0	7	0	-0.67	-0.73	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
15	0	8	1	+0.37	+0.37	+0.03	+0.97	+0.00	+1.00	1	1	NaN	1
15	0	9	0	-0.13	+0.41	+0.02	+0.98	+0.00	+1.00	1	1	NaN	0
15	0	10	0	-0.25	-0.29	+0.93	+0.07	+1.00	+0.00	0	0	NaN	1
15	0	11	1	+0.67	+0.86	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
15	0	12	0	-0.92	-0.65	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
15	0	13	0	-0.44	-0.23	+0.88	+0.12	+1.00	+0.00	0	1	NaN	0
15	0	14	1	+0.21	-0.00	+0.51	+0.49	+1.00	+0.00	0	0	NaN	0
15	0	15	0	-0.82	-0.80	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
15	0	16	1	+0.95	+1.07	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
15	0	17	1	+0.58	+0.77	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
15	0	18	0	-0.80	-0.96	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
15	0	19	0	-0.77	-0.91	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
15	0	20	1	+0.55	+0.24	+0.11	+0.89	+0.00	+1.00	1	1	NaN	1
15	0	21	1	+0.87	+0.76	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
15	0	22	1	+0.04	+0.25	+0.11	+0.89	+0.00	+1.00	1	1	NaN	1
15	0	23	0	-0.73	-0.60	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
15	0	24	0	-0.60	-0.23	+0.88	+0.12	+1.00	+0.00	0	0	NaN	1
15	0	25	0	-0.74	-0.84	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
15	0	26	1	+0.79	+0.97	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
15	0	27	1	+0.66	+0.51	+0.01	+0.99	+0.00	+1.00	1	1	NaN	1
15	0	28	1	+0.79	+0.87	+0.00	+1.00	+0.00	+1.00	1	0	NaN	0
15	0	29	0	-0.91	-1.10	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
