P	k	t	s_t	c_t	o_t	b_t_1	b_t_2	v_t_1	v_t_2	d_t	a_t	rt_t	r_t
36	0	0	1	+0.89	+0.62	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
36	0	1	0	-0.72	-0.59	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
36	0	2	0	-0.68	-0.31	+0.94	+0.06	+1.00	+0.00	0	0	NaN	1
36	0	3	1	+0.86	+0.77	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
36	0	4	0	-0.35	-0.56	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
36	0	5	0	-1.00	-0.63	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
36	0	6	0	-0.21	-0.64	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
36	0	7	1	+0.34	+0.29	+0.07	+0.93	+0.00	+1.00	1	1	NaN	1
36	0	8	1	+0.86	+0.74	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
36	0	9	0	-0.38	-0.44	+0.99	+0.01	+1.00	+0.00	0	0	NaN	1
36	0	10	1	+0.20	+0.18	+0.18	+0.82	+0.00	+1.00	1	1	NaN	1
36	0	11	1	+0.16	+0.03	+0.44	+0.56	+0.00	+1.00	1	1	NaN	1
36	0	12	0	-0.23	-0.44	+0.99	+0.01	+1.00	+0.00	0	0	NaN	1
36	0	13	0	-0.88	-0.51	+0.99	+0.01	+1.00	+0.00	0	0	NaN	1
36	0	14	1	+0.80	+0.65	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
36	0	15	1	+0.93	+0.72	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
36	0	16	1	+0.09	+0.26	+0.10	+0.90	+0.00	+1.00	1	1	NaN	1
36	0	17	0	-0.17	-0.01	+0.52	+0.48	+1.00	+0.00	0	0	NaN	1
36	0	18	1	+0.13	-0.18	+0.81	+0.19	+1.00	+0.00	0	0	NaN	0
36	0	19	1	+0.11	+0.00	+0.50	+0.50	+0.00	+1.00	1	0	NaN	0
36	0	20	1	+0.48	+0.30	+0.06	+0.94	+0.00	+1.00	1	1	NaN	1
36	0	21	1	+0.14	+0.40	+0.02	+0.98	+0.00	+1.00	1	1	NaN	1
36	0	22	1	+0.21	+0.35	+0.04	+0.96	+0.00	+1.00	1	1	NaN	1
36	0	23	0	-0.53	-0.16	+0.79	+0.21	+1.00	+0.00	0	0	NaN	1
36	0	24	1	+0.80	+1.19	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
36	0	25	0	-0.81	-0.89	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
36	0	26	1	+0.44	+0.53	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
36	0	27	0	-0.62	-0.68	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
36	0	28	0	-0.89	-1.04	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
36	0	29	1	+0.24	+0.07	+0.36	+0.64	+0.00	+1.00	1	1	NaN	1
36	0	30	0	-0.67	-0.56	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
36	0	31	1	+0.03	+0.01	+0.47	+0.53	+0.00	+1.00	1	1	NaN	1
36	0	32	1	+0.95	+0.89	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
36	0	33	0	-0.57	-0.58	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
36	0	34	1	+0.45	+0.12	+0.28	+0.72	+0.00	+1.00	1	1	NaN	1
36	0	35	0	-0.01	+0.32	+0.06	+0.94	+0.00	+1.00	1	1	NaN	0
36	0	36	0	-0.95	-1.32	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
36	0	37	0	-0.32	-0.44	+0.99	+0.01	+1.00	+0.00	0	0	NaN	1
36	0	38	1	+0.61	+0.67	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
36	0	39	0	-0.40	-0.44	+0.99	+0.01	+1.00	+0.00	0	0	NaN	1
36	0	40	1	+0.43	+0.27	+0.09	+0.91	+0.00	+1.00	1	1	NaN	1
36	0	41	1	+0.31	+0.26	+0.09	+0.91	+0.00	+1.00	1	1	NaN	1
36	0	42	1	+0.82	+0.84	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
36	0	43	0	-0.71	-0.47	+0.99	+0.01	+1.00	+0.00	0	0	NaN	1
36	0	44	0	-0.02	-0.07	+0.64	+0.36	+1.00	+0.00	0	0	NaN	1
36	0	45	0	-0.87	-0.62	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
36	0	46	1	+0.07	+0.01	+0.47	+0.53	+0.00	+1.00	1	1	NaN	1
36	0	47	1	+0.22	+0.37	+0.03	+0.97	+0.00	+1.00	1	1	NaN	1
36	0	48	0	-0.50	-0.72	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
36	0	49	1	+0.43	+0.71	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
36	0	50	1	+0.56	+0.46	+0.01	+0.99	+0.00	+1.00	1	1	NaN	1
