P	k	t	s_t	c_t	o_t	b_t_1	b_t_2	v_t_1	v_t_2	d_t	a_t	rt_t	r_t
31	0	0	1	+0.76	+1.04	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
31	0	1	1	+0.46	+0.31	+0.06	+0.94	+0.00	+1.00	1	1	NaN	1
31	0	2	0	-0.17	-0.76	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
31	0	3	1	+0.62	+0.80	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
31	0	4	1	+0.42	+0.62	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
31	0	5	1	+0.97	+1.00	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
31	0	6	1	+0.44	+0.52	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
31	0	7	1	+0.47	+0.33	+0.05	+0.95	+0.00	+1.00	1	1	NaN	1
31	0	8	1	+0.05	-0.15	+0.77	+0.23	+1.00	+0.00	0	1	NaN	1
31	0	9	0	-0.14	-0.03	+0.57	+0.43	+1.00	+0.00	0	0	NaN	1
31	0	10	0	-0.20	-0.12	+0.72	+0.28	+1.00	+0.00	0	0	NaN	1
31	0	11	1	+0.44	+0.50	+0.01	+0.99	+0.00	+1.00	1	0	NaN	0
31	0	12	0	-0.00	+0.10	+0.32	+0.68	+0.00	+1.00	1	1	NaN	0
31	0	13	0	-0.08	+0.10	+0.31	+0.69	+0.00	+1.00	1	1	NaN	0
31	0	14	1	+0.02	+0.16	+0.21	+0.79	+0.00	+1.00	1	1	NaN	1
31	0	15	0	-0.61	-0.77	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
31	0	16	0	-0.84	-0.62	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
31	0	17	0	-0.24	+0.10	+0.30	+0.70	+0.00	+1.00	1	1	NaN	0
31	0	18	0	-0.15	-0.07	+0.63	+0.37	+1.00	+0.00	0	0	NaN	1
31	0	19	1	+0.73	+0.72	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
31	0	20	1	+0.36	+0.46	+0.01	+0.99	+0.00	+1.00	1	1	NaN	1
31	0	21	0	-0.86	-1.16	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
31	0	22	1	+0.73	+0.69	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
31	0	23	0	-0.17	-0.18	+0.82	+0.18	+1.00	+0.00	0	0	NaN	1
31	0	24	1	+0.56	+0.54	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
31	0	25	0	-0.43	-0.55	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
31	0	26	0	-0.01	-0.22	+0.87	+0.13	+1.00	+0.00	0	0	NaN	1
31	0	27	0	-0.11	-0.26	+0.91	+0.09	+1.00	+0.00	0	0	NaN	1
31	0	28	0	-0.57	-0.53	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
31	0	29	1	+0.61	+0.62	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
31	0	30	0	-0.02	+0.08	+0.35	+0.65	+0.00	+1.00	1	1	NaN	0
31	0	31	0	-0.61	-0.43	+0.98	+0.02	+1.00	+0.00	0	0	NaN	1
31	0	32	1	+0.55	+0.64	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
31	0	33	1	+0.11	+0.16	+0.21	+0.79	+0.00	+1.00	1	1	NaN	1
31	0	34	1	+0.03	+0.16	+0.21	+0.79	+0.00	+1.00	1	1	NaN	1
31	0	35	0	-0.88	-1.08	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
31	0	36	1	+0.30	+0.44	+0.01	+0.99	+0.00	+1.00	1	1	NaN	1
31	0	37	0	-0.42	-0.92	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
31	0	38	0	-0.34	-0.47	+0.99	+0.01	+1.00	+0.00	0	0	NaN	1
31	0	39	1	+0.68	+0.43	+0.02	+0.98	+0.00	+1.00	1	1	NaN	1
31	0	40	1	+0.32	+0.15	+0.22	+0.78	+0.00	+1.00	1	1	NaN	1
31	0	41	0	-0.01	+0.23	+0.13	+0.87	+0.00	+1.00	1	1	NaN	0
31	0	42	0	-0.61	-0.46	+0.99	+0.01	+1.00	+0.00	0	0	NaN	1
31	0	43	1	+0.66	+0.39	+0.03	+0.97	+0.00	+1.00	1	1	NaN	1
31	0	44	1	+0.92	+0.66	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
31	0	45	0	-0.64	-0.62	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
31	0	46	1	+0.81	+1.04	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
31	0	47	1	+0.47	-0.12	+0.73	+0.27	+1.00	+0.00	0	0	NaN	0
31	0	48	0	-0.17	-0.66	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
31	0	49	1	+0.55	+0.39	+0.03	+0.97	+0.00	+1.00	1	1	NaN	1
31	0	50	0	-0.16	+0.08	+0.35	+0.65	+0.00	+1.00	1	1	NaN	0
31	0	51	0	-0.45	-0.44	+0.99	+0.01	+1.00	+0.00	0	0	NaN	1
31	0	52	0	-0.33	-0.23	+0.88	+0.12	+1.00	+0.00	0	0	NaN	1
31	0	53	0	-0.97	-1.03	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
31	0	54	1	+0.79	+0.53	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
31	0	55	1	+0.49	+0.56	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
31	0	56	0	-0.64	-0.40	+0.98	+0.02	+1.00	+0.00	0	0	NaN	1
31	0	57	1	+0.26	+0.30	+0.07	+0.93	+0.00	+1.00	1	1	NaN	1
31	0	58	0	-0.20	-0.24	+0.88	+0.12	+1.00	+0.00	0	0	NaN	1
31	0	59	0	-0.41	-0.44	+0.99	+0.01	+1.00	+0.00	0	0	NaN	1
31	0	60	1	+0.60	+0.22	+0.13	+0.87	+0.00	+1.00	1	1	NaN	1
31	0	61	1	+0.22	+0.06	+0.39	+0.61	+0.00	+1.00	1	1	NaN	1
31	0	62	0	-0.78	-0.81	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
31	0	63	0	-0.41	-0.51	+0.99	+0.01	+1.00	+0.00	0	0	NaN	1
