P	k	t	s_t	c_t	o_t	b_t_1	b_t_2	v_t_1	v_t_2	d_t	a_t	rt_t	r_t
27	0	0	0	-0.43	-0.68	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
27	0	1	0	-0.69	-1.04	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
27	0	2	0	-0.53	-0.38	+0.97	+0.03	+1.00	+0.00	0	0	NaN	1
27	0	3	0	-0.46	-0.69	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
27	0	4	1	+0.32	+0.35	+0.04	+0.96	+0.00	+1.00	1	1	NaN	1
27	0	5	0	-0.23	-0.23	+0.87	+0.13	+1.00	+0.00	0	0	NaN	1
27	0	6	0	-0.68	-0.42	+0.98	+0.02	+1.00	+0.00	0	0	NaN	1
27	0	7	0	-1.00	-0.96	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
27	0	8	1	+0.12	-0.05	+0.59	+0.41	+1.00	+0.00	0	0	NaN	0
27	0	9	0	-0.50	-0.27	+0.91	+0.09	+1.00	+0.00	0	0	NaN	1
27	0	10	0	-0.59	-0.31	+0.94	+0.06	+1.00	+0.00	0	0	NaN	1
27	0	11	0	-0.29	+0.02	+0.45	+0.55	+0.00	+1.00	1	1	NaN	0
27	0	12	0	-0.91	-0.39	+0.97	+0.03	+1.00	+0.00	0	0	NaN	1
27	0	13	0	-0.84	-0.90	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
27	0	14	0	-0.60	-0.56	+1.00	+0.00	+1.00	+0.00	0	1	NaN	0
27	0	15	0	-0.66	-0.73	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
27	0	16	0	-0.81	-0.71	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
27	0	17	0	-0.26	-0.29	+0.93	+0.07	+1.00	+0.00	0	0	NaN	1
27	0	18	1	+0.22	+0.23	+0.13	+0.87	+0.00	+1.00	1	1	NaN	1
27	0	19	0	-0.16	-0.33	+0.95	+0.05	+1.00	+0.00	0	0	NaN	1
27	0	20	0	-0.66	-0.49	+0.99	+0.01	+1.00	+0.00	0	0	NaN	1
27	0	21	0	-0.08	-0.18	+0.81	+0.19	+1.00	+0.00	0	0	NaN	1
27	0	22	1	+0.52	+0.19	+0.17	+0.83	+0.00	+1.00	1	1	NaN	1
27	0	23	1	+0.64	+0.65	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
27	0	24	0	-0.09	-0.02	+0.54	+0.46	+1.00	+0.00	0	0	NaN	1
27	0	25	0	-0.19	-0.04	+0.59	+0.41	+1.00	+0.00	0	0	NaN	1
27	0	26	0	-0.14	-0.17	+0.81	+0.19	+1.00	+0.00	0	0	NaN	1
27	0	27	1	+0.39	+0.59	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
27	0	28	0	-0.17	-0.17	+0.80	+0.20	+1.00	+0.00	0	0	NaN	1
27	0	29	0	-0.12	-0.24	+0.89	+0.11	+1.00	+0.00	0	0	NaN	1
27	0	30	0	-0.68	-1.01	+1.00	+0.00	+1.00	+0.00	0	1	NaN	0
27	0	31	1	+0.06	+0.07	+0.36	+0.64	+0.00	+1.00	1	1	NaN	1
27	0	32	0	-0.59	-0.57	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
27	0	33	1	+0.41	+0.41	+0.02	+0.98	+0.00	+1.00	1	1	NaN	1
27	0	34	1	+0.56	+0.45	+0.01	+0.99	+0.00	+1.00	1	1	NaN	1
27	0	35	1	+0.91	+0.58	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
27	0	36	1	+0.25	+0.32	+0.05	+0.95	+0.00	+1.00	1	1	NaN	1
27	0	37	1	+0.80	+1.02	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
27	0	38	0	-0.46	-0.39	+0.98	+0.02	+1.00	+0.00	0	0	NaN	1
27	0	39	0	-0.09	-0.08	+0.65	+0.35	+1.00	+0.00	0	0	NaN	1
27	0	40	1	+0.15	-0.04	+0.57	+0.43	+1.00	+0.00	0	0	NaN	0
27	0	41	1	+0.14	-0.07	+0.63	+0.37	+1.00	+0.00	0	0	NaN	0
27	0	42	1	+0.34	-0.07	+0.63	+0.37	+1.00	+0.00	0	0	NaN	0
27	0	43	0	-0.52	-0.78	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
