P	k	t	s_t	c_t	o_t	b_t_1	b_t_2	v_t_1	v_t_2	d_t	a_t	rt_t	r_t
33	0	0	0	-0.19	-0.34	+0.96	+0.04	+1.00	+0.00	0	0	NaN	1
33	0	1	1	+0.87	+1.04	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
33	0	2	0	-0.27	-0.49	+0.99	+0.01	+1.00	+0.00	0	0	NaN	1
33	0	3	0	-0.27	-0.26	+0.90	+0.10	+1.00	+0.00	0	0	NaN	1
33	0	4	1	+0.47	+0.29	+0.07	+0.93	+0.00	+1.00	1	1	NaN	1
33	0	5	0	-0.97	-0.58	+1.00	+0.00	+1.00	+0.00	0	1	NaN	0
33	0	6	1	+0.68	+0.46	+0.01	+0.99	+0.00	+1.00	1	1	NaN	1
33	0	7	0	-0.90	-1.07	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
33	0	8	0	-0.33	-0.12	+0.72	+0.28	+1.00	+0.00	0	0	NaN	1
33	0	9	0	-0.44	-0.14	+0.75	+0.25	+1.00	+0.00	0	0	NaN	1
33	0	10	1	+0.96	+1.03	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
33	0	11	1	+0.79	+0.63	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
33	0	12	1	+0.84	+1.23	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
33	0	13	0	-0.47	-0.52	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
33	0	14	1	+0.92	+1.27	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
33	0	15	1	+0.95	+1.09	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
33	0	16	0	-0.83	-1.26	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
33	0	17	1	+0.72	+0.86	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
33	0	18	1	+0.04	-0.05	+0.61	+0.39	+1.00	+0.00	0	0	NaN	0
33	0	19	1	+0.67	+0.95	+0.00	+1.00	+0.00	+1.00	1	0	NaN	0
33	0	20	0	-0.06	+0.45	+0.01	+0.99	+0.00	+1.00	1	1	NaN	0
33	0	21	1	+0.21	+0.17	+0.19	+0.81	+0.00	+1.00	1	1	NaN	1
33	0	22	1	+0.82	+0.80	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
33	0	23	1	+0.78	+0.68	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
33	0	24	1	+0.82	+0.68	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
33	0	25	1	+0.82	+0.87	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
33	0	26	1	+0.60	+0.56	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
33	0	27	0	-0.92	-0.92	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
33	0	28	0	-0.19	+0.11	+0.29	+0.71	+0.00	+1.00	1	1	NaN	0
33	0	29	1	+0.61	+0.96	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
33	0	30	1	+0.01	+0.11	+0.30	+0.70	+0.00	+1.00	1	1	NaN	1
33	0	31	1	+0.49	+0.44	+0.01	+0.99	+0.00	+1.00	1	1	NaN	1
33	0	32	0	-0.02	+0.02	+0.46	+0.54	+0.00	+1.00	1	0	NaN	1
33	0	33	0	-0.18	-0.21	+0.86	+0.14	+1.00	+0.00	0	0	NaN	1
33	0	34	1	+0.40	+0.37	+0.03	+0.97	+0.00	+1.00	1	1	NaN	1
33	0	35	0	-0.85	-0.82	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
33	0	36	0	-0.84	-0.95	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
33	0	37	0	-0.77	-0.84	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
33	0	38	0	-0.54	-0.40	+0.98	+0.02	+1.00	+0.00	0	0	NaN	1
33	0	39	1	+0.42	+0.18	+0.19	+0.81	+0.00	+1.00	1	1	NaN	1
33	0	40	1	+0.92	+0.80	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
33	0	41	1	+0.36	+0.40	+0.02	+0.98	+0.00	+1.00	1	1	NaN	1
33	0	42	1	+0.58	+0.70	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
33	0	43	0	-0.10	-0.08	+0.65	+0.35	+1.00	+0.00	0	0	NaN	1
33	0	44	1	+0.82	+0.47	+0.01	+0.99	+0.00	+1.00	1	1	NaN	1
33	0	45	1	+0.09	-0.18	+0.82	+0.18	+1.00	+0.00	0	0	NaN	0
33	0	46	1	+0.07	-0.13	+0.75	+0.25	+1.00	+0.00	0	0	NaN	0
33	0	47	0	-0.36	-0.13	+0.73	+0.27	+1.00	+0.00	0	0	NaN	1
33	0	48	0	-0.92	-0.93	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
33	0	49	1	+0.90	+0.82	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
33	0	50	0	-0.54	-0.25	+0.90	+0.10	+1.00	+0.00	0	0	NaN	1
33	0	51	0	-0.14	-0.14	+0.75	+0.25	+1.00	+0.00	0	0	NaN	1
33	0	52	0	-0.03	-0.07	+0.64	+0.36	+1.00	+0.00	0	0	NaN	1
33	0	53	0	-0.81	-0.69	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
33	0	54	1	+0.83	+0.86	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
33	0	55	0	-0.72	-0.71	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
33	0	56	0	-0.53	-0.85	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
33	0	57	0	-0.47	-0.39	+0.98	+0.02	+1.00	+0.00	0	0	NaN	1
33	0	58	1	+0.66	+0.33	+0.05	+0.95	+0.00	+1.00	1	1	NaN	1
33	0	59	1	+0.89	+0.73	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
33	0	60	0	-0.69	-0.92	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
33	0	61	1	+0.63	+0.68	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
33	0	62	1	+0.54	+0.71	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
33	0	63	1	+0.42	+0.56	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
33	0	64	0	-0.16	-0.10	+0.70	+0.30	+1.00	+0.00	0	0	NaN	1
33	0	65	1	+0.67	+1.01	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
33	0	66	1	+0.53	+0.47	+0.01	+0.99	+0.00	+1.00	1	1	NaN	1
33	0	67	0	-0.45	-0.68	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
33	0	68	1	+0.58	+0.71	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
33	0	69	1	+0.64	+0.77	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
33	0	70	0	-0.06	+0.08	+0.34	+0.66	+0.00	+1.00	1	1	NaN	0
33	0	71	1	+0.24	-0.01	+0.52	+0.48	+1.00	+0.00	0	0	NaN	0
33	0	72	1	+0.47	+0.17	+0.19	+0.81	+0.00	+1.00	1	1	NaN	1
33	0	73	0	-0.56	-0.42	+0.98	+0.02	+1.00	+0.00	0	0	NaN	1
