P	k	t	s_t	c_t	o_t	b_t_1	b_t_2	v_t_1	v_t_2	d_t	a_t	rt_t	r_t
49	0	0	1	+0.30	+0.08	+0.34	+0.66	+0.00	+1.00	1	1	NaN	1
49	0	1	0	-0.12	-0.43	+0.98	+0.02	+1.00	+0.00	0	0	NaN	1
49	0	2	1	+0.11	+0.08	+0.35	+0.65	+0.00	+1.00	1	0	NaN	0
49	0	3	1	+0.77	+0.70	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
49	0	4	1	+0.98	+0.85	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
49	0	5	1	+0.45	+0.40	+0.02	+0.98	+0.00	+1.00	1	1	NaN	1
49	0	6	0	-0.18	-0.31	+0.94	+0.06	+1.00	+0.00	0	0	NaN	1
49	0	7	1	+0.97	+1.12	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
49	0	8	1	+0.47	+0.26	+0.10	+0.90	+0.00	+1.00	1	1	NaN	1
49	0	9	0	-0.60	-0.74	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
49	0	10	1	+0.54	+0.70	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
49	0	11	0	-0.33	-0.16	+0.78	+0.22	+1.00	+0.00	0	0	NaN	1
49	0	12	1	+0.22	+0.09	+0.32	+0.68	+0.00	+1.00	1	1	NaN	1
49	0	13	1	+0.84	+1.05	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
49	0	14	1	+0.50	+0.64	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
49	0	15	1	+0.54	+0.47	+0.01	+0.99	+0.00	+1.00	1	1	NaN	1
49	0	16	0	-0.31	-0.12	+0.73	+0.27	+1.00	+0.00	0	0	NaN	1
49	0	17	1	+0.27	+0.26	+0.10	+0.90	+0.00	+1.00	1	1	NaN	1
49	0	18	0	-0.92	-0.96	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
49	0	19	0	-1.00	-1.03	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
49	0	20	1	+0.54	+0.60	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
49	0	21	0	-0.27	-0.05	+0.59	+0.41	+1.00	+0.00	0	0	NaN	1
49	0	22	0	-0.66	-0.46	+0.99	+0.01	+1.00	+0.00	0	0	NaN	1
49	0	23	0	-0.48	-0.83	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
49	0	24	0	-0.96	-0.75	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
49	0	25	1	+0.04	+0.10	+0.30	+0.70	+0.00	+1.00	1	1	NaN	1
49	0	26	1	+0.54	+0.48	+0.01	+0.99	+0.00	+1.00	1	1	NaN	1
49	0	27	0	-0.87	-0.69	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
49	0	28	0	-0.55	-0.64	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
49	0	29	1	+0.61	+0.60	+0.00	+1.00	+0.00	+1.00	1	0	NaN	0
49	0	30	1	+0.30	+0.11	+0.29	+0.71	+0.00	+1.00	1	1	NaN	1
49	0	31	1	+0.71	+0.82	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
49	0	32	0	-0.33	+0.04	+0.42	+0.58	+0.00	+1.00	1	1	NaN	0
49	0	33	1	+0.51	+0.48	+0.01	+0.99	+0.00	+1.00	1	1	NaN	1
49	0	34	0	-0.24	-0.21	+0.85	+0.15	+1.00	+0.00	0	0	NaN	1
49	0	35	0	-0.44	-0.33	+0.95	+0.05	+1.00	+0.00	0	0	NaN	1
49	0	36	1	+0.50	+0.64	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
49	0	37	1	+0.82	+0.80	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
49	0	38	1	+0.49	+0.45	+0.01	+0.99	+0.00	+1.00	1	1	NaN	1
49	0	39	0	-0.13	-0.02	+0.54	+0.46	+1.00	+0.00	0	1	NaN	0
49	0	40	0	-0.54	-0.50	+0.99	+0.01	+1.00	+0.00	0	0	NaN	1
49	0	41	0	-0.29	-0.25	+0.89	+0.11	+1.00	+0.00	0	0	NaN	1
49	0	42	0	-0.57	-0.67	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
49	0	43	0	-0.65	-0.53	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
49	0	44	1	+0.91	+0.70	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
49	0	45	0	-0.33	-0.45	+0.99	+0.01	+1.00	+0.00	0	0	NaN	1
49	0	46	1	+0.31	+0.52	+0.01	+0.99	+0.00	+1.00	1	1	NaN	1
49	0	47	0	-0.54	-0.66	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
49	0	48	1	+0.45	+0.26	+0.10	+0.90	+0.00	+1.00	1	1	NaN	1
49	0	49	1	+0.49	+0.52	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
49	0	50	1	+0.04	-0.04	+0.57	+0.43	+1.00	+0.00	0	0	NaN	0
49	0	51	0	-0.31	-0.18	+0.82	+0.18	+1.00	+0.00	0	0	NaN	1
49	0	52	1	+0.98	+0.73	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
49	0	53	1	+0.60	+0.57	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
49	0	54	0	-0.92	-1.09	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
49	0	55	1	+0.12	+0.01	+0.47	+0.53	+0.00	+1.00	1	1	NaN	1
49	0	56	0	-0.69	-1.08	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
49	0	57	0	-0.27	-0.56	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
49	0	58	1	+0.18	+0.33	+0.05	+0.95	+0.00	+1.00	1	1	NaN	1
49	0	59	1	+0.17	+0.11	+0.29	+0.71	+0.00	+1.00	1	0	NaN	0
49	0	60	1	+0.78	+0.94	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
49	0	61	0	-0.70	-0.64	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
49	0	62	1	+0.68	+0.40	+0.02	+0.98	+0.00	+1.00	1	1	NaN	1
49	0	63	1	+0.51	+0.32	+0.06	+0.94	+0.00	+1.00	1	1	NaN	1
49	0	64	1	+0.20	+0.08	+0.34	+0.66	+0.00	+1.00	1	1	NaN	1
49	0	65	0	-0.20	-0.35	+0.96	+0.04	+1.00	+0.00	0	0	NaN	1
49	0	66	1	+0.80	+0.75	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
49	0	67	1	+0.48	+0.35	+0.04	+0.96	+0.00	+1.00	1	1	NaN	1
49	0	68	1	+0.25	+0.13	+0.26	+0.74	+0.00	+1.00	1	1	NaN	1
49	0	69	0	-0.55	-0.72	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
49	0	70	0	-0.39	-0.64	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
49	0	71	1	+0.88	+1.24	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
49	0	72	1	+0.57	+0.41	+0.02	+0.98	+0.00	+1.00	1	1	NaN	1
49	0	73	0	-0.26	-0.45	+0.99	+0.01	+1.00	+0.00	0	0	NaN	1
49	0	74	0	-0.30	-0.30	+0.93	+0.07	+1.00	+0.00	0	0	NaN	1
49	0	75	0	-0.82	-0.86	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
49	0	76	1	+0.37	+0.66	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
49	0	77	0	-0.53	-0.22	+0.87	+0.13	+1.00	+0.00	0	0	NaN	1
49	0	78	1	+0.87	+0.97	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
49	0	79	1	+0.73	+0.58	+0.00	+1.00	+0.00	+1.00	1	0	NaN	0
49	0	80	0	-0.13	-0.39	+0.97	+0.03	+1.00	+0.00	0	0	NaN	1
49	0	81	0	-0.91	-0.63	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
49	0	82	1	+0.77	+0.52	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
49	0	83	0	-0.66	-1.19	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
49	0	84	1	+0.67	+0.93	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
49	0	85	0	-0.83	-0.40	+0.98	+0.02	+1.00	+0.00	0	0	NaN	1
49	0	86	1	+0.42	+0.36	+0.04	+0.96	+0.00	+1.00	1	1	NaN	1
49	0	87	0	-0.17	-0.29	+0.92	+0.08	+1.00	+0.00	0	0	NaN	1
49	0	88	1	+0.52	+0.56	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
49	0	89	0	-0.16	-0.36	+0.96	+0.04	+1.00	+0.00	0	0	NaN	1
49	0	90	1	+0.11	+0.11	+0.30	+0.70	+0.00	+1.00	1	1	NaN	1
49	0	91	0	-0.14	+0.15	+0.23	+0.77	+0.00	+1.00	1	1	NaN	0
49	0	92	0	-0.33	-0.48	+0.99	+0.01	+1.00	+0.00	0	0	NaN	1
49	0	93	0	-0.93	-0.74	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
49	0	94	1	+0.36	+0.07	+0.37	+0.63	+0.00	+1.00	1	1	NaN	1
49	0	95	1	+0.95	+0.92	+0.00	+1.00	+0.00	+1.00	1	0	NaN	0
49	0	96	0	-0.33	-0.45	+0.99	+0.01	+1.00	+0.00	0	0	NaN	1
49	0	97	0	-1.00	-1.10	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
49	0	98	0	-0.88	-0.97	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
49	0	99	0	-0.77	-0.62	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
49	0	100	0	-0.45	-0.49	+0.99	+0.01	+1.00	+0.00	0	0	NaN	1
49	0	101	1	+0.66	+0.89	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
49	0	102	0	-0.28	-0.28	+0.92	+0.08	+1.00	+0.00	0	0	NaN	1
49	0	103	0	-0.65	-0.75	+1.00	+0.00	+1.00	+0.00	0	1	NaN	0
49	0	104	0	-0.75	-0.68	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
49	0	105	1	+0.58	+0.51	+0.01	+0.99	+0.00	+1.00	1	1	NaN	1
49	0	106	1	+0.85	+0.83	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
49	0	107	0	-0.99	-1.20	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
49	0	108	0	-0.84	-1.14	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
49	0	109	0	-0.34	-0.61	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
49	0	110	1	+0.82	+1.17	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
49	0	111	0	-0.09	-0.05	+0.59	+0.41	+1.00	+0.00	0	0	NaN	1
49	0	112	0	-0.57	-0.72	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
49	0	113	0	-0.96	-0.89	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
49	0	114	1	+0.88	+0.74	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
49	0	115	1	+0.16	-0.01	+0.51	+0.49	+1.00	+0.00	0	0	NaN	0
49	0	116	1	+0.60	+0.49	+0.01	+0.99	+0.00	+1.00	1	1	NaN	1
49	0	117	1	+0.57	+0.65	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
49	0	118	0	-0.04	-0.26	+0.90	+0.10	+1.00	+0.00	0	0	NaN	1
49	0	119	1	+0.08	+0.35	+0.04	+0.96	+0.00	+1.00	1	1	NaN	1
49	0	120	1	+0.88	+1.11	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
49	0	121	0	-0.63	-0.92	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
49	0	122	1	+0.32	+0.22	+0.14	+0.86	+0.00	+1.00	1	1	NaN	1
49	0	123	1	+0.02	+0.24	+0.11	+0.89	+0.00	+1.00	1	1	NaN	1
49	0	124	1	+0.27	-0.00	+0.50	+0.50	+1.00	+0.00	0	0	NaN	0
49	0	125	0	-0.56	-0.53	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
49	0	126	0	-0.26	-0.02	+0.55	+0.45	+1.00	+0.00	0	1	NaN	0
49	0	127	1	+0.10	+0.18	+0.19	+0.81	+0.00	+1.00	1	1	NaN	1
49	0	128	1	+0.53	+0.56	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
49	0	129	0	-0.84	-0.74	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
49	0	130	0	-0.79	-0.77	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
49	0	131	0	-0.18	+0.09	+0.33	+0.67	+0.00	+1.00	1	1	NaN	0
49	0	132	1	+0.43	+0.84	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
49	0	133	0	-0.47	-0.26	+0.90	+0.10	+1.00	+0.00	0	0	NaN	1
49	0	134	1	+0.10	+0.18	+0.19	+0.81	+0.00	+1.00	1	1	NaN	1
49	0	135	0	-0.81	-0.76	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
49	0	136	0	-0.16	-0.30	+0.93	+0.07	+1.00	+0.00	0	0	NaN	1
49	0	137	0	-0.00	-0.29	+0.93	+0.07	+1.00	+0.00	0	0	NaN	1
49	0	138	0	-0.05	+0.19	+0.18	+0.82	+0.00	+1.00	1	1	NaN	0
49	0	139	1	+0.50	+0.56	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
49	0	140	0	-0.08	+0.04	+0.41	+0.59	+0.00	+1.00	1	1	NaN	0
49	0	141	0	-0.08	-0.20	+0.84	+0.16	+1.00	+0.00	0	0	NaN	1
49	0	142	0	-0.65	-0.99	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
49	0	143	0	-0.63	-0.56	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
49	0	144	1	+0.07	+0.36	+0.04	+0.96	+0.00	+1.00	1	1	NaN	1
49	0	145	1	+0.73	+0.61	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
49	0	146	1	+0.08	-0.06	+0.62	+0.38	+1.00	+0.00	0	1	NaN	1
49	0	147	0	-0.78	-0.95	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
49	0	148	1	+0.22	+0.40	+0.02	+0.98	+0.00	+1.00	1	1	NaN	1
49	0	149	0	-0.21	-0.04	+0.58	+0.42	+1.00	+0.00	0	0	NaN	1
49	0	150	1	+0.47	+0.46	+0.01	+0.99	+0.00	+1.00	1	1	NaN	1
49	0	151	0	-0.03	+0.17	+0.20	+0.80	+0.00	+1.00	1	1	NaN	0
49	0	152	1	+0.84	+0.81	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
49	0	153	0	-0.52	-0.89	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
49	0	154	0	-0.41	-0.19	+0.83	+0.17	+1.00	+0.00	0	0	NaN	1
49	0	155	0	-0.99	-0.66	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
49	0	156	0	-0.43	-0.46	+0.99	+0.01	+1.00	+0.00	0	0	NaN	1
49	0	157	0	-0.89	-0.73	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
49	0	158	1	+0.01	+0.29	+0.07	+0.93	+0.00	+1.00	1	1	NaN	1
49	0	159	0	-0.30	-0.69	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
49	0	160	0	-0.50	-0.32	+0.95	+0.05	+1.00	+0.00	0	0	NaN	1
49	0	161	1	+0.88	+0.48	+0.01	+0.99	+0.00	+1.00	1	1	NaN	1
49	0	162	0	-0.91	-0.43	+0.99	+0.01	+1.00	+0.00	0	0	NaN	1
49	0	163	1	+0.06	+0.06	+0.38	+0.62	+0.00	+1.00	1	0	NaN	0
49	0	164	1	+0.88	+0.68	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
49	0	165	0	-0.24	+0.23	+0.13	+0.87	+0.00	+1.00	1	1	NaN	0
49	0	166	1	+0.38	+0.23	+0.12	+0.88	+0.00	+1.00	1	1	NaN	1
49	0	167	1	+0.89	+0.63	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
49	0	168	0	-0.46	-0.57	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
49	0	169	1	+0.76	+0.75	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
49	0	170	0	-0.97	-0.99	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
49	0	171	1	+0.45	+0.76	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
49	0	172	1	+0.96	+1.06	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
