P	k	t	s_t	c_t	o_t	b_t_1	b_t_2	v_t_1	v_t_2	d_t	a_t	rt_t	r_t
41	0	0	1	+0.17	+0.15	+0.22	+0.78	+0.00	+1.00	1	1	NaN	1
41	0	1	1	+0.93	+1.09	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
41	0	2	0	-0.84	-0.69	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
41	0	3	0	-0.17	+0.29	+0.07	+0.93	+0.00	+1.00	1	1	NaN	0
41	0	4	1	+0.98	+0.69	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
41	0	5	0	-0.96	-0.98	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
41	0	6	1	+0.89	+0.84	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
41	0	7	1	+0.10	+0.68	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
41	0	8	0	-0.78	-1.05	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
41	0	9	1	+0.05	-0.04	+0.57	+0.43	+1.00	+0.00	0	0	NaN	0
41	0	10	1	+0.27	+0.23	+0.12	+0.88	+0.00	+1.00	1	1	NaN	1
41	0	11	0	-0.16	-0.24	+0.89	+0.11	+1.00	+0.00	0	0	NaN	1
41	0	12	1	+0.44	+0.19	+0.18	+0.82	+0.00	+1.00	1	1	NaN	1
41	0	13	0	-0.21	-0.00	+0.51	+0.49	+1.00	+0.00	0	0	NaN	1
41	0	14	0	-0.08	-0.20	+0.84	+0.16	+1.00	+0.00	0	0	NaN	1
41	0	15	1	+0.38	+0.11	+0.28	+0.72	+0.00	+1.00	1	1	NaN	1
41	0	16	0	-0.25	-0.09	+0.68	+0.32	+1.00	+0.00	0	0	NaN	1
41	0	17	1	+0.44	+0.23	+0.13	+0.87	+0.00	+1.00	1	1	NaN	1
41	0	18	1	+0.92	+1.00	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
41	0	19	0	-0.45	-0.25	+0.89	+0.11	+1.00	+0.00	0	0	NaN	1
41	0	20	0	-0.33	+0.15	+0.23	+0.77	+0.00	+1.00	1	1	NaN	0
41	0	21	0	-0.23	-0.26	+0.90	+0.10	+1.00	+0.00	0	0	NaN	1
41	0	22	1	+0.02	+0.17	+0.20	+0.80	+0.00	+1.00	1	1	NaN	1
41	0	23	0	-0.63	-1.00	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
41	0	24	0	-0.97	-1.35	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
41	0	25	0	-0.92	-0.71	+1.00	+0.00	+1.00	+0.00	0	0	NaN	1
41	0	26	1	+0.52	+0.48	+0.01	+0.99	+0.00	+1.00	1	0	NaN	0
41	0	27	0	-0.07	-0.14	+0.75	+0.25	+1.00	+0.00	0	0	NaN	1
41	0	28	1	+0.34	+0.33	+0.05	+0.95	+0.00	+1.00	1	1	NaN	1
41	0	29	0	-0.41	-0.49	+0.99	+0.01	+1.00	+0.00	0	0	NaN	1
41	0	30	0	-0.68	-0.22	+0.87	+0.13	+1.00	+0.00	0	0	NaN	1
41	0	31	1	+0.13	-0.13	+0.74	+0.26	+1.00	+0.00	0	0	NaN	0
41	0	32	1	+0.16	+0.36	+0.04	+0.96	+0.00	+1.00	1	1	NaN	1
41	0	33	1	+0.14	+0.44	+0.01	+0.99	+0.00	+1.00	1	1	NaN	1
41	0	34	1	+0.82	+0.77	+0.00	+1.00	+0.00	+1.00	1	1	NaN	1
41	0	35	0	-0.11	-0.16	+0.79	+0.21	+1.00	+0.00	0	0	NaN	1
